Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score,Mean Precision,Mean Recall
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.00,0.9595070279764492,0.1862739319398302,0.015262636273538157,0.1846960829904794,0.5945945945945946,0.18548165192804025,0.029761329597062517,52264456.0,236.41791718025232,17.764260826282086,0.8145183480719598,0.8152879773522683,0.9718054979143392,6.763538705022107,10459.376,0.1679652304682084,0.5085123302588545,0.0035151543889350074,10090.0,0.10762149076255138,0.10076828410668418,0.38964533879253704
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.05,0.9309467036734576,0.1920640540978701,0.028790428117405124,0.1847686787719848,0.5945945945945946,0.18834574823154024,0.05492154065620541,51308868.0,203.80659173992117,19.847260688582907,0.8116542517684597,0.815154784892922,0.9704370109702091,6.510337973890334,6464.612055641423,0.17196858224299025,0.525660868563572,0.0063238135948570475,5349.0,0.12163364444387283,0.11042724110763762,0.3896816366832897
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.10,0.9007590677099929,0.1985222428479552,0.06206896551724138,0.18478863562855086,0.5907335907335908,0.19140940921686864,0.11233480176211454,50302491.0,178.1408706999846,18.073523892093252,0.8085905907831313,0.8150603656875515,0.96983417836567,6.423264674842902,3244.1,0.17369737775776234,0.5700765639074452,0.01344831637945192,2465.0,0.1518721054894916,0.13029560418259828,0.3877611131810708
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.15,0.8654273836837535,0.206602343571784,0.0997392438070404,0.1847665372119489,0.5907335907335908,0.19507529328948392,0.17066369213608476,49127554.0,169.11113835688067,18.59277956533713,0.8049247067105161,0.8149959646860595,0.9695284030206752,6.386126718950256,1885.5652173913047,0.17457044306588368,0.6034278347099288,0.021393380952146136,1534.0,0.18286949271278435,0.1531707936894122,0.38775006397276984
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.20,0.8222960108773775,0.2174029654937165,0.13771377137713772,0.18473581048099968,0.5907335907335908,0.1997425537197121,0.22335766423357664,47693484.0,163.7440489103265,18.851319237680546,0.8002574462802878,0.8149072087329382,0.9693595439817508,6.3636530344448765,1284.88,0.1750512516276114,0.6289659529076673,0.029375868572739713,1111.0,0.2115501089766444,0.1775583684354271,0.3877347006072952
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.25,0.7800454966077275,0.22912978562499264,0.1685022026431718,0.18469661062121287,0.5907335907335908,0.2045277690412156,0.2622107969151671,46289288.0,160.9449408285167,19.622421747448907,0.7954722309587844,0.8148146483568174,0.9692859549424676,6.351248583795386,1001.1960784313727,0.17526035039546034,0.646335647965277,0.03585726282031981,908.0,0.23336928297819134,0.19881599413408224,0.38771510067740184
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.30,0.7227232248649113,0.2471169124210123,0.19240506329113924,0.18455759544149394,0.5868725868725869,0.2113041299342827,0.2897998093422307,44389713.0,158.62760516957502,17.048174526167656,0.7886958700657173,0.8146983386989121,0.9692538842850448,6.341230518119253,832.3846153846154,0.17535145304607616,0.6587806281599976,0.041170169153901016,790.0,0.2505519696382567,0.21976098785607578,0.38571509115704045
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.35,0.6597252603185063,0.2699487476083993,0.2122905027932961,0.1840356134605801,0.5868725868725869,0.2188629725131811,0.3117948717948718,42325845.0,157.0888472945611,17.030540567565826,0.7811370274868189,0.8146075837264402,0.9692619266228154,6.334093081513682,780.1666666666665,0.17532847628256135,0.6678844497062597,0.04543707172387078,716.0,0.2653289221540265,0.2411196252008477,0.3854541001665835
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.40,0.5927808224650163,0.2978539826158755,0.23100303951367784,0.1824546765975875,0.5868725868725869,0.2262913692227672,0.33151581243184297,40198818.0,155.54860086260322,16.546940692758493,0.7737086307772328,0.8144943353897393,0.9693065378592676,6.3284961436545935,695.2758620689655,0.17520132911805206,0.6759810031554633,0.049514024580789934,658.0,0.2789035908273051,0.26442851106477666,0.3846636317350872
marine_sample_0-kraken2_GTDBr202RefSeqV205-0.45,0.5234792891019886,0.33215754334997616,0.24516129032258066,0.17968054938650047,0.5868725868725869,0.2332075346440535,0.3458475540386803,38070200.0,154.10066860900534,16.609989817951227,0.7667924653559466,0.8143560442695925,0.9693994207092738,6.324328735516884,658.8965517241379,0.17493642554040534,0.6817856746208563,0.052708257921615806,620.0,0.2895275443413669,0.2886594168362784,0.3832765681295437
