Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score,Mean Precision,Mean Recall
marine_sample_0-MetaPhlAn,0.7631140487745981,0.30251409394356565,0.8492063492063492,0.23855718693115785,0.8262548262548263,0.2667556523847886,0.8375733855185911,42254837.0,88.74019576248413,16.797956105423253,0.7332443476152114,0.759680324961442,0.9569779353823952,5.921364910577937,252.0,0.20741965830259296,0.7422786924067251,0.09223764604337822,252.0,0.5521645189516898,0.5758602215749574,0.5324060065929921
marine_sample_1-MetaPhlAn,0.8023051198480106,0.3740597316999437,0.8711864406779661,0.31098219853946657,0.8481848184818482,0.339616927414874,0.8595317725752509,38866713.0,88.81086320471321,15.4082676911281,0.660383072585126,0.6873465323819827,0.9790228895034944,6.6151811872848025,295.0,0.14483636340586978,0.8062799469929095,0.1615966369171404,295.0,0.5995743499950624,0.6226230861889549,0.5795835085106574
marine_sample_2-MetaPhlAn,0.7950458442506332,0.33148615677104465,0.8472727272727273,0.2729348313829569,0.8411552346570397,0.29937450908318697,0.8442028985507246,41075956.0,93.13981023873127,16.701531558279488,0.700625490916813,0.7260988130480672,0.9706496324644898,6.3472929469020425,275.0,0.1713212627848852,0.7832984705680721,0.12389499490812478,275.0,0.5717887038169558,0.589379442021886,0.5570450330199983
marine_sample_3-MetaPhlAn,0.793435361094735,0.3490620231862534,0.8598382749326146,0.2898636369167249,0.8307291666666666,0.31672037568179656,0.8450331125827814,39777713.0,103.05799464363126,17.684377495826887,0.6832796243182034,0.7089295009243602,0.9784983890833672,6.668462898202969,371.0,0.14663633033825213,0.7812826890704347,0.12535887660734893,371.0,0.580876744132289,0.604450149059434,0.5602964017916958
marine_sample_4-MetaPhlAn,0.7467939563985638,0.3596758407419797,0.8529411764705882,0.2850990880687736,0.8285714285714286,0.31807457025366176,0.8405797101449276,38350123.0,92.33174973908571,14.309997496760069,0.6819254297463383,0.7138511588948083,0.9706414363149266,6.105208878407152,272.0,0.1713452759840022,0.7548979201817602,0.12522651406494031,272.0,0.5793271401992947,0.6063085086062839,0.5568352583201011
marine_sample_5-MetaPhlAn,0.7815032062151117,0.4225937308089311,0.8629283489096573,0.35199739325016954,0.8293413173652695,0.3840784822555183,0.8458015267175574,35270633.0,97.05926405837151,13.377057581097406,0.6159215177444818,0.6467760555108363,0.9678938719973847,6.282237295167833,321.0,0.17918403284890902,0.7544935443077938,0.09703022417570972,321.0,0.6149400044865379,0.6427610398592942,0.5906693553077196
marine_sample_6-MetaPhlAn,0.7600138465882127,0.4027164680540535,0.8442367601246106,0.322527853244442,0.8237082066869301,0.3581890242866139,0.8338461538461539,36517741.0,100.58068431924768,14.645453424096365,0.6418109757133862,0.6756614616946205,0.979532886589379,6.61042439868169,321.0,0.14306512885781345,0.793908650629349,0.15220831267252302,321.0,0.5960175890663839,0.623476614089332,0.5731180299656861
marine_sample_7-MetaPhlAn,0.7506360370045004,0.3607128807040963,0.8424908424908425,0.2843426741429483,0.8070175438596491,0.31800691995135044,0.8243727598566308,38662972.0,96.1672902471628,15.147241351711903,0.6819930800486496,0.7140376950610829,0.9721283490734898,6.268759199472786,273.0,0.16694986575224874,0.7746135328559057,0.1314239932418061,273.0,0.5711898399039906,0.6016018615974694,0.5456801090012987
marine_sample_8-MetaPhlAn,0.7792083207048316,0.3523939343646443,0.8498498498498499,0.2875364189140305,0.8132183908045977,0.3166784929487805,0.8311306901615272,39465604.0,101.97319823334593,17.164403720800646,0.6833215070512194,0.7114268976335185,0.966497438421672,6.333093402242236,333.0,0.18303939142909256,0.7557951347715263,0.08963502674212158,333.0,0.5739045915551538,0.6011218921072471,0.5503774048593141
marine_sample_9-MetaPhlAn,0.7410596578170155,0.3873418472482117,0.8421052631578947,0.30968200260640216,0.8175182481751825,0.3441856371890553,0.8296296296296297,36425705.0,94.4539355442648,13.203395546100536,0.6558143628109447,0.6887694499487034,0.9746654259371148,6.3346887741730855,266.0,0.1591700920113707,0.7864018207797265,0.14839004148674756,266.0,0.5869076334093425,0.6147235552030532,0.5636001253907923
