Sample name,Proportion classified,Precision reads,Precision taxa,Recall reads,Recall taxa,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score,Mean Precision,Mean Recall
marine_sample_0-kraken2_refseqV208_nt-0.00,0.9534710986313474,0.2741823911456132,0.015099274759243848,0.2701497288769476,0.9806949806949808,0.2721511221044631,0.029740647503073588,46556943.0,263.43714791838545,29.53843647227236,0.7278488778955369,0.7298229888510984,0.9731651492488106,6.9465339602249285,24228.192995529058,0.16390030886669868,0.4948356937158693,0.002215252254251324,16822.0,0.15094588480376833,0.14464083295242852,0.6254223547859642
marine_sample_0-kraken2_refseqV208_nt-0.05,0.9241862465568936,0.282749724599014,0.03798982949446605,0.2700344260431329,0.9806949806949808,0.27624583486069,0.07314614830813536,45589340.0,168.87862800929466,33.037273613427594,0.72375416513931,0.7298849434396145,0.9715702862390859,6.6371277881191615,8430.014981273409,0.16864777100310424,0.5223235683994971,0.005260913251186388,6686.0,0.17469599158441268,0.16036977704674002,0.6253647033690568
marine_sample_0-kraken2_refseqV208_nt-0.10,0.8977483564245337,0.2906641118169838,0.07838258164852255,0.2696518937613656,0.972972972972973,0.27976401680339064,0.14507772020725387,44733746.0,131.1008518223028,25.32126093353508,0.7202359831966094,0.7299536970408348,0.9708412312121568,6.546992466543096,4133.580645161291,0.17077775168985726,0.561944515151647,0.010667185330486866,3215.0,0.21242086850532227,0.18452334673275317,0.6213124333671693
marine_sample_0-kraken2_refseqV208_nt-0.15,0.8664485945098317,0.29997295500755955,0.13284132841328414,0.2685853658264065,0.972972972972973,0.28341277545830384,0.23376623376623376,43760353.0,113.0905364817099,25.49284394445107,0.7165872245416961,0.7304463006710941,0.970355106761566,6.505203675785652,2439.730769230769,0.17218824100964025,0.5973829200708326,0.01778208895489321,1897.0,0.2585895046122688,0.21640714171042186,0.6207791693996898
marine_sample_0-kraken2_refseqV208_nt-0.20,0.8262283077923003,0.3133534585539664,0.2009646302250804,0.2675420226066181,0.9652509652509652,0.2886413160756938,0.33266799733865604,42488459.0,100.9554265036014,21.119570815800074,0.7113586839243062,0.7311607329231229,0.9698401188167448,6.463483619332849,1494.6296296296296,0.17367385214676198,0.6286964045644935,0.02665323898380037,1244.0,0.31065465670717496,0.2571590443895234,0.6163964939287916
marine_sample_0-kraken2_refseqV208_nt-0.25,0.7870688477086054,0.32783168376830146,0.2615062761506276,0.266637415232631,0.9652509652509652,0.2940849000839455,0.41152263374485604,41242945.0,94.5740948784358,20.765080976758302,0.7059150999160545,0.7318021686219308,0.9695304522639424,6.442215630526505,1050.5166666666667,0.17456164716838846,0.6506718811057691,0.034330181519715966,956.0,0.35280376691440074,0.2946689799594645,0.6159441902417981
marine_sample_0-kraken2_refseqV208_nt-0.30,0.7331151810838873,0.3503100670263276,0.3233766233766234,0.2653886063978082,0.9613899613899614,0.30199285627239564,0.4839650145772595,39527041.0,90.49962049826613,20.226073267907164,0.6980071437276043,0.7324515978252597,0.9691882885940152,6.420226729593128,817.6341463414633,0.1755381808505318,0.6695607256647977,0.04214959959832151,770.0,0.39297893542482754,0.3368433452014755,0.6133892838938848
marine_sample_0-kraken2_refseqV208_nt-0.35,0.6730650351000862,0.3793109895647657,0.3557142857142857,0.26382132585968193,0.9613899613899614,0.3111967033224916,0.5192909280500521,37628678.0,88.09310177464208,19.699269164295725,0.6888032966775084,0.7329105636051225,0.9688823525124888,6.401408164462635,773.75,0.17640745115922926,0.6773108852100943,0.04590872202485025,700.0,0.41524381568627183,0.3675126376395257,0.6126056436248216
marine_sample_0-kraken2_refseqV208_nt-0.40,0.608435704204772,0.414885442052541,0.3819018404907976,0.2608556997294465,0.9613899613899614,0.3203156522593165,0.5466520307354555,35667960.0,85.82171203121341,19.182720620962773,0.6796843477406834,0.7336427012243543,0.9685753969087388,6.383883723726572,690.0769230769231,0.17727555641510473,0.6828611997705093,0.04880705499554459,652.0,0.43348384149738606,0.3983936412716693,0.611122830559704
marine_sample_0-kraken2_refseqV208_nt-0.45,0.5406737510583488,0.4593995684499266,0.4105960264900662,0.2566748469087186,0.9575289575289576,0.3293409494116838,0.5747392815758979,33681250.0,83.99119225147446,17.743397205681767,0.6706590505883162,0.7343289217214455,0.9683007784642956,6.366729282944133,636.5,0.1780487160840711,0.6891589470899562,0.05222933115906417,604.0,0.45204011549379086,0.4349977974699964,0.6071019022188381
marine_sample_0-kraken2_refseqV208_nt-0.50,0.4825487711440739,0.4959259595826311,0.43485915492957744,0.2472950932855792,0.9536679536679536,0.3300230959939558,0.5973397823458283,32350413.0,83.43581476485129,17.36461488620586,0.6699769040060441,0.7349449801285981,0.9680766611180512,6.352792209765913,611.1578947368421,0.1786773411000116,0.6943134194630965,0.05514972562212803,568.0,0.463681439169892,0.4653925572561043,0.6004815234767664
marine_sample_0-kraken2_refseqV208_nt-0.55,0.41230760127935934,0.5506550079966083,0.4678030303030303,0.2346164060941598,0.9536679536679536,0.3290396075947874,0.6277001270648029,30828750.0,81.96455199991952,17.33373379797316,0.6709603924052127,0.7355498531494835,0.9678488842911468,6.339040755078628,553.375,0.1793142057520542,0.700880641801164,0.0589074236517983,528.0,0.47836986732979514,0.5092290191498192,0.5941421798810567
