Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
strain_sample_29-1.00,9,8.965949767,13292508,1265,35,160802,18,13130411,7,6.256874914,2,1.888888889
strain_sample_3-0.05,2,2.926242159,13307358,3097573,204974,8520963,524722,1163676,2,3.234822519,1,1.714906179
strain_sample_3-0.10,2,3.620852013,13307358,2077564,116457,9257277,236990,1734770,2,3.480171437,1,1.465547069
strain_sample_3-0.15,4,4.227610244,13307358,1390290,67090,9435550,130735,2349661,3,3.70124529,1,1.36146403
strain_sample_3-0.20,5,4.802061085,13307358,891832,35441,9287763,76605,3049543,4,3.913256185,1,1.265295999
strain_sample_3-0.25,6,5.250799971,13307358,601718,19312,8957572,50714,3695333,4,4.078984127,1,1.188922191
strain_sample_3-0.30,7,5.726914914,13307358,409344,10649,8332745,34840,4527979,4,4.247851818,1,1.147531573
strain_sample_3-0.35,7,6.144967619,13307358,307675,7319,7596968,25727,5374315,4,4.389999405,1,1.154701287
strain_sample_3-0.40,7,6.529638565,13307358,236279,5204,6830117,18732,6219366,5,4.519719501,1,1.17205851
strain_sample_3-0.45,9,6.888448406,13307358,183133,3804,6040958,13601,7066672,6,4.638967859,1,1.194397471
strain_sample_3-0.50,9,7.168384588,13307358,148362,2966,5379416,10182,7766328,6,4.731979642,1,1.216951483
strain_sample_3-0.55,9,7.482861211,13307358,114288,2259,4590536,7167,8592299,6,4.83818382,1,1.249197712
strain_sample_3-0.60,9,7.772952152,13307358,85967,1683,3821772,4996,9391794,6,4.939966591,1,1.285828663
strain_sample_3-0.65,9,8.035761945,13307358,63354,1228,3091936,3366,10145933,6,5.042782257,1,1.331847891
strain_sample_3-0.70,9,8.269966961,13307358,44784,860,2413052,2186,10844779,6,5.147998883,1,1.371454712
strain_sample_3-0.75,9,8.446578878,13307358,32085,601,1877824,1482,11393676,6,5.23790089,1,1.41025641
strain_sample_3-0.80,9,8.628264604,13307358,20264,380,1292812,865,11991685,6,5.319728623,1,1.438150289
strain_sample_3-0.85,9,8.759103047,13307358,12427,233,854345,486,12438994,6,5.382965898,1,1.46090535
strain_sample_3-0.90,9,8.848059923,13307358,7230,143,557143,274,12741862,6,5.491394489,1,1.496350365
strain_sample_3-0.95,9,8.915056843,13307358,3580,72,333447,119,12969531,7,5.709336116,2,1.546218487
strain_sample_3-1.00,9,8.960277765,13307358,1278,29,184015,30,13121157,7,6.191125723,2,1.633333333
strain_sample_30-0.05,2,3.006581792,13308078,2794432,241703,8819247,458104,1236295,2,3.173522751,1,1.958264935
strain_sample_30-0.10,3,3.673110272,13308078,1834054,136805,9510403,170079,1793532,3,3.411533454,1,1.735087812
strain_sample_30-0.15,4,4.246814829,13308078,1195846,78254,9661387,74578,2376251,3,3.622999576,1,1.707460645
strain_sample_30-0.20,4,4.788025589,13308078,734179,40718,9506196,32103,3035580,4,3.823139561,1,1.72893499
strain_sample_30-0.25,6,5.210871848,13308078,469573,21614,9179551,14950,3643975,4,3.978880557,2,1.760267559
strain_sample_30-0.30,6,5.660476742,13308078,300758,11502,8564960,8123,4434214,4,4.134007514,2,1.763387911
strain_sample_30-0.35,7,6.059293761,13308078,218133,7684,7837453,6063,5246398,4,4.262714558,2,1.792511958
strain_sample_30-0.40,7,6.431970342,13308078,162193,5372,7074352,4673,6066826,4,4.38016641,2,1.836935587
strain_sample_30-0.45,9,6.785150042,13308078,122592,3915,6283318,3613,6898521,4,4.488640078,2,1.870467755
strain_sample_30-0.50,9,7.065451074,13308078,97421,3065,5611965,2947,7595704,4,4.57243176,2,1.880556498
strain_sample_30-0.55,9,7.384494215,13308078,73847,2254,4805086,2243,8426861,5,4.6673533,2,1.905037896
strain_sample_30-0.60,9,7.682099173,13308078,55172,1662,4015848,1694,9235332,5,4.75923765,2,1.962219599
strain_sample_30-0.65,9,7.955411668,13308078,40241,1204,3260716,1262,10005825,6,4.850477318,2,1.964342314
strain_sample_30-0.70,9,8.203279692,13308078,28128,847,2552737,875,10726302,6,4.948082783,2,1.931428571
strain_sample_30-0.75,9,8.392596737,13308078,20040,616,1990268,625,11297111,6,5.031376679,2,1.9824
strain_sample_30-0.80,9,8.5895124,13308078,12766,411,1373133,399,11921759,6,5.107353767,2,2.01754386
strain_sample_30-0.85,9,8.732685892,13308078,7819,250,909395,252,12390595,6,5.167431094,2,2.067460317
strain_sample_30-0.90,9,8.830756553,13308078,4569,132,593105,153,12710239,6,5.273610912,2,2.176470588
strain_sample_30-0.95,9,8.904680901,13308078,2212,69,354218,72,12951567,6,5.476441062,2,2.083333333
strain_sample_30-1.00,9,8.954686319,13308078,788,27,194976,30,13112274,7,5.94455215,2,2.1
strain_sample_31-0.05,2,2.916017521,13304144,2745730,233439,9279925,384142,894176,2,3.232624509,1,1.945845547
strain_sample_31-0.10,2,3.541764656,13304144,1821697,141354,10006225,133662,1342194,3,3.477769788,1,1.77881522
strain_sample_31-0.15,3,4.090932419,13304144,1211807,88797,10188107,53011,1850676,3,3.697639905,1,1.762502122
strain_sample_31-0.20,4,4.618584555,13304144,773847,53893,10049415,19245,2460894,3,3.906378829,1,1.806131463
strain_sample_31-0.25,6,5.037691865,13304144,520055,35000,9732704,6853,3043650,4,4.069626283,1,1.885597549
strain_sample_31-0.30,6,5.493629128,13304144,350982,23144,9126576,2556,3822927,4,4.236717801,1,1.970266041
strain_sample_31-0.35,7,5.907407722,13304144,261005,17183,8389520,1825,4650572,4,4.377278676,2,1.967123288
strain_sample_31-0.40,7,6.299689856,13304144,198098,13063,7594297,1397,5509023,4,4.505490107,2,1.992125984
strain_sample_31-0.45,7,6.675333565,13304144,151606,9893,6756761,1066,6393312,5,4.625742719,2,2.028142589
strain_sample_31-0.50,9,6.974461942,13304144,121519,7828,6038488,871,7141904,6,4.719401281,2,2.071182549
strain_sample_31-0.55,9,7.31439565,13304144,92939,5855,5170676,640,8038478,6,4.825564781,2,2.09375
strain_sample_31-0.60,9,7.630630276,13304144,69838,4249,4318637,462,8913836,6,4.927747111,2,2.142857143
strain_sample_31-0.65,9,7.920205389,13304144,51003,3085,3502400,329,9749148,6,5.03001399,2,2.200607903
strain_sample_31-0.70,9,8.181219851,13304144,35969,2146,2735957,241,10530775,6,5.137439295,2,2.161825726
strain_sample_31-0.75,9,8.378729966,13304144,25850,1483,2129285,166,11147749,6,5.227982163,2,2.28313253
strain_sample_31-0.80,9,8.582516094,13304144,16404,920,1464963,108,11821870,6,5.309886325,2,2.055555556
strain_sample_31-0.85,9,8.729257816,13304144,10086,556,967882,63,12325559,6,5.372712789,2,2.126984127
strain_sample_31-0.90,9,8.829372487,13304144,5845,314,630559,38,12667320,6,5.483759648,2,2.394736842
strain_sample_31-0.95,9,8.904591006,13304144,2888,155,377230,21,12923676,7,5.704366037,2,2.761904762
strain_sample_31-1.00,9,8.955646301,13304144,1041,59,208183,7,13094525,7,6.210742472,3,2.857142857
strain_sample_32-0.05,2,3.089519124,13313658,2979043,237488,8884753,365677,1084180,2,3.443215585,1,2.141277685
strain_sample_32-0.10,2,3.807196339,13313658,1938187,136051,9644674,128648,1602133,3,3.73332432,1,2.034023071
strain_sample_32-0.15,4,4.42819066,13313658,1250455,79156,9848749,52992,2161445,4,3.999194822,1,2.173762077
strain_sample_32-0.20,6,5.010282298,13313658,760901,42250,9720099,20880,2811752,4,4.253678178,2,2.538793103
strain_sample_32-0.25,7,5.459683131,13313658,481746,23493,9403379,8929,3419577,5,4.454088578,2,3.184567141
strain_sample_32-0.30,7,5.926740269,13313658,303157,13541,8791400,4605,4214460,6,4.658870601,2,3.937893594
strain_sample_32-0.35,7,6.330605007,13313658,215079,9492,8053549,3524,5041463,6,4.829605184,3,4.112939841
strain_sample_32-0.40,7,6.699101404,13313658,156411,6965,7271229,2799,5883174,6,4.98246445,4,4.263665595
strain_sample_32-0.45,9,7.039354549,13313658,115358,5163,6456837,2275,6739142,6,5.119667881,7,4.398241758
strain_sample_32-0.50,9,7.303699254,13313658,90349,4092,5763947,1928,7457386,7,5.224426422,7,4.528526971
strain_sample_32-0.55,9,7.597980435,13313658,67339,3076,4932516,1523,8312233,7,5.339939901,7,4.631648063
strain_sample_32-0.60,9,7.867509515,13313658,49835,2258,4116022,1203,9146551,7,5.447077542,7,4.703241895
strain_sample_32-0.65,9,8.110711496,13313658,36133,1648,3337300,901,9939283,7,5.550917508,7,4.71254162
strain_sample_32-0.70,9,8.327326945,13313658,25237,1123,2610260,661,10677463,7,5.657082053,7,4.883509834
strain_sample_32-0.75,9,8.490526721,13313658,17969,774,2033055,506,11262096,7,5.744208592,7,4.990118577
strain_sample_32-0.80,9,8.658006162,13313658,11236,483,1401661,342,11900404,7,5.8246723,7,5.105263158
strain_sample_32-0.85,9,8.778860325,13313658,6871,294,925461,201,12381111,7,5.886364741,7,5.064676617
strain_sample_32-0.90,9,8.860698765,13313658,4012,182,603768,118,12705752,7,5.988893085,7,4.838983051
strain_sample_32-0.95,9,8.922487569,13313658,1955,103,361942,55,12949697,7,6.198031729,7,4.836363636
strain_sample_32-1.00,9,8.963774719,13313658,686,39,200407,21,13112531,7,6.624593951,7,5.714285714
strain_sample_33-0.05,2,2.853305583,13308816,2779569,148927,9192373,471545,865326,2,3.191436422,1,1.801066706
strain_sample_33-0.10,2,3.484480888,13308816,1844645,84221,9958964,191419,1313787,3,3.438744331,1,1.587574901
strain_sample_33-0.15,3,4.042905394,13308816,1225076,50072,10163602,91689,1828443,3,3.661328336,1,1.504640688
strain_sample_33-0.20,4,4.580000355,13308816,778580,28275,10038453,44675,2447102,4,3.871722067,1,1.439507555
strain_sample_33-0.25,6,5.006047721,13308816,520909,17056,9723485,25015,3039404,4,4.035145424,1,1.368338997
strain_sample_33-0.30,6,5.467265383,13308816,352882,11002,9115880,15128,3824916,4,4.203505312,1,1.311805923
strain_sample_33-0.35,7,5.884200894,13308816,266192,8467,8374974,11219,4656418,4,4.344970146,1,1.324182191
strain_sample_33-0.40,7,6.279514346,13308816,204743,6674,7576723,8370,5518971,4,4.473021516,1,1.342413381
strain_sample_33-0.45,7,6.655956247,13308816,158780,5245,6739492,6398,6404142,5,4.590393757,1,1.353704283
strain_sample_33-0.50,9,6.956066265,13308816,128463,4328,6022985,5116,7152241,5,4.682024943,1,1.362783425
strain_sample_33-0.55,9,7.297088111,13308816,99193,3334,5158865,3834,8046911,6,4.785540618,1,1.389932186
strain_sample_33-0.60,9,7.615541307,13308816,75158,2550,4308879,2839,8921930,6,4.885818098,1,1.401549841
strain_sample_33-0.65,9,7.907698551,13308816,55263,1893,3494807,2082,9756655,6,4.987161237,1,1.423150817
strain_sample_33-0.70,9,8.170868768,13308816,38805,1326,2732494,1427,10536084,6,5.093422346,1,1.424667134
strain_sample_33-0.75,9,8.369815767,13308816,27785,958,2128438,1020,11151566,6,5.180668171,1,1.421568627
strain_sample_33-0.80,9,8.576099031,13308816,17553,605,1466398,662,11824201,6,5.263886748,1,1.425981873
strain_sample_33-0.85,9,8.724990938,13308816,10835,380,969072,404,12328503,6,5.326918949,1,1.45049505
strain_sample_33-0.90,9,8.826390492,13308816,6246,210,632297,229,12670044,6,5.437403625,1,1.558951965
strain_sample_33-0.95,9,8.902893916,13308816,3050,101,378110,111,12927544,6,5.656798286,1,1.621621622
strain_sample_33-1.00,9,8.954753601,13308816,1023,34,208448,38,13099305,7,6.156619397,1,1.842105263
strain_sample_34-0.05,1,2.607654558,13314290,4098786,843206,8089356,385773,740343,2,3.381863402,1,1.810901748
strain_sample_34-0.10,2,3.254021957,13314290,3036337,627310,9010262,134487,1133150,3,3.649827719,1,1.786432889
strain_sample_34-0.15,3,3.831734174,13314290,2263945,477859,9403916,52330,1594016,4,3.888821317,1,1.906745653
strain_sample_34-0.20,4,4.390646967,13314290,1656267,360507,9479458,18376,2160082,4,4.111898486,1,2.072104919
strain_sample_34-0.25,6,4.835826244,13314290,1271110,284667,9322615,6139,2714315,4,4.28443146,1,2.22414074
strain_sample_34-0.30,7,5.318253546,13314290,968437,220264,8877505,2103,3466101,6,4.46159591,1,2.2467903
strain_sample_34-0.35,7,5.754616281,13314290,769694,173710,8265946,1330,4277165,6,4.611715828,1,1.921804511
strain_sample_34-0.40,7,6.168485514,13314290,613505,135973,7563802,895,5135907,6,4.746653601,1,1.636871508
strain_sample_34-0.45,7,6.562539873,13314290,486364,105465,6798441,659,6028627,6,4.870983951,1,1.559939302
strain_sample_34-0.50,9,6.876056027,13314290,397781,84053,6124256,507,6791568,6,4.96767591,1,1.520710059
strain_sample_34-0.55,9,7.23171367,13314290,308324,63046,5292911,368,7712506,7,5.076677843,1,1.483695652
strain_sample_34-0.60,9,7.564341095,13314290,233488,46183,4453014,273,8627316,7,5.17981484,1,1.494505495
strain_sample_34-0.65,9,7.86777147,13314290,171899,32874,3638413,208,9503566,7,5.282400871,1,1.466346154
strain_sample_34-0.70,9,8.140994826,13314290,121471,22376,2865250,136,10327264,7,5.390267865,1,1.5
strain_sample_34-0.75,9,8.348038686,13314290,86909,15680,2241912,103,10985217,7,5.477359058,1,1.524271845
strain_sample_34-0.80,9,8.561510527,13314290,54734,9582,1552304,71,11707062,7,5.55670732,1,1.492957746
strain_sample_34-0.85,9,8.715918611,13314290,33250,5637,1030874,48,12250042,7,5.621572569,1,1.520833333
strain_sample_34-0.90,9,8.821066238,13314290,18894,3132,676273,23,12619041,7,5.72890386,1,1.347826087
strain_sample_34-0.95,9,8.900473026,13314290,8938,1455,406698,8,12898606,7,5.939677599,1,1.25
strain_sample_34-1.00,9,8.953590691,13314290,3242,507,226287,4,13084698,7,6.398449756,1,1
strain_sample_35-0.05,1,2.773264861,13306398,3528134,358483,8432153,416451,929658,2,3.29375902,1,1.829137161
strain_sample_35-0.10,2,3.443901347,13306398,2469581,214928,9288049,155002,1393761,2,3.554983937,1,1.697803899
strain_sample_35-0.15,3,4.038332312,13306398,1726410,130165,9596999,67212,1915770,3,3.79053775,1,1.724052253
strain_sample_35-0.20,5,4.607555929,13306398,1165816,73369,9575347,29146,2536078,4,4.01370624,2,1.802717354
strain_sample_35-0.25,6,5.056635612,13306398,825991,42733,9339704,14429,3126252,4,4.188816048,2,1.860004158
strain_sample_35-0.30,7,5.538338625,13306398,580607,24699,8806933,8256,3910588,4,4.369803313,2,1.859859496
strain_sample_35-0.35,7,5.968589095,13306398,437642,16863,8124059,6334,4738344,6,4.525247909,2,1.858856962
strain_sample_35-0.40,7,6.370189664,13306398,333581,11965,7374876,4960,5592969,6,4.666943281,2,1.879435484
strain_sample_35-0.45,8,6.746933994,13306398,256180,8713,6578496,3910,6467798,6,4.797399436,2,1.894629156
strain_sample_35-0.50,9,7.043577533,13306398,205281,6872,5892442,3225,7205436,6,4.899413859,2,1.886511628
strain_sample_35-0.55,9,7.378931473,13306398,156059,5184,5057411,2498,8090416,6,5.016081944,2,1.897918335
strain_sample_35-0.60,9,7.688176545,13306398,116777,3925,4231236,1885,8956486,6,5.126119177,2,1.918832891
strain_sample_35-0.65,9,7.968981764,13306398,85228,2905,3437123,1397,9782631,7,5.234582527,2,1.924838941
strain_sample_35-0.70,9,8.219894971,13306398,60007,2049,2692880,1001,10552498,7,5.348427706,2,1.928071928
strain_sample_35-0.75,9,8.409111692,13306398,42954,1444,2100468,736,11162228,7,5.443265501,2,1.932065217
strain_sample_35-0.80,9,8.603300007,13306398,27163,907,1449228,460,11829539,7,5.528563483,2,1.873913043
strain_sample_35-0.85,9,8.743342563,13306398,16573,562,959417,287,12330116,7,5.597937081,2,1.919860627
strain_sample_35-0.90,9,8.83841525,13306398,9628,328,626318,177,12670272,7,5.707404226,2,1.95480226
strain_sample_35-0.95,9,8.910020804,13306398,4764,161,374970,74,12926588,7,5.922679148,2,1.972972973
strain_sample_35-1.00,9,8.958205519,13306398,1745,58,208140,25,13096483,7,6.404386471,2,1.88
strain_sample_36-0.05,2,2.802257248,13303810,3378882,333681,8491385,402022,1031447,2,3.205455883,1,1.935836845
strain_sample_36-0.10,2,3.499273216,13303810,2309356,213949,9258031,149845,1586437,2,3.457269586,1,1.781540926
strain_sample_36-0.15,3,4.120538853,13303810,1584258,142558,9448013,65451,2205862,3,3.688247465,2,1.794686101
strain_sample_36-0.20,5,4.716718594,13303810,1054853,93544,9293842,28433,2926359,3,3.912060911,2,1.832870256
strain_sample_36-0.25,6,5.187467274,13303810,742628,66312,8948895,13750,3598126,4,4.089957028,2,1.865454545
strain_sample_36-0.30,7,5.691116379,13303810,525008,48006,8307465,7583,4463295,4,4.276368904,2,1.840960042
strain_sample_36-0.35,7,6.134508686,13303810,401564,37603,7550256,5659,5345781,5,4.434952404,2,1.825940979
strain_sample_36-0.40,7,6.541650625,13303810,312195,29744,6756205,4341,6230485,6,4.579691558,2,1.824694771
strain_sample_36-0.45,9,6.917365326,13303810,244003,23477,5944343,3438,7111392,6,4.712521804,2,1.813263525
strain_sample_36-0.50,9,7.207081956,13303810,197800,19150,5269051,2792,7833525,6,4.814731343,2,1.819842407
strain_sample_36-0.55,9,7.527599161,13303810,152297,14761,4472447,2157,8676301,6,4.930104258,2,1.82568382
strain_sample_36-0.60,9,7.81786398,13303810,115450,11191,3704987,1633,9481199,6,5.038802835,2,1.848132272
strain_sample_36-0.65,9,8.077378586,13303810,84775,8097,2983771,1208,10233519,6,5.144884108,2,1.862582781
strain_sample_36-0.70,9,8.306488292,13303810,59969,5711,2318292,870,10924188,6,5.255680475,2,1.872413793
strain_sample_36-0.75,9,8.476714866,13303810,43086,4127,1797746,647,11461880,6,5.345811366,2,1.876352396
strain_sample_36-0.80,9,8.650258159,13303810,27320,2576,1233840,395,12041910,7,5.430490177,2,1.873417722
strain_sample_36-0.85,9,8.77459412,13303810,16696,1563,812627,246,12474024,7,5.49687495,2,1.849593496
strain_sample_36-0.90,9,8.858651469,13303810,9698,894,528335,153,12765480,7,5.60803846,2,1.810457516
strain_sample_36-0.95,9,8.9213051,13303810,4862,452,315294,71,12983425,7,5.819857022,2,1.901408451
strain_sample_36-1.00,9,8.963024051,13303810,1743,178,175277,27,13126567,7,6.284058947,2,1.888888889
strain_sample_37-0.05,2,2.896605004,13307646,2946872,318491,9134353,416401,809993,2,3.337961868,1,1.841234771
strain_sample_37-0.10,2,3.544403646,13307646,1973588,193164,9961732,149315,1222962,3,3.604901537,1,1.67101095
strain_sample_37-0.15,4,4.111889736,13307646,1317263,120699,10227009,62094,1701201,4,3.843255051,1,1.659564531
strain_sample_37-0.20,4,4.652700485,13307646,840480,72257,10158376,25443,2283252,4,4.067940092,1,1.678379122
strain_sample_37-0.25,6,5.078220295,13307646,561865,45679,9887801,11830,2846006,4,4.242001938,1,1.668385461
strain_sample_37-0.30,6,5.534503623,13307646,375974,30059,9321573,6492,3603443,4,4.420750875,2,1.601971657
strain_sample_37-0.35,7,5.943745272,13307646,277813,22732,8606811,5053,4417804,5,4.569345603,2,1.591727687
strain_sample_37-0.40,7,6.330015917,13307646,208587,17495,7823939,4006,5270936,6,4.702384822,2,1.600848727
strain_sample_37-0.45,7,6.697773445,13307646,158296,13724,6988608,3189,6157362,6,4.823338496,2,1.630291627
strain_sample_37-0.50,9,6.990215399,13307646,126438,11275,6265897,2626,6912473,6,4.916263705,2,1.654607768
strain_sample_37-0.55,9,7.322488515,13307646,96031,8844,5388462,2093,7820851,6,5.020363696,2,1.675107501
strain_sample_37-0.60,9,7.633143608,13307646,72122,6766,4518317,1609,8715396,6,5.120503719,2,1.697949037
strain_sample_37-0.65,9,7.918568468,13307646,52534,4950,3677178,1174,9576562,6,5.217217116,2,1.729131175
strain_sample_37-0.70,9,8.17609959,13307646,37017,3502,2886831,827,10382807,6,5.31948978,2,1.731559855
strain_sample_37-0.75,9,8.37213396,13307646,26661,2506,2255968,612,11024244,6,5.404632956,2,1.75
strain_sample_37-0.80,9,8.576380601,13307646,16932,1599,1558898,395,11731309,6,5.483322193,2,1.792405063
strain_sample_37-0.85,9,8.724531972,13307646,10409,967,1033262,245,12263647,6,5.544545333,2,1.816326531
strain_sample_37-0.90,9,8.825699526,13307646,6125,587,675307,149,12626009,7,5.648432491,2,1.838926174
strain_sample_37-0.95,9,8.902279261,13307646,2982,281,404621,70,12899933,7,5.853618571,2,1.814285714
strain_sample_37-1.00,9,8.953840747,13307646,1074,89,223141,29,13083356,7,6.291416638,2,1.793103448
strain_sample_38-0.05,2,2.798376571,13304798,3208064,409075,8693261,456487,946960,2,3.20259279,1,1.901447358
strain_sample_38-0.10,2,3.43200949,13304798,2237471,229842,9449922,197226,1420125,2,3.443386623,1,1.728205206
strain_sample_38-0.15,3,3.998746768,13304798,1570840,129556,9675994,100742,1957158,3,3.660236767,1,1.698308551
strain_sample_38-0.20,4,4.54858067,13304798,1070807,66181,9582839,52539,2598534,3,3.865391978,2,1.693998744
strain_sample_38-0.25,6,4.988830796,13304798,764843,33984,9301439,30318,3208104,4,4.026300769,2,1.689194538
strain_sample_38-0.30,7,5.469217496,13304798,539837,16851,8732479,18661,4013698,4,4.192523452,2,1.678473822
strain_sample_38-0.35,7,5.904574425,13304798,405980,10624,8024048,13701,4860916,4,4.335270676,2,1.688124954
strain_sample_38-0.40,7,6.314082484,13304798,307919,7154,7255969,10292,5730446,4,4.467299681,2,1.694714341
strain_sample_38-0.45,8,6.701586225,13304798,234445,5058,6443812,7788,6618590,5,4.590639671,2,1.701977401
strain_sample_38-0.50,9,7.006975829,13304798,186433,3918,5748851,6183,7363173,6,4.687180447,2,1.700954229
strain_sample_38-0.55,9,7.35098015,13304798,140617,2936,4912983,4590,8246472,6,4.798702947,2,1.718518519
strain_sample_38-0.60,9,7.668141824,13304798,104570,2214,4093330,3364,9103407,6,4.906868491,2,1.736028537
strain_sample_38-0.65,9,7.955496731,13304798,76111,1640,3311071,2467,9915025,6,5.01517666,2,1.755168221
strain_sample_38-0.70,9,8.211741584,13304798,53507,1180,2581171,1762,10668227,6,5.128385527,2,1.759931896
strain_sample_38-0.75,9,8.404445449,13304798,38187,827,2005257,1242,11259993,6,5.224399167,2,1.753623188
strain_sample_38-0.80,9,8.60103483,13304798,24199,519,1379180,774,11900560,7,5.313215099,2,1.739018088
strain_sample_38-0.85,9,8.741982178,13304798,14949,307,909355,471,12379972,7,5.376628489,2,1.774946921
strain_sample_38-0.90,9,8.837647516,13304798,8810,186,592536,270,12703136,7,5.491642702,2,1.781481481
strain_sample_38-0.95,9,8.909638538,13304798,4333,86,354387,130,12945915,7,5.720254975,2,1.730769231
strain_sample_38-1.00,9,8.958254308,13304798,1635,38,196239,51,13106832,7,6.246551399,2,1.764705882
strain_sample_39-0.05,2,2.929879549,13306332,3048026,248995,8693223,410425,1154647,2,3.198562374,1,1.920477554
strain_sample_39-0.10,2,3.638773781,13306332,2000847,149384,9409686,150476,1745293,2,3.448020051,1,1.767982934
strain_sample_39-0.15,4,4.262805482,13306332,1303475,92747,9551478,63809,2387535,3,3.676861947,2,1.797693115
strain_sample_39-0.20,6,4.85858214,13306332,802039,55045,9351196,25620,3127420,3,3.898371716,2,1.880405933
strain_sample_39-0.25,6,5.323786751,13306332,514037,34911,8976313,10780,3805136,4,4.074248971,2,1.996474954
strain_sample_39-0.30,7,5.81485837,13306332,327485,22882,8305566,5042,4668139,4,4.256154728,2,2.084688616
strain_sample_39-0.35,7,6.242979808,13306332,234004,17173,7529684,3604,5538934,5,4.410830654,2,2.120144284
strain_sample_39-0.40,7,6.633031026,13306332,171801,13048,6730484,2627,6401323,6,4.552858903,2,2.127521888
strain_sample_39-0.45,9,6.992742778,13306332,128168,9923,5918646,1982,7257444,6,4.68445925,2,2.157921292
strain_sample_39-0.50,9,7.269443074,13306332,101092,8018,5245159,1568,7958385,6,4.785284869,2,2.18494898
strain_sample_39-0.55,9,7.576800729,13306332,75754,6114,4451552,1207,8777706,6,4.900853006,2,2.198011599
strain_sample_39-0.60,9,7.855807746,13306332,56249,4606,3688212,879,9560889,6,5.010854582,2,2.234357224
strain_sample_39-0.65,9,8.10538013,13306332,40759,3354,2972599,641,10292237,6,5.120250663,2,2.230889236
strain_sample_39-0.70,9,8.326287515,13306332,28551,2354,2310406,444,10966842,6,5.232382534,2,2.34009009
strain_sample_39-0.75,9,8.490877125,13306332,20304,1692,1793221,322,11492392,6,5.325214237,2,2.419254658
strain_sample_39-0.80,9,8.659235618,13306332,12820,1084,1231933,203,12061313,7,5.414098007,2,2.334975369
strain_sample_39-0.85,9,8.780038631,13306332,7838,658,811619,115,12486704,7,5.481626231,2,2.408695652
strain_sample_39-0.90,9,8.861683145,13306332,4501,374,528345,72,12773385,7,5.594064484,2,2.444444444
strain_sample_39-0.95,9,8.922849738,13306332,2217,189,315393,33,12988668,7,5.808993858,2,2.545454545
strain_sample_39-1.00,9,8.96396723,13306332,798,74,174701,10,13130802,7,6.29701032,2,2.3
strain_sample_4-0.05,2,2.687530179,13308290,3609655,617238,8342811,463869,891948,2,3.22366634,1,1.820335051
strain_sample_4-0.10,2,3.318736442,13308290,2612708,440391,9177268,187803,1330506,2,3.473580046,1,1.67267296
strain_sample_4-0.15,3,3.879453033,13308290,1907737,324026,9487346,89685,1823511,3,3.696247085,1,1.668205386
strain_sample_4-0.20,4,4.421079493,13308290,1367914,237262,9482325,43330,2414705,4,3.905289367,2,1.691576275
strain_sample_4-0.25,6,4.85287103,13308290,1032472,182997,9270184,23590,2982021,4,4.067335017,2,1.698813056
strain_sample_4-0.30,6,5.322874088,13308290,780003,138932,8771067,13952,3743240,4,4.232699283,2,1.695169151
strain_sample_4-0.35,7,5.750479964,13308290,620621,108404,8120719,10176,4556748,4,4.371622636,2,1.706957547
strain_sample_4-0.40,7,6.15696284,13308290,495668,84174,7401664,7576,5403353,4,4.498334834,2,1.722016895
strain_sample_4-0.45,7,6.546619062,13308290,394323,64747,6627622,5599,6280711,5,4.615198332,2,1.750491159
strain_sample_4-0.50,9,6.858325675,13308290,323247,51235,5954028,4391,7026594,6,4.706937891,2,1.760646777
strain_sample_4-0.55,9,7.212930512,13308290,251181,38167,5129876,3286,7923909,6,4.809169461,2,1.766585514
strain_sample_4-0.60,9,7.545708051,13308290,190360,27641,4307237,2401,8808255,6,4.908380245,2,1.785089546
strain_sample_4-0.65,9,7.850962595,13308290,140353,19346,3510304,1735,9655868,6,5.007162343,2,1.811527378
strain_sample_4-0.70,9,8.126207424,13308290,99098,13055,2758730,1224,10449208,6,5.111255179,2,1.805555556
strain_sample_4-0.75,9,8.335588344,13308290,70912,8991,2156154,859,11080343,6,5.197957567,2,1.798603027
strain_sample_4-0.80,9,8.552822038,13308290,44831,5432,1490334,525,11772584,6,5.280088893,2,1.79047619
strain_sample_4-0.85,9,8.709619343,13308290,27266,3169,989044,307,12291652,6,5.343069671,2,1.798045603
strain_sample_4-0.90,9,8.81645155,13308290,15674,1721,647638,174,12644795,6,5.448023433,2,1.787356322
strain_sample_4-0.95,9,8.897470524,13308290,7430,788,388937,103,12911815,7,5.665596228,2,1.72815534
strain_sample_4-1.00,9,8.9519501,13308290,2653,284,214882,38,13090703,7,6.136540055,2,1.657894737
strain_sample_40-0.05,2,2.945992438,13313006,3037821,349919,8920576,372548,981005,2,3.322270221,1,1.999479262
strain_sample_40-0.10,2,3.624303031,13313006,2042614,210652,9647697,131757,1488997,2,3.58476256,1,1.876355715
strain_sample_40-0.15,4,4.221706277,13313006,1371850,127482,9828258,53660,2056360,3,3.822221395,1,1.950819978
strain_sample_40-0.20,6,4.791257587,13313006,882165,71458,9682960,20671,2723195,4,4.048066707,2,2.122925838
