Sample name,Proportion classified,Precision reads,Precision taxa,Mean Precision,Recall reads,Recall taxa,Mean Recall,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_minikraken-0.00,0.845684685,0.305479788,0.06122449,0.183352139,0.266961349,0.926640927,0.596801138,0.284924654,0.114860014,43173673,124.9136512,18.8504301,0.715075346,0.73297734,0.96947677,6.49507297,4056.248322,0.174733307,0.544129176,0.008357636,3920,0.199892334
marine_sample_0-kraken2_minikraken-0.05,0.697403047,0.367749104,0.127591707,0.247670405,0.2650287,0.926640927,0.595834813,0.308051472,0.224299065,38361205,105.8527153,16.4408431,0.691948528,0.733025175,0.968445168,6.397362302,2312.067873,0.177651182,0.58813967,0.016847883,1881,0.266175269
marine_sample_0-kraken2_minikraken-0.10,0.469253087,0.522188334,0.339462518,0.430825426,0.253216352,0.926640927,0.589928639,0.341051911,0.49689441,31526176,86.54826386,11.92918515,0.658948089,0.733768104,0.967751622,6.354179554,835.8863636,0.179586448,0.671294171,0.043860413,707,0.41897316
marine_sample_0-kraken2_minikraken-0.15,0.262552219,0.754154521,0.530973451,0.642563986,0.204613119,0.926640927,0.565627023,0.321892192,0.675105485,27776058,79.28298312,9.536735725,0.678107808,0.734770971,0.967437788,6.337944083,494.2727273,0.180459336,0.718573184,0.067943462,452,0.498498839
marine_sample_0-kraken2_minikraken-0.20,0.121303934,0.894186351,0.635638298,0.764912325,0.112088321,0.922779923,0.517434122,0.199205743,0.752755906,29035432,76.41859784,16.99226022,0.800794257,0.735892679,0.967346528,6.329385804,382.5,0.180719498,0.739881941,0.081448443,376,0.475980824
marine_sample_0-kraken2_minikraken-0.25,0.054841523,0.902832354,0.710447761,0.806640058,0.051165128,0.918918919,0.485042024,0.096842044,0.801346801,30748410,73.36843746,26.47657861,0.903157956,0.736346581,0.9675197,6.325276417,341.875,0.18025589,0.75408481,0.091904158,335,0.449094423
marine_sample_0-kraken2_minikraken-0.30,0.017605788,0.905648597,0.767741935,0.836695266,0.01647679,0.918918919,0.467697855,0.032364757,0.83655536,31743936,68.74404458,43.29611739,0.967635243,0.736692493,0.967662424,6.312209699,314.5,0.179921361,0.762701162,0.09975412,310,0.434460059
marine_sample_0-kraken2_minikraken-0.35,0.004591349,0.907331816,0.842293907,0.874812861,0.004304908,0.907335907,0.455820408,0.008569159,0.873605948,32094967,63.63969062,63.21035308,0.991430841,0.737390821,0.967970116,6.311068869,279,0.179295005,0.776830949,0.111902665,279,0.441087554
marine_sample_0-kraken2_minikraken-0.40,0.000965827,0.909506484,0.876923077,0.89321478,0.000907742,0.88030888,0.440608311,0.001813674,0.878612717,32193166,57.55164677,85.84924707,0.998186326,0.737311699,0.968523679,6.29507297,263,0.178856201,0.784690146,0.122191974,260,0.440213195
marine_sample_0-kraken2_minikraken-0.45,0.000156631,0.911025887,0.901408451,0.906217169,0.000147457,0.741312741,0.370730099,0.000294867,0.813559322,32215216,49.6869182,102.7464527,0.999705133,0.742025999,0.969391671,6.207431205,224.0526316,0.182365122,0.802542243,0.153384253,213,0.406927094
marine_sample_0-kraken2_minikraken-0.50,2.87E-05,0.922594142,0.927536232,0.925065187,2.74E-05,0.494208494,0.247117934,5.47E-05,0.644836272,32218695,37.40812436,98.31442382,0.999945252,0.764813894,0.971409377,6.044055461,162.2413793,0.197351966,0.850254578,0.253452914,138,0.32244551
marine_sample_0-kraken2_minikraken-0.55,3.12E-06,0.875,0.93877551,0.906887755,2.82E-06,0.177606178,0.088804501,5.65E-06,0.298701299,32219425,28.78390672,69.12212426,0.999994351,0.831953618,0.947670118,5.007264456,107.125,0.421620468,0.891811794,0.389990625,49,0.149353474
marine_sample_0-kraken2_minikraken-0.60,6.01E-08,1,1,1,6.21E-08,0.003861004,0.001930533,1.24E-07,0.007692308,32219501,24.08357424,13.01640046,0.999999876,0.97208343,0,0,1,1,0,1,1,0.003846216
marine_sample_0-kraken2_minikraken-0.65,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.70,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.75,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.80,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.85,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.90,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-0.95,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_0-kraken2_minikraken-1.00,0,0,0,0,0,0,0,0,0,32219503,24.19985375,0,1,0,0,0,0,0,0,0,0,0
marine_sample_1-kraken2_minikraken-0.00,0.879370968,0.367131169,0.072141213,0.219636191,0.334540259,0.930693069,0.632616664,0.35007883,0.133903134,39918931,127.1619959,16.76664419,0.64992117,0.665332881,0.983802627,7.055818445,4042.587097,0.127285887,0.591306839,0.015793913,3909,0.241990982
marine_sample_1-kraken2_minikraken-0.05,0.729594272,0.439193897,0.141495233,0.290344565,0.33204177,0.930693069,0.63136742,0.378174209,0.245644599,35091766,108.1001992,14.94637579,0.621825791,0.665438342,0.983409024,6.970506014,2444.120172,0.128816523,0.635952948,0.030242715,1993,0.311909404
marine_sample_1-kraken2_minikraken-0.10,0.493126176,0.595788055,0.357414449,0.476601252,0.304442203,0.930693069,0.617567636,0.402970299,0.516483516,28991016,90.704703,13.3009401,0.597029701,0.665912913,0.983165656,6.935160988,920.6315789,0.129753458,0.720619949,0.075288179,789,0.459726908
marine_sample_1-kraken2_minikraken-0.15,0.276732636,0.838980783,0.56969697,0.704338876,0.240584365,0.930693069,0.585638717,0.373938821,0.706766917,25889240,83.48737989,14.96128726,0.626061179,0.666432872,0.983043511,6.920151693,517.5555556,0.130224066,0.773090334,0.119140347,495,0.540352869
marine_sample_1-kraken2_minikraken-0.20,0.128146044,0.90769703,0.669047619,0.788372325,0.120531657,0.927392739,0.523962198,0.212805242,0.777316736,28657393,79.38974295,21.74258415,0.787194758,0.667293234,0.982972818,6.908034201,443,0.130501056,0.792728893,0.139832442,420,0.495060989
marine_sample_1-kraken2_minikraken-0.25,0.058103053,0.91225409,0.751336898,0.831795494,0.054924964,0.927392739,0.491158852,0.10361168,0.830132939,30541681,75.01782604,34.05589969,0.89638832,0.667685273,0.982921848,6.89151027,381.5,0.130708599,0.806317464,0.156562423,374,0.46687231
marine_sample_1-kraken2_minikraken-0.30,0.018664128,0.913257253,0.801724138,0.857490696,0.017662649,0.920792079,0.469227364,0.034655059,0.857142857,31623315,71.85369285,51.69253791,0.965344941,0.668277134,0.982913905,6.883326166,351,0.130786807,0.81527564,0.168181391,348,0.445898958
marine_sample_1-kraken2_minikraken-0.35,0.004891436,0.915360579,0.865625,0.890492789,0.004639633,0.914191419,0.459415526,0.00923247,0.889245586,32001709,64.25048914,73.04235474,0.99076753,0.669239528,0.982996832,6.868113361,320.25,0.130652061,0.825303137,0.183789276,320,0.449239028
marine_sample_1-kraken2_minikraken-0.40,0.001028429,0.918652184,0.896666667,0.907659425,0.000978995,0.887788779,0.444383887,0.001955906,0.892205638,32108350,58.47412989,97.52077778,0.998044094,0.670683681,0.983460537,6.855968655,300.125,0.129738501,0.833165599,0.201538183,300,0.447080772
marine_sample_1-kraken2_minikraken-0.45,0.000172636,0.930944512,0.926356589,0.928650551,0.000166537,0.788778878,0.394472707,0.000333014,0.852049911,32132071,48.38456493,117.7323567,0.999666986,0.677929114,0.983500621,6.773566887,273,0.134460194,0.845509267,0.23491605,258,0.426191463
marine_sample_1-kraken2_minikraken-0.50,3.14E-05,0.937739464,0.949044586,0.943392025,3.05E-05,0.491749175,0.245889819,6.09E-05,0.647826087,32136112,35.53394587,109.5196516,0.999939075,0.722978511,0.981720028,6.415730359,178.3030303,0.158939684,0.879515273,0.348437438,157,0.323943506
marine_sample_1-kraken2_minikraken-0.55,3.87E-06,0.968992248,0.949152542,0.959072395,3.89E-06,0.184818482,0.092411186,7.78E-06,0.309392265,32136905,27.74324238,76.73246878,0.999992221,0.826504225,0.96881197,5.437979461,90,0.319037088,0.924410918,0.543450573,59,0.154700022
