Sample name,Proportion classified,Precision reads,Precision taxa,Mean Precision,Recall reads,Recall taxa,Mean Recall,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_refseqV205_500GB-0.00,0.964816267,0.272382166,0.008664455,0.14052331,0.271569335,0.988416988,0.629993162,0.271975143,0.017178326,46843200,291.4472522,25.74350828,0.728024857,0.728399774,0.974366781,7.21555236,32871.43014,0.160251164,0.48587369,0.001320378,29546,0.144576734
marine_sample_0-kraken2_refseqV205_500GB-0.05,0.911499637,0.288793213,0.03,0.159396606,0.272020056,0.984555985,0.62828802,0.280155803,0.058225825,45038990,190.8908471,23.39828849,0.719844197,0.72782058,0.972367172,6.77834112,11323.86217,0.166277813,0.519283903,0.004257511,8500,0.169190814
marine_sample_0-kraken2_refseqV205_500GB-0.10,0.811081824,0.322726453,0.101286174,0.212006313,0.270493403,0.972972973,0.621733188,0.294310366,0.18347288,41793976,129.926282,21.50746689,0.705689634,0.728237191,0.971024771,6.615961282,3275.222222,0.170236796,0.586481316,0.013871478,2488,0.238891623
marine_sample_0-kraken2_refseqV205_500GB-0.15,0.67429745,0.381372616,0.212947189,0.297159903,0.26574094,0.965250965,0.615495952,0.313225759,0.348918353,37546013,103.2692593,19.78865441,0.686774241,0.730008996,0.969821145,6.526903573,1262.478261,0.173729701,0.640067164,0.028224687,1174,0.331072056
marine_sample_0-kraken2_refseqV205_500GB-0.20,0.518090848,0.461671333,0.325886991,0.393779162,0.247170293,0.957528958,0.602349625,0.321965964,0.48627451,33541821,94.49475433,18.07460506,0.678034036,0.732288921,0.968607776,6.463496826,785.7,0.177186317,0.67526785,0.041859424,761,0.404120237
marine_sample_0-kraken2_refseqV205_500GB-0.25,0.388550881,0.55408929,0.389507154,0.471798222,0.222476989,0.945945946,0.584211467,0.317479963,0.551801802,30820027,93.56056941,14.91679706,0.682520037,0.733137216,0.967592958,6.440157616,652.8823529,0.1800283,0.692719766,0.049058014,629,0.434640882
marine_sample_0-kraken2_refseqV205_500GB-0.30,0.250327063,0.691050198,0.46743295,0.579241574,0.178761851,0.942084942,0.560423397,0.284046221,0.624839949,29034854,90.49807804,16.31313455,0.715953779,0.734884598,0.966285431,6.383705149,533.3333333,0.183626753,0.707108066,0.056821394,522,0.454443085
marine_sample_0-kraken2_refseqV205_500GB-0.35,0.143532757,0.785549917,0.541019956,0.663284936,0.116515112,0.942084942,0.529300027,0.202930905,0.687323944,29490278,87.17447777,21.41177479,0.797069095,0.734959973,0.964909886,6.326413981,462.1428571,0.187341196,0.717525885,0.063188591,451,0.445127425
marine_sample_0-kraken2_refseqV205_500GB-0.40,0.072202137,0.820175918,0.604477612,0.712326765,0.061194799,0.938223938,0.499709368,0.113891917,0.735249622,30680126,84.01249376,29.85506393,0.886108083,0.735775854,0.963496082,6.271894535,406.6666667,0.19109186,0.724986367,0.068145075,402,0.424570769
marine_sample_0-kraken2_refseqV205_500GB-0.45,0.03131559,0.870760546,0.665745856,0.768253201,0.02817843,0.930501931,0.47934018,0.054590279,0.776167472,31446359,81.17909871,40.98921322,0.945409721,0.736557465,0.962034086,6.212719595,362.125,0.194915926,0.73092144,0.072760817,362,0.415378875
