Sample name,Proportion classified,Precision reads,Precision taxa,Mean Precision,Recall reads,Recall taxa,Mean Recall,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-kraken2_chocophlan-0.00,0.642671211,0.19865169,0.018048719,0.108350205,0.131928478,0.552123552,0.342026015,0.158556488,0.034954779,45115766,208.406465,16.60248634,0.841443512,0.866318886,0.977718315,7.411292386,8168.923077,0.149325794,0.57221966,0.00566451,7923,0.096755633
marine_sample_0-kraken2_chocophlan-0.05,0.582320357,0.217140457,0.020408163,0.11877431,0.130665268,0.552123552,0.34139441,0.163152668,0.039361409,43187797,208.3384068,17.44215652,0.836847332,0.86722059,0.972991142,6.560325686,7233.491935,0.164403128,0.513545266,0.005283986,7007,0.101257039
marine_sample_0-kraken2_chocophlan-0.10,0.544679723,0.230256448,0.035023267,0.132639858,0.129601627,0.552123552,0.340862589,0.165852109,0.065868263,42003100,187.1722559,18.1429738,0.834147891,0.868618266,0.970723601,6.284975082,4528.953317,0.171141997,0.523948165,0.008365713,4083,0.115860186
marine_sample_0-kraken2_chocophlan-0.15,0.513689259,0.242622891,0.059188742,0.150905816,0.128792241,0.552123552,0.340457897,0.168264258,0.106915888,41023435,172.7757583,18.93433811,0.831735742,0.869706611,0.969353133,6.163244322,2825.417431,0.175087188,0.54840918,0.013505697,2416,0.137590073
marine_sample_0-kraken2_chocophlan-0.20,0.482687802,0.254987419,0.085424134,0.170205776,0.12718694,0.552123552,0.339655246,0.16971871,0.147956544,40094692,164.5465605,19.99593038,0.83028129,0.87055784,0.968378957,6.086692822,1894.852564,0.177841581,0.568367279,0.018891583,1674,0.158837627
marine_sample_0-kraken2_chocophlan-0.25,0.455111535,0.26768772,0.108231707,0.187959714,0.125893624,0.548262548,0.337078086,0.171248855,0.180776575,39259886,159.7194889,19.32085326,0.828751145,0.871084128,0.967742764,6.039031288,1445.009259,0.179618537,0.58305585,0.023628655,1312,0.176012715
marine_sample_0-kraken2_chocophlan-0.30,0.419731465,0.287298466,0.129714811,0.208506639,0.124612692,0.544401544,0.334507118,0.173828917,0.209509658,38164456,156.0433877,17.94511313,0.826171083,0.871538823,0.967214011,5.999485218,1203.45,0.18108309,0.594824924,0.028059645,1087,0.191669288
marine_sample_0-kraken2_chocophlan-0.35,0.382205985,0.312722251,0.146875,0.229798626,0.123513296,0.544401544,0.33395742,0.177084862,0.231337162,36985897,152.9517882,18.15315544,0.822915138,0.871893055,0.966882929,5.970797399,1050.553846,0.181994678,0.602691363,0.03145407,960,0.204211012
marine_sample_0-kraken2_chocophlan-0.40,0.343048537,0.345430451,0.165492958,0.255461704,0.122454186,0.544401544,0.333427865,0.180811257,0.253825383,35750406,150.0955457,18.52438054,0.819188743,0.872191818,0.966652853,5.94810961,923.9423077,0.182625618,0.611020754,0.035196682,852,0.21731832
marine_sample_0-kraken2_chocophlan-0.45,0.302843989,0.387806481,0.183833116,0.285819799,0.121364442,0.544401544,0.332882993,0.184872761,0.274853801,34482026,147.3523833,18.7709977,0.815127239,0.87247002,0.966447297,5.92642144,832.2826087,0.183187887,0.618425363,0.038857703,767,0.229863281
