Sample name,Proportion classified,Precision reads,Precision taxa,Mean Precision,Recall reads,Recall taxa,Mean Recall,F1 score reads,F1 score taxa,L1 distance,Aitchisons distance,Robust Aitchisons distance,Bray-Curtis dissimilarity raw,Bray-Curtis dissimilarity relative abundance,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa,Mean F1 score
marine_sample_0-MetaPhlAn,0.763114049,0.302514094,0.849206349,0.575860222,0.238557187,0.826254826,0.532406007,0.266755652,0.837573386,42254837,88.74019576,16.79795611,0.733244348,0.759680325,0.956977935,5.921364911,252,0.207419658,0.742278692,0.092237646,252,0.552164519
marine_sample_1-MetaPhlAn,0.80230512,0.374059732,0.871186441,0.622623086,0.310982199,0.848184818,0.579583509,0.339616927,0.859531773,38866713,88.8108632,15.40826769,0.660383073,0.687346532,0.97902289,6.615181187,295,0.144836363,0.806279947,0.161596637,295,0.59957435
marine_sample_2-MetaPhlAn,0.795045844,0.331486157,0.847272727,0.589379442,0.272934831,0.841155235,0.557045033,0.299374509,0.844202899,41075956,93.13981024,16.70153156,0.700625491,0.726098813,0.970649632,6.347292947,275,0.171321263,0.783298471,0.123894995,275,0.571788704
marine_sample_3-MetaPhlAn,0.793435361,0.349062023,0.859838275,0.604450149,0.289863637,0.830729167,0.560296402,0.316720376,0.845033113,39777713,103.0579946,17.6843775,0.683279624,0.708929501,0.978498389,6.668462898,371,0.14663633,0.781282689,0.125358877,371,0.580876744
marine_sample_4-MetaPhlAn,0.746793956,0.359675841,0.852941176,0.606308509,0.285099088,0.828571429,0.556835258,0.31807457,0.84057971,38350123,92.33174974,14.3099975,0.68192543,0.713851159,0.970641436,6.105208878,272,0.171345276,0.75489792,0.125226514,272,0.57932714
marine_sample_5-MetaPhlAn,0.781503206,0.422593731,0.862928349,0.64276104,0.351997393,0.829341317,0.590669355,0.384078482,0.845801527,35270633,97.05926406,13.37705758,0.615921518,0.646776056,0.967893872,6.282237295,321,0.179184033,0.754493544,0.097030224,321,0.614940004
marine_sample_6-MetaPhlAn,0.760013847,0.402716468,0.84423676,0.623476614,0.322527853,0.823708207,0.57311803,0.358189024,0.833846154,36517741,100.5806843,14.64545342,0.641810976,0.675661462,0.979532887,6.610424399,321,0.143065129,0.793908651,0.152208313,321,0.596017589
marine_sample_7-MetaPhlAn,0.750636037,0.360712881,0.842490842,0.601601862,0.284342674,0.807017544,0.545680109,0.31800692,0.82437276,38662972,96.16729025,15.14724135,0.68199308,0.714037695,0.972128349,6.268759199,273,0.166949866,0.774613533,0.131423993,273,0.57118984
marine_sample_8-MetaPhlAn,0.779208321,0.352393934,0.84984985,0.601121892,0.287536419,0.813218391,0.550377405,0.316678493,0.83113069,39465604,101.9731982,17.16440372,0.683321507,0.711426898,0.966497438,6.333093402,333,0.183039391,0.755795135,0.089635027,333,0.573904592
marine_sample_9-MetaPhlAn,0.741059658,0.387341847,0.842105263,0.614723555,0.309682003,0.817518248,0.563600125,0.344185637,0.82962963,36425705,94.45393554,13.20339555,0.655814363,0.68876945,0.974665426,6.334688774,266,0.159170092,0.786401821,0.148390041,266,0.586907633
mouse_sample_0-MetaPhlAn,0.337324723,0.953959226,0.857142857,0.905551042,0.32179733,0.65625,0.489023665,0.481254093,0.743362832,23011127,49.72612276,6.678030105,0.518745907,0.613223794,0.635810272,2.271114285,49,0.603483929,0.404493616,0.056037174,49,0.612308462
mouse_sample_1-MetaPhlAn,0.286440683,0.700726566,0.907407407,0.804066987,0.200715414,0.597560976,0.399138195,0.312048087,0.720588235,29444443,56.83631486,8.255120487,0.687951913,0.745279781,0.802903319,3.190536801,54,0.443958189,0.554404721,0.093956521,54,0.516318161
mouse_sample_10-MetaPhlAn,0.668201729,0.927277853,0.867346939,0.897312396,0.619614732,0.708333333,0.663974033,0.742850569,0.779816514,14236539,65.67942887,8.014132471,0.257149431,0.315034985,0.799924283,3.647394083,98,0.447300199,0.551406512,0.0510011,98,0.761333541
mouse_sample_11-MetaPhlAn,0.674786663,0.775018024,0.896226415,0.83562222,0.522969358,0.601265823,0.56211759,0.624521754,0.71969697,20920788,79.79184931,9.054639929,0.375478246,0.405743522,0.943762045,4.853560937,106,0.237146539,0.721405815,0.167750806,106,0.672109362
mouse_sample_12-MetaPhlAn,0.621920506,0.785069958,0.816793893,0.800931926,0.488250062,0.664596273,0.576423168,0.602064602,0.732876712,21442115,84.93175075,10.31085652,0.397935398,0.414754708,0.918985208,4.6709627,131,0.284632767,0.664109453,0.094224617,131,0.667470657
mouse_sample_13-MetaPhlAn,0.82040413,0.949291906,0.870588235,0.909940071,0.778807272,0.666666667,0.722736969,0.855640057,0.755102041,8720714,61.94384858,11.07339516,0.144359943,0.175003049,0.729955366,3.000268552,85,0.519659793,0.468105095,0.043565783,85,0.805371049
