Sample name	Pielou evenness
strain_sample_87-kraken2_chocophlan-0.35	0.3089980330615178
strain_sample_87-kraken2_chocophlan-0.30	0.299599343386387
strain_sample_87-kraken2_chocophlan-0.50	0.34044402323064077
strain_sample_87-kraken2_chocophlan-0.20	0.2586931790155333
strain_sample_87-kraken2_chocophlan-0.25	0.2753153061991731
strain_sample_87-kraken2_chocophlan-0.40	0.3201793342274154
strain_sample_87-kraken2_chocophlan-0.55	0.35255799184781234
strain_sample_87-kraken2_chocophlan-0.15	0.24270629638927024
strain_sample_87-kraken2_chocophlan-0.45	0.3308653074536899
strain_sample_87-kraken2_chocophlan-0.05	0.22328495159109163
strain_sample_87-kraken2_chocophlan-0.10	0.23323806974101954
strain_sample_87-kraken2_chocophlan-0.00	0.2324659204155789
strain_sample_87-kraken2_chocophlan-0.65	0.3789799982061164
strain_sample_87-kraken2_chocophlan-0.90	0.45695515492593153
strain_sample_87-kraken2_chocophlan-1.00	0.5042529753148153
strain_sample_87-kraken2_chocophlan-0.85	0.43561489056251634
strain_sample_87-kraken2_chocophlan-0.80	0.4196773008563919
strain_sample_87-kraken2_chocophlan-0.95	0.47796292064845275
strain_sample_87-kraken2_chocophlan-0.70	0.3992470353694037
strain_sample_87-kraken2_chocophlan-0.75	0.41116178541921256
strain_sample_87-kraken2_chocophlan-0.60	0.3638282376073919
strain_sample_74-kraken2_chocophlan-0.10	0.195314536438424
strain_sample_74-kraken2_chocophlan-0.05	0.18724785074648134
strain_sample_74-kraken2_chocophlan-0.00	0.19583182484192355
strain_sample_74-kraken2_chocophlan-0.35	0.27335574038479815
strain_sample_74-kraken2_chocophlan-0.50	0.31017055487030026
strain_sample_74-kraken2_chocophlan-0.65	0.3512633974557726
strain_sample_74-kraken2_chocophlan-0.55	0.3269392886097151
strain_sample_74-kraken2_chocophlan-0.30	0.2581896710592455
strain_sample_74-kraken2_chocophlan-0.25	0.23195064789008493
strain_sample_74-kraken2_chocophlan-0.20	0.2164116414916612
strain_sample_74-kraken2_chocophlan-0.15	0.20408625585508122
strain_sample_74-kraken2_chocophlan-0.40	0.28578652060476145
strain_sample_74-kraken2_chocophlan-0.70	0.3639186556263815
strain_sample_74-kraken2_chocophlan-0.60	0.34057235058574725
strain_sample_74-kraken2_chocophlan-0.45	0.30073760669282484
strain_sample_74-kraken2_chocophlan-0.75	0.37418208538243825
strain_sample_74-kraken2_chocophlan-0.80	0.3862063794978253
strain_sample_74-kraken2_chocophlan-0.85	0.4095207352354716
strain_sample_74-kraken2_chocophlan-1.00	0.45356618006524785
strain_sample_74-kraken2_chocophlan-0.90	0.4301370990522408
strain_sample_74-kraken2_chocophlan-0.95	0.435214965733662
mouse_sample_37-kraken2_chocophlan-0.20	0.5754141349486064
mouse_sample_37-kraken2_chocophlan-0.25	0.5904484772214351
mouse_sample_37-kraken2_chocophlan-0.15	0.5592503502734777
mouse_sample_37-kraken2_chocophlan-0.10	0.5298460305392754
mouse_sample_37-kraken2_chocophlan-0.05	0.46788441865514396
mouse_sample_37-kraken2_chocophlan-0.00	0.46220058894665295
mouse_sample_37-kraken2_chocophlan-0.55	0.6341794082379798
mouse_sample_37-kraken2_chocophlan-0.45	0.6248382552032503
mouse_sample_37-kraken2_chocophlan-0.75	0.6524180395305814
mouse_sample_37-kraken2_chocophlan-0.30	0.605566882473978
mouse_sample_37-kraken2_chocophlan-0.85	0.6697471547606603
mouse_sample_37-kraken2_chocophlan-0.40	0.6183389204514893
mouse_sample_37-kraken2_chocophlan-0.35	0.6130187174149233
mouse_sample_37-kraken2_chocophlan-0.80	0.6622956572788743
