Sample name	Robust Aitchisons distance
strain_sample_40-kraken2_minikraken-0.40	21.06550485038168
strain_sample_40-kraken2_minikraken-0.30	14.415322614064621
strain_sample_40-kraken2_minikraken-0.55	11.207286687126306
strain_sample_40-kraken2_minikraken-0.35	17.452312653780048
strain_sample_40-kraken2_minikraken-0.20	10.554982791052781
strain_sample_40-kraken2_minikraken-0.15	7.385100946904278
strain_sample_40-kraken2_minikraken-0.05	4.815601353454521
strain_sample_40-kraken2_minikraken-0.00	5.292836476105248
strain_sample_40-kraken2_minikraken-0.50	22.773974996229747
strain_sample_40-kraken2_minikraken-0.25	13.133973950362524
strain_sample_40-kraken2_minikraken-0.10	5.453121857413936
strain_sample_40-kraken2_minikraken-0.45	26.387811906157314
strain_sample_40-kraken2_minikraken-0.95	0.0
strain_sample_40-kraken2_minikraken-0.85	0.0
strain_sample_40-kraken2_minikraken-0.75	0.0
strain_sample_40-kraken2_minikraken-0.70	0.0
strain_sample_40-kraken2_minikraken-0.65	0.0
strain_sample_39-kraken2_minikraken-0.10	5.902825588404063
strain_sample_40-kraken2_minikraken-1.00	0.0
strain_sample_40-kraken2_minikraken-0.90	0.0
strain_sample_40-kraken2_minikraken-0.60	0.0
strain_sample_40-kraken2_minikraken-0.80	0.0
strain_sample_39-kraken2_minikraken-0.05	4.675834001464734
strain_sample_39-kraken2_minikraken-0.00	4.732420373799432
strain_sample_39-kraken2_minikraken-0.45	23.494155787347335
strain_sample_39-kraken2_minikraken-0.60	0.0
strain_sample_39-kraken2_minikraken-0.40	21.588970789332926
strain_sample_39-kraken2_minikraken-0.15	8.360678352071456
strain_sample_39-kraken2_minikraken-0.30	16.944856049200553
strain_sample_39-kraken2_minikraken-0.25	13.671488489887334
strain_sample_39-kraken2_minikraken-0.20	11.117437037893186
strain_sample_39-kraken2_minikraken-0.70	0.0
strain_sample_39-kraken2_minikraken-0.55	21.56199405756501
strain_sample_39-kraken2_minikraken-0.35	19.81798737976528
strain_sample_39-kraken2_minikraken-0.65	0.0
