Sample name	Pielou evenness
strain_sample_0-kraken2_refseqV205_100GB-0.15	0.3858563616119968
strain_sample_0-kraken2_refseqV205_100GB-0.45	nan
strain_sample_0-kraken2_refseqV205_100GB-0.30	nan
strain_sample_0-kraken2_refseqV205_100GB-0.20	0.3695071482143951
strain_sample_0-kraken2_refseqV205_100GB-0.25	0.43639688019592854
strain_sample_0-kraken2_refseqV205_100GB-0.35	nan
strain_sample_0-kraken2_refseqV205_100GB-0.05	0.2594440422589258
strain_sample_0-kraken2_refseqV205_100GB-0.50	nan
strain_sample_0-kraken2_refseqV205_100GB-0.00	0.24170782100667815
strain_sample_0-kraken2_refseqV205_100GB-0.10	0.317925732451242
strain_sample_0-kraken2_refseqV205_100GB-0.55	nan
strain_sample_0-kraken2_refseqV205_100GB-0.40	nan
strain_sample_0-kraken2_refseqV205_100GB-0.95	nan
strain_sample_0-kraken2_refseqV205_100GB-0.75	nan
strain_sample_0-kraken2_refseqV205_100GB-0.60	nan
strain_sample_0-kraken2_refseqV205_100GB-0.85	nan
strain_sample_0-kraken2_refseqV205_100GB-0.80	nan
strain_sample_0-kraken2_refseqV205_100GB-0.70	nan
strain_sample_0-kraken2_refseqV205_100GB-0.65	nan
strain_sample_0-kraken2_refseqV205_100GB-0.90	nan
strain_sample_0-kraken2_refseqV205_100GB-1.00	nan
plant_sample_9-kraken2_refseqV205_100GB-0.10	0.3104235556395473
plant_sample_9-kraken2_refseqV205_100GB-0.05	0.2704813053851978
plant_sample_9-kraken2_refseqV205_100GB-0.00	0.3383808057898896
plant_sample_9-kraken2_refseqV205_100GB-0.40	nan
plant_sample_9-kraken2_refseqV205_100GB-0.35	0.2863969571159562
plant_sample_9-kraken2_refseqV205_100GB-0.50	nan
plant_sample_9-kraken2_refseqV205_100GB-0.25	0.40706100956021024
plant_sample_9-kraken2_refseqV205_100GB-0.65	nan
plant_sample_9-kraken2_refseqV205_100GB-0.70	nan
plant_sample_9-kraken2_refseqV205_100GB-0.55	nan
plant_sample_9-kraken2_refseqV205_100GB-0.45	nan
plant_sample_9-kraken2_refseqV205_100GB-0.30	0.4468405855801518
plant_sample_9-kraken2_refseqV205_100GB-0.20	0.3651688416418033
plant_sample_9-kraken2_refseqV205_100GB-0.60	nan
plant_sample_9-kraken2_refseqV205_100GB-0.15	0.331840356518807
strain_sample_29-kraken2_refseqV205_100GB-0.25	0.3490961859104658
strain_sample_29-kraken2_refseqV205_100GB-0.15	0.36658220888180937
plant_sample_9-kraken2_refseqV205_100GB-1.00	nan
strain_sample_29-kraken2_refseqV205_100GB-0.20	0.4031328642850639
plant_sample_9-kraken2_refseqV205_100GB-0.75	nan
plant_sample_9-kraken2_refseqV205_100GB-0.95	nan
plant_sample_9-kraken2_refseqV205_100GB-0.85	nan
plant_sample_9-kraken2_refseqV205_100GB-0.90	nan
strain_sample_29-kraken2_refseqV205_100GB-0.10	0.3140652753565464
plant_sample_9-kraken2_refseqV205_100GB-0.80	nan
strain_sample_29-kraken2_refseqV205_100GB-0.05	0.24333479271137592
strain_sample_29-kraken2_refseqV205_100GB-0.00	0.21996170831082648
strain_sample_29-kraken2_refseqV205_100GB-0.50	nan
strain_sample_29-kraken2_refseqV205_100GB-0.30	nan
strain_sample_29-kraken2_refseqV205_100GB-0.85	nan
strain_sample_29-kraken2_refseqV205_100GB-0.40	nan
strain_sample_29-kraken2_refseqV205_100GB-0.60	nan
strain_sample_29-kraken2_refseqV205_100GB-0.65	nan
strain_sample_29-kraken2_refseqV205_100GB-0.45	nan
strain_sample_29-kraken2_refseqV205_100GB-0.75	nan
strain_sample_29-kraken2_refseqV205_100GB-0.55	nan
strain_sample_29-kraken2_refseqV205_100GB-0.70	nan
strain_sample_29-kraken2_refseqV205_100GB-0.80	nan
strain_sample_29-kraken2_refseqV205_100GB-0.35	nan
strain_sample_29-kraken2_refseqV205_100GB-0.90	nan
strain_sample_29-kraken2_refseqV205_100GB-1.00	nan
plant_sample_20-kraken2_refseqV205_100GB-0.30	0.5488716631876969
plant_sample_20-kraken2_refseqV205_100GB-0.40	nan
plant_sample_20-kraken2_refseqV205_100GB-0.35	0.8296071030882032
plant_sample_20-kraken2_refseqV205_100GB-0.25	0.4432998992936416
strain_sample_29-kraken2_refseqV205_100GB-0.95	nan
plant_sample_20-kraken2_refseqV205_100GB-0.15	0.3725452407369521
plant_sample_20-kraken2_refseqV205_100GB-0.20	0.39230856677287285
plant_sample_20-kraken2_refseqV205_100GB-0.10	0.34274492432834164
plant_sample_20-kraken2_refseqV205_100GB-0.05	0.30865461310650816
plant_sample_20-kraken2_refseqV205_100GB-0.00	0.4237397122938597
plant_sample_20-kraken2_refseqV205_100GB-0.95	nan
plant_sample_20-kraken2_refseqV205_100GB-0.50	nan
plant_sample_20-kraken2_refseqV205_100GB-0.90	nan
plant_sample_20-kraken2_refseqV205_100GB-0.80	nan
