Sample name	F1 score taxa
strain_sample_41-kraken2_refseqV205-0.55	0.391304347826087
strain_sample_41-kraken2_refseqV205-0.30	0.2142857142857143
strain_sample_41-kraken2_refseqV205-0.45	0.34951456310679613
strain_sample_41-kraken2_refseqV205-0.35	0.27272727272727276
strain_sample_41-kraken2_refseqV205-0.00	0.0014208794495961712
strain_sample_41-kraken2_refseqV205-0.15	0.02428115015974441
strain_sample_41-kraken2_refseqV205-0.10	0.01489028213166144
strain_sample_41-kraken2_refseqV205-0.50	0.37113402061855666
strain_sample_41-kraken2_refseqV205-0.25	0.084070796460177
strain_sample_41-kraken2_refseqV205-0.40	0.3157894736842105
strain_sample_41-kraken2_refseqV205-0.20	0.04148471615720525
strain_sample_41-kraken2_refseqV205-0.05	0.006058673469387755
strain_sample_41-kraken2_refseqV205-0.60	0.39999999999999997
strain_sample_41-kraken2_refseqV205-0.65	0.42352941176470593
strain_sample_41-kraken2_refseqV205-0.80	0.48387096774193544
strain_sample_41-kraken2_refseqV205-0.85	0.5357142857142857
strain_sample_41-kraken2_refseqV205-0.95	0.5333333333333332
strain_sample_41-kraken2_refseqV205-0.75	0.4411764705882353
strain_sample_41-kraken2_refseqV205-0.70	0.45569620253164556
strain_sample_41-kraken2_refseqV205-1.00	0.45
strain_sample_41-kraken2_refseqV205-0.90	0.5769230769230769
strain_sample_38-kraken2_refseqV205-0.05	0.006241787122207622
strain_sample_38-kraken2_refseqV205-0.10	0.014476190476190476
strain_sample_38-kraken2_refseqV205-0.00	0.0014391758824420545
strain_sample_38-kraken2_refseqV205-0.45	0.32000000000000006
strain_sample_38-kraken2_refseqV205-0.30	0.232258064516129
strain_sample_38-kraken2_refseqV205-0.35	0.27868852459016397
strain_sample_38-kraken2_refseqV205-0.40	0.3119266055045872
strain_sample_38-kraken2_refseqV205-0.25	0.08388520971302427
strain_sample_38-kraken2_refseqV205-0.20	0.04241071428571428
strain_sample_38-kraken2_refseqV205-0.50	0.33707865168539325
strain_sample_38-kraken2_refseqV205-0.15	0.02411167512690355
strain_sample_38-kraken2_refseqV205-0.65	0.42253521126760557
strain_sample_38-kraken2_refseqV205-0.55	0.3703703703703703
strain_sample_38-kraken2_refseqV205-0.60	0.4109589041095891
strain_sample_38-kraken2_refseqV205-0.70	0.42424242424242425
strain_sample_38-kraken2_refseqV205-0.85	0.56
strain_sample_38-kraken2_refseqV205-0.90	0.5957446808510639
strain_sample_38-kraken2_refseqV205-0.95	0.5777777777777778
strain_sample_38-kraken2_refseqV205-0.75	0.4666666666666667
strain_sample_38-kraken2_refseqV205-0.80	0.48275862068965514
strain_sample_38-kraken2_refseqV205-1.00	0.38888888888888884
strain_sample_33-kraken2_refseqV205-0.15	0.02397476340694006
strain_sample_33-kraken2_refseqV205-0.25	0.07708779443254818
strain_sample_33-kraken2_refseqV205-0.20	0.04130434782608696
strain_sample_33-kraken2_refseqV205-0.10	0.014609765474817378
strain_sample_33-kraken2_refseqV205-0.05	0.006219312602291325
strain_sample_33-kraken2_refseqV205-0.00	0.0014286251362833188
strain_sample_33-kraken2_refseqV205-0.85	0.48148148148148157
strain_sample_33-kraken2_refseqV205-0.55	0.3440860215053763
strain_sample_33-kraken2_refseqV205-0.80	0.5245901639344263
strain_sample_33-kraken2_refseqV205-0.40	0.2556390977443609
strain_sample_33-kraken2_refseqV205-0.50	0.2962962962962963
strain_sample_33-kraken2_refseqV205-0.30	0.18681318681318682
strain_sample_33-kraken2_refseqV205-0.35	0.22516556291390727
strain_sample_33-kraken2_refseqV205-0.70	0.40506329113924056
strain_sample_33-kraken2_refseqV205-0.75	0.46376811594202894
strain_sample_33-kraken2_refseqV205-0.45	0.2782608695652174
strain_sample_33-kraken2_refseqV205-0.60	0.3595505617977528
strain_sample_33-kraken2_refseqV205-0.65	0.37647058823529417
strain_sample_33-kraken2_refseqV205-0.95	0.5416666666666667
strain_sample_33-kraken2_refseqV205-1.00	0.6153846153846154
strain_sample_33-kraken2_refseqV205-0.90	0.5199999999999999
mouse_sample_15-kraken2_refseqV205-0.40	0.5810526315789474
mouse_sample_15-kraken2_refseqV205-0.25	0.34057971014492755
mouse_sample_15-kraken2_refseqV205-0.20	0.24479166666666666
mouse_sample_15-kraken2_refseqV205-0.35	0.5454545454545455
mouse_sample_15-kraken2_refseqV205-0.30	0.498220640569395
mouse_sample_15-kraken2_refseqV205-0.15	0.17407407407407408
mouse_sample_15-kraken2_refseqV205-0.10	0.11922753988245172
mouse_sample_15-kraken2_refseqV205-0.05	0.05035460992907802
mouse_sample_15-kraken2_refseqV205-0.00	0.010402930402930404
mouse_sample_15-kraken2_refseqV205-0.45	0.6026200873362445
mouse_sample_15-kraken2_refseqV205-0.55	0.6445497630331753
mouse_sample_15-kraken2_refseqV205-0.60	0.6666666666666667
mouse_sample_15-kraken2_refseqV205-0.95	0.7738095238095238
mouse_sample_15-kraken2_refseqV205-0.90	0.7630057803468209
mouse_sample_15-kraken2_refseqV205-0.70	0.6923076923076924
mouse_sample_15-kraken2_refseqV205-0.65	0.6699751861042182
mouse_sample_15-kraken2_refseqV205-0.50	0.6344827586206896
mouse_sample_15-kraken2_refseqV205-0.75	0.7161803713527852
mouse_sample_15-kraken2_refseqV205-1.00	0.8074534161490683
mouse_sample_15-kraken2_refseqV205-0.80	0.7258064516129032
mouse_sample_15-kraken2_refseqV205-0.85	0.7353760445682452
strain_sample_56-kraken2_refseqV205-0.40	0.2608695652173913
strain_sample_56-kraken2_refseqV205-0.30	0.1674418604651163
strain_sample_56-kraken2_refseqV205-0.45	0.27906976744186046
strain_sample_56-kraken2_refseqV205-0.35	0.21176470588235294
strain_sample_56-kraken2_refseqV205-0.50	0.288135593220339
strain_sample_56-kraken2_refseqV205-0.55	0.33009708737864074
strain_sample_56-kraken2_refseqV205-0.25	0.07495069033530573
strain_sample_56-kraken2_refseqV205-0.20	0.041666666666666664
strain_sample_56-kraken2_refseqV205-0.15	0.024219247928616953
strain_sample_56-kraken2_refseqV205-0.10	0.014688828759180518
strain_sample_56-kraken2_refseqV205-0.05	0.0060548119821542375
strain_sample_56-kraken2_refseqV205-0.00	0.0014338540487510375
strain_sample_56-kraken2_refseqV205-0.75	0.41558441558441556
strain_sample_56-kraken2_refseqV205-0.60	0.3434343434343435
strain_sample_56-kraken2_refseqV205-0.65	0.35789473684210527
strain_sample_56-kraken2_refseqV205-0.80	0.4411764705882353
strain_sample_56-kraken2_refseqV205-0.70	0.367816091954023
strain_sample_56-kraken2_refseqV205-0.90	0.5
strain_sample_56-kraken2_refseqV205-0.95	0.4897959183673469
strain_sample_56-kraken2_refseqV205-0.85	0.4666666666666667
strain_sample_56-kraken2_refseqV205-1.00	0.5
strain_sample_7-kraken2_refseqV205-0.10	0.01553556827473426
strain_sample_7-kraken2_refseqV205-0.05	0.006548337067034293
strain_sample_7-kraken2_refseqV205-0.00	0.0014327187723862309
strain_sample_7-kraken2_refseqV205-0.35	0.27692307692307694
strain_sample_7-kraken2_refseqV205-0.55	0.4
strain_sample_7-kraken2_refseqV205-0.50	0.3829787234042553
strain_sample_7-kraken2_refseqV205-0.60	0.4473684210526316
strain_sample_7-kraken2_refseqV205-0.40	0.3076923076923077
strain_sample_7-kraken2_refseqV205-0.20	0.0447585394581861
strain_sample_7-kraken2_refseqV205-0.70	0.5151515151515151
strain_sample_7-kraken2_refseqV205-0.65	0.4857142857142858
strain_sample_7-kraken2_refseqV205-0.30	0.22085889570552147
strain_sample_7-kraken2_refseqV205-0.45	0.3529411764705882
strain_sample_7-kraken2_refseqV205-0.25	0.08520179372197309
strain_sample_7-kraken2_refseqV205-0.15	0.025435073627844713
strain_sample_7-kraken2_refseqV205-0.90	0.608695652173913
strain_sample_7-kraken2_refseqV205-0.75	0.5245901639344263
strain_sample_7-kraken2_refseqV205-0.95	0.5365853658536585
strain_sample_7-kraken2_refseqV205-0.85	0.5769230769230769
strain_sample_7-kraken2_refseqV205-0.80	0.5357142857142857
strain_sample_7-kraken2_refseqV205-1.00	0.5789473684210527
strain_sample_24-kraken2_refseqV205-0.25	0.08983451536643026
strain_sample_24-kraken2_refseqV205-0.20	0.045023696682464455
strain_sample_24-kraken2_refseqV205-0.15	0.026629292221443588
strain_sample_24-kraken2_refseqV205-0.10	0.015859766277128547
strain_sample_24-kraken2_refseqV205-0.05	0.006427604871447903
strain_sample_24-kraken2_refseqV205-0.00	0.0014401030810626443
strain_sample_24-kraken2_refseqV205-0.60	0.46153846153846156
strain_sample_24-kraken2_refseqV205-0.75	0.5714285714285714
strain_sample_24-kraken2_refseqV205-0.65	0.4666666666666667
strain_sample_24-kraken2_refseqV205-0.70	0.5
strain_sample_24-kraken2_refseqV205-0.45	0.38554216867469876
strain_sample_24-kraken2_refseqV205-0.55	0.4285714285714285
strain_sample_24-kraken2_refseqV205-0.40	0.3736263736263736
strain_sample_24-kraken2_refseqV205-0.35	0.3119266055045872
strain_sample_24-kraken2_refseqV205-0.30	0.24817518248175183
strain_sample_24-kraken2_refseqV205-0.85	0.65
strain_sample_24-kraken2_refseqV205-0.80	0.608695652173913
strain_sample_24-kraken2_refseqV205-0.50	0.3947368421052632
strain_sample_24-kraken2_refseqV205-1.00	0.625
strain_sample_24-kraken2_refseqV205-0.90	0.6153846153846154
strain_sample_24-kraken2_refseqV205-0.95	0.6486486486486486
marine_sample_9-kraken2_refseqV205-0.40	0.5019083969465649
marine_sample_9-kraken2_refseqV205-0.35	0.4546240276577356
marine_sample_9-kraken2_refseqV205-0.30	0.40958268933539416
marine_sample_9-kraken2_refseqV205-0.25	0.322228952150212
marine_sample_9-kraken2_refseqV205-0.20	0.24225865209471764
marine_sample_9-kraken2_refseqV205-0.15	0.15775480059084193
marine_sample_9-kraken2_refseqV205-0.10	0.08785784797630798
marine_sample_9-kraken2_refseqV205-0.05	0.04049070520057199
marine_sample_9-kraken2_refseqV205-0.00	0.018084999497638903
marine_sample_9-kraken2_refseqV205-0.60	0.6278787878787878
marine_sample_9-kraken2_refseqV205-0.55	0.5940366972477064
marine_sample_9-kraken2_refseqV205-0.70	0.675392670157068
marine_sample_9-kraken2_refseqV205-0.45	0.5346938775510205
marine_sample_9-kraken2_refseqV205-0.65	0.6523388116308471
marine_sample_9-kraken2_refseqV205-0.50	0.561822125813449
marine_sample_9-kraken2_refseqV205-0.75	0.703956343792633
marine_sample_9-kraken2_refseqV205-0.85	0.7529411764705882
marine_sample_9-kraken2_refseqV205-0.80	0.7311522048364154
marine_sample_9-kraken2_refseqV205-0.90	0.7673716012084592
marine_sample_9-kraken2_refseqV205-0.95	0.8019169329073482
marine_sample_9-kraken2_refseqV205-1.00	0.8243243243243243
marine_sample_2-kraken2_refseqV205-0.35	0.4543125533731853
marine_sample_2-kraken2_refseqV205-0.25	0.3248792270531401
marine_sample_2-kraken2_refseqV205-0.30	0.40825688073394495
marine_sample_2-kraken2_refseqV205-0.20	0.23229706390328153
marine_sample_2-kraken2_refseqV205-0.15	0.14675395526459356
marine_sample_2-kraken2_refseqV205-0.45	0.5315947843530592
marine_sample_2-kraken2_refseqV205-0.50	0.5573080967402734
marine_sample_2-kraken2_refseqV205-0.40	0.49766136576239467
marine_sample_2-kraken2_refseqV205-0.55	0.5915178571428571
marine_sample_2-kraken2_refseqV205-0.10	0.08237635890369009
marine_sample_2-kraken2_refseqV205-0.05	0.03961549665016021
marine_sample_2-kraken2_refseqV205-0.00	0.01848028431206634
marine_sample_2-kraken2_refseqV205-0.90	0.7761194029850746
marine_sample_2-kraken2_refseqV205-1.00	0.8384991843393147
marine_sample_2-kraken2_refseqV205-0.95	0.8043478260869564
marine_sample_2-kraken2_refseqV205-0.85	0.7532467532467533
marine_sample_2-kraken2_refseqV205-0.80	0.7227586206896552
marine_sample_2-kraken2_refseqV205-0.75	0.6994680851063829
marine_sample_2-kraken2_refseqV205-0.70	0.6821705426356589
marine_sample_2-kraken2_refseqV205-0.60	0.6264775413711584
marine_sample_2-kraken2_refseqV205-0.65	0.6526576019777504
plant_sample_18-kraken2_refseqV205-0.10	0.024648820567187913
plant_sample_18-kraken2_refseqV205-0.05	0.012784767086025162
plant_sample_18-kraken2_refseqV205-0.00	0.006170934896636841
plant_sample_18-kraken2_refseqV205-0.40	0.18693693693693694
plant_sample_18-kraken2_refseqV205-0.30	0.14249790444258173
plant_sample_18-kraken2_refseqV205-0.35	0.16732283464566927
plant_sample_18-kraken2_refseqV205-0.25	0.10532687651331718
plant_sample_18-kraken2_refseqV205-0.20	0.06846153846153845
plant_sample_18-kraken2_refseqV205-0.15	0.040834442964935644
plant_sample_18-kraken2_refseqV205-0.65	0.30078125
plant_sample_18-kraken2_refseqV205-0.70	0.3377777777777778
plant_sample_18-kraken2_refseqV205-0.60	0.26876090750436304
plant_sample_18-kraken2_refseqV205-0.55	0.24881889763779527
plant_sample_18-kraken2_refseqV205-0.50	0.2318840579710145
plant_sample_18-kraken2_refseqV205-0.45	0.2130492676431425
plant_sample_18-kraken2_refseqV205-0.75	0.35799522673031026
plant_sample_18-kraken2_refseqV205-0.95	0.47908745247148293
plant_sample_18-kraken2_refseqV205-0.80	0.39452054794520547
plant_sample_18-kraken2_refseqV205-1.00	0.5087719298245614
plant_sample_18-kraken2_refseqV205-0.90	0.46308724832214765
plant_sample_18-kraken2_refseqV205-0.85	0.4376899696048632
plant_sample_13-kraken2_refseqV205-0.25	0.09001233045622688
plant_sample_13-kraken2_refseqV205-0.20	0.0616
plant_sample_13-kraken2_refseqV205-0.15	0.03765690376569038
plant_sample_13-kraken2_refseqV205-0.10	0.02407951840963181
plant_sample_13-kraken2_refseqV205-0.05	0.012359550561797753
plant_sample_13-kraken2_refseqV205-0.00	0.005604181096908255
plant_sample_13-kraken2_refseqV205-0.70	0.3088235294117647
plant_sample_13-kraken2_refseqV205-0.65	0.2752688172043011
plant_sample_13-kraken2_refseqV205-0.40	0.166270783847981
plant_sample_13-kraken2_refseqV205-0.85	0.4093959731543624
plant_sample_13-kraken2_refseqV205-0.75	0.33870967741935487
plant_sample_13-kraken2_refseqV205-0.80	0.364179104477612
plant_sample_13-kraken2_refseqV205-0.45	0.18784530386740333
plant_sample_13-kraken2_refseqV205-0.30	0.12456140350877193
plant_sample_13-kraken2_refseqV205-0.60	0.24809160305343514
plant_sample_13-kraken2_refseqV205-0.55	0.2342657342657343
plant_sample_13-kraken2_refseqV205-0.50	0.20923076923076922
plant_sample_13-kraken2_refseqV205-0.35	0.1488469601677149
plant_sample_13-kraken2_refseqV205-1.00	0.5047619047619047
plant_sample_13-kraken2_refseqV205-0.90	0.4511278195488722
plant_sample_13-kraken2_refseqV205-0.95	0.4730290456431535
mouse_sample_27-kraken2_refseqV205-0.35	0.6159554730983302
mouse_sample_27-kraken2_refseqV205-0.30	0.5753899480069324
mouse_sample_27-kraken2_refseqV205-0.40	0.6368932038834952
mouse_sample_27-kraken2_refseqV205-0.20	0.32950191570881227
mouse_sample_27-kraken2_refseqV205-0.25	0.4461942257217848
mouse_sample_27-kraken2_refseqV205-0.15	0.22933333333333333
mouse_sample_27-kraken2_refseqV205-0.10	0.15700593336376084
mouse_sample_27-kraken2_refseqV205-0.05	0.06749068079262312
mouse_sample_27-kraken2_refseqV205-0.00	0.014090242710539177
mouse_sample_27-kraken2_refseqV205-0.60	0.7252252252252253
mouse_sample_27-kraken2_refseqV205-0.70	0.7482352941176471
mouse_sample_27-kraken2_refseqV205-0.65	0.7289293849658315
mouse_sample_27-kraken2_refseqV205-0.75	0.7614457831325301
mouse_sample_27-kraken2_refseqV205-0.80	0.7658536585365854
mouse_sample_27-kraken2_refseqV205-0.50	0.6877637130801687
mouse_sample_27-kraken2_refseqV205-0.55	0.7043478260869566
mouse_sample_27-kraken2_refseqV205-0.95	0.8020833333333334
mouse_sample_27-kraken2_refseqV205-0.45	0.6626262626262626
mouse_sample_27-kraken2_refseqV205-0.85	0.7753086419753087
mouse_sample_27-kraken2_refseqV205-0.90	0.7918781725888325
mouse_sample_27-kraken2_refseqV205-1.00	0.8054054054054054
strain_sample_97-kraken2_refseqV205-0.25	0.07947019867549669
strain_sample_97-kraken2_refseqV205-0.50	0.3296703296703297
strain_sample_97-kraken2_refseqV205-0.35	0.2463768115942029
strain_sample_97-kraken2_refseqV205-0.20	0.04472049689440994
strain_sample_97-kraken2_refseqV205-0.45	0.29702970297029707
strain_sample_97-kraken2_refseqV205-0.40	0.29824561403508776
strain_sample_97-kraken2_refseqV205-0.15	0.025367156208277706
strain_sample_97-kraken2_refseqV205-0.55	0.33707865168539325
strain_sample_97-kraken2_refseqV205-0.30	0.20987654320987653
strain_sample_97-kraken2_refseqV205-0.10	0.015061434799841459
strain_sample_97-kraken2_refseqV205-0.05	0.00623768877216021
strain_sample_97-kraken2_refseqV205-0.00	0.0014271764440772178
strain_sample_97-kraken2_refseqV205-0.60	0.3529411764705882
strain_sample_97-kraken2_refseqV205-0.95	0.48888888888888893
strain_sample_97-kraken2_refseqV205-0.65	0.3846153846153847
strain_sample_97-kraken2_refseqV205-1.00	0.4736842105263158
strain_sample_97-kraken2_refseqV205-0.85	0.4642857142857143
strain_sample_97-kraken2_refseqV205-0.90	0.48
strain_sample_97-kraken2_refseqV205-0.80	0.4666666666666667
strain_sample_97-kraken2_refseqV205-0.70	0.43478260869565216
strain_sample_97-kraken2_refseqV205-0.75	0.46875
strain_sample_64-kraken2_refseqV205-0.10	0.015347334410339258
