Sample name	F1 score taxa
plant_sample_16-kraken2_standard_0521-0.25	0.44
plant_sample_16-kraken2_standard_0521-0.10	0.1668711656441718
plant_sample_16-kraken2_standard_0521-0.20	0.3728813559322034
plant_sample_16-kraken2_standard_0521-0.15	0.2580645161290323
plant_sample_16-kraken2_standard_0521-0.05	0.10104011887072809
plant_sample_16-kraken2_standard_0521-0.00	0.06479275845640782
plant_sample_16-kraken2_standard_0521-0.30	0.4814814814814815
plant_sample_16-kraken2_standard_0521-0.40	0.5123966942148761
plant_sample_16-kraken2_standard_0521-0.35	0.506024096385542
plant_sample_16-kraken2_standard_0521-0.45	0.517241379310345
plant_sample_16-kraken2_standard_0521-0.50	0.5381165919282511
plant_sample_16-kraken2_standard_0521-0.55	0.5446009389671361
plant_sample_16-kraken2_standard_0521-0.70	0.5775401069518716
plant_sample_16-kraken2_standard_0521-0.85	0.5810055865921787
plant_sample_16-kraken2_standard_0521-0.80	0.5901639344262296
plant_sample_16-kraken2_standard_0521-0.60	0.5686274509803921
plant_sample_16-kraken2_standard_0521-0.65	0.5743589743589743
plant_sample_16-kraken2_standard_0521-0.75	0.5837837837837838
plant_sample_16-kraken2_standard_0521-1.00	0.5575757575757575
plant_sample_16-kraken2_standard_0521-0.90	0.582857142857143
plant_sample_16-kraken2_standard_0521-0.95	0.5730994152046783
mouse_sample_19-kraken2_standard_0521-0.10	0.051094890510948905
mouse_sample_19-kraken2_standard_0521-0.05	0.019858156028368795
mouse_sample_19-kraken2_standard_0521-0.00	0.01306579561362576
mouse_sample_19-kraken2_standard_0521-0.30	0.16374269005847952
mouse_sample_19-kraken2_standard_0521-0.25	0.1473684210526316
mouse_sample_19-kraken2_standard_0521-0.40	0.18300653594771243
mouse_sample_19-kraken2_standard_0521-0.35	0.17177914110429449
mouse_sample_19-kraken2_standard_0521-0.15	0.09061488673139159
mouse_sample_19-kraken2_standard_0521-0.20	0.1255605381165919
mouse_sample_19-kraken2_standard_0521-0.45	0.1958041958041958
mouse_sample_19-kraken2_standard_0521-0.55	0.20588235294117646
mouse_sample_19-kraken2_standard_0521-0.65	0.21705426356589144
mouse_sample_19-kraken2_standard_0521-0.60	0.208955223880597
mouse_sample_19-kraken2_standard_0521-0.50	0.2028985507246377
mouse_sample_19-kraken2_standard_0521-0.70	0.22399999999999998
mouse_sample_19-kraken2_standard_0521-0.90	0.25
mouse_sample_19-kraken2_standard_0521-0.80	0.2393162393162393
mouse_sample_19-kraken2_standard_0521-0.75	0.2333333333333333
mouse_sample_19-kraken2_standard_0521-1.00	0.2916666666666667
mouse_sample_19-kraken2_standard_0521-0.85	0.24137931034482757
mouse_sample_19-kraken2_standard_0521-0.95	0.2666666666666667
strain_sample_14-kraken2_standard_0521-0.05	0.05243445692883895
strain_sample_14-kraken2_standard_0521-0.15	0.14583333333333334
strain_sample_14-kraken2_standard_0521-0.25	0.3218390804597701
strain_sample_14-kraken2_standard_0521-0.20	0.23529411764705885
strain_sample_14-kraken2_standard_0521-0.10	0.09655172413793102
strain_sample_14-kraken2_standard_0521-0.00	0.021341463414634148
strain_sample_14-kraken2_standard_0521-0.35	0.48275862068965514
strain_sample_14-kraken2_standard_0521-0.50	0.5833333333333333
strain_sample_14-kraken2_standard_0521-0.45	0.5384615384615384
strain_sample_14-kraken2_standard_0521-0.30	0.45901639344262296
strain_sample_14-kraken2_standard_0521-0.40	0.5185185185185186
strain_sample_14-kraken2_standard_0521-0.55	0.5833333333333333
strain_sample_14-kraken2_standard_0521-0.60	0.5833333333333333
strain_sample_14-kraken2_standard_0521-0.80	0.7368421052631577
strain_sample_14-kraken2_standard_0521-0.65	0.6363636363636364
strain_sample_14-kraken2_standard_0521-0.70	0.6829268292682927
strain_sample_14-kraken2_standard_0521-0.85	0.7368421052631577
strain_sample_14-kraken2_standard_0521-0.75	0.7
strain_sample_14-kraken2_standard_0521-0.95	0.7567567567567567
