Sample name	Recall taxa
strain_sample_98-kraken2_refseqV205_100GB-0.10	0.8235294117647058
strain_sample_98-kraken2_refseqV205_100GB-0.25	0.7058823529411765
strain_sample_98-kraken2_refseqV205_100GB-0.15	0.8235294117647058
strain_sample_98-kraken2_refseqV205_100GB-0.20	0.7058823529411765
strain_sample_98-kraken2_refseqV205_100GB-0.05	0.8235294117647058
strain_sample_98-kraken2_refseqV205_100GB-0.00	0.7058823529411765
strain_sample_98-kraken2_refseqV205_100GB-0.35	0.058823529411764705
strain_sample_98-kraken2_refseqV205_100GB-0.55	0
strain_sample_98-kraken2_refseqV205_100GB-0.40	0
strain_sample_98-kraken2_refseqV205_100GB-0.50	0
strain_sample_98-kraken2_refseqV205_100GB-0.45	0
strain_sample_98-kraken2_refseqV205_100GB-0.30	0.4117647058823529
strain_sample_98-kraken2_refseqV205_100GB-0.60	0
strain_sample_98-kraken2_refseqV205_100GB-0.65	0
strain_sample_98-kraken2_refseqV205_100GB-0.75	0
strain_sample_98-kraken2_refseqV205_100GB-0.70	0
strain_sample_98-kraken2_refseqV205_100GB-0.85	0
strain_sample_98-kraken2_refseqV205_100GB-0.80	0
strain_sample_98-kraken2_refseqV205_100GB-1.00	0
strain_sample_98-kraken2_refseqV205_100GB-0.95	0
strain_sample_98-kraken2_refseqV205_100GB-0.90	0
mouse_sample_22-kraken2_refseqV205_100GB-0.10	0.7619047619047619
mouse_sample_22-kraken2_refseqV205_100GB-0.05	0.7619047619047619
mouse_sample_22-kraken2_refseqV205_100GB-0.00	0.4523809523809524
mouse_sample_22-kraken2_refseqV205_100GB-0.40	0.023809523809523808
mouse_sample_22-kraken2_refseqV205_100GB-0.20	0.7380952380952381
mouse_sample_22-kraken2_refseqV205_100GB-0.25	0.7142857142857143
mouse_sample_22-kraken2_refseqV205_100GB-0.30	0.3333333333333333
mouse_sample_22-kraken2_refseqV205_100GB-0.15	0.7619047619047619
mouse_sample_22-kraken2_refseqV205_100GB-0.35	0.09523809523809523
mouse_sample_22-kraken2_refseqV205_100GB-0.45	0
mouse_sample_22-kraken2_refseqV205_100GB-0.50	0
mouse_sample_22-kraken2_refseqV205_100GB-0.55	0
mouse_sample_22-kraken2_refseqV205_100GB-0.60	0
mouse_sample_22-kraken2_refseqV205_100GB-0.65	0
mouse_sample_22-kraken2_refseqV205_100GB-0.70	0
mouse_sample_22-kraken2_refseqV205_100GB-0.95	0
mouse_sample_22-kraken2_refseqV205_100GB-0.90	0
mouse_sample_22-kraken2_refseqV205_100GB-0.75	0
mouse_sample_22-kraken2_refseqV205_100GB-0.85	0
mouse_sample_22-kraken2_refseqV205_100GB-0.80	0
mouse_sample_22-kraken2_refseqV205_100GB-1.00	0
plant_sample_14-kraken2_refseqV205_100GB-0.25	0.3523809523809524
plant_sample_14-kraken2_refseqV205_100GB-0.10	0.7428571428571429
plant_sample_14-kraken2_refseqV205_100GB-0.15	0.6857142857142857
plant_sample_14-kraken2_refseqV205_100GB-0.20	0.49523809523809526
plant_sample_14-kraken2_refseqV205_100GB-0.05	0.7904761904761904
plant_sample_14-kraken2_refseqV205_100GB-0.00	0.5333333333333333
plant_sample_14-kraken2_refseqV205_100GB-0.45	0
plant_sample_14-kraken2_refseqV205_100GB-0.40	0
plant_sample_14-kraken2_refseqV205_100GB-0.55	0
plant_sample_14-kraken2_refseqV205_100GB-0.50	0
plant_sample_14-kraken2_refseqV205_100GB-0.35	0.05714285714285714
plant_sample_14-kraken2_refseqV205_100GB-0.30	0.17142857142857143
plant_sample_14-kraken2_refseqV205_100GB-0.85	0
plant_sample_14-kraken2_refseqV205_100GB-0.60	0
plant_sample_14-kraken2_refseqV205_100GB-0.75	0
plant_sample_14-kraken2_refseqV205_100GB-0.70	0
plant_sample_14-kraken2_refseqV205_100GB-0.65	0
plant_sample_14-kraken2_refseqV205_100GB-0.80	0
plant_sample_14-kraken2_refseqV205_100GB-0.90	0
plant_sample_14-kraken2_refseqV205_100GB-0.95	0
strain_sample_82-kraken2_refseqV205_100GB-0.10	0.8235294117647058
plant_sample_14-kraken2_refseqV205_100GB-1.00	0
strain_sample_82-kraken2_refseqV205_100GB-0.05	0.8235294117647058
strain_sample_82-kraken2_refseqV205_100GB-0.00	0.7058823529411765
strain_sample_82-kraken2_refseqV205_100GB-0.20	0.7647058823529411
strain_sample_82-kraken2_refseqV205_100GB-0.15	0.8235294117647058
strain_sample_82-kraken2_refseqV205_100GB-0.25	0.5882352941176471
strain_sample_82-kraken2_refseqV205_100GB-0.40	0
strain_sample_82-kraken2_refseqV205_100GB-0.35	0
strain_sample_82-kraken2_refseqV205_100GB-0.30	0.29411764705882354
strain_sample_82-kraken2_refseqV205_100GB-0.65	0
strain_sample_82-kraken2_refseqV205_100GB-0.55	0
strain_sample_82-kraken2_refseqV205_100GB-0.70	0
strain_sample_82-kraken2_refseqV205_100GB-0.60	0
strain_sample_82-kraken2_refseqV205_100GB-0.45	0
strain_sample_82-kraken2_refseqV205_100GB-0.50	0
strain_sample_82-kraken2_refseqV205_100GB-1.00	0
strain_sample_82-kraken2_refseqV205_100GB-0.90	0
strain_sample_82-kraken2_refseqV205_100GB-0.80	0
strain_sample_82-kraken2_refseqV205_100GB-0.85	0
strain_sample_82-kraken2_refseqV205_100GB-0.75	0
strain_sample_82-kraken2_refseqV205_100GB-0.95	0
mouse_sample_38-kraken2_refseqV205_100GB-0.15	0.7352941176470589
mouse_sample_38-kraken2_refseqV205_100GB-0.25	0.7058823529411765
mouse_sample_38-kraken2_refseqV205_100GB-0.20	0.7058823529411765
mouse_sample_38-kraken2_refseqV205_100GB-0.10	0.7352941176470589
mouse_sample_38-kraken2_refseqV205_100GB-0.05	0.7647058823529411
mouse_sample_38-kraken2_refseqV205_100GB-0.00	0.5588235294117647
mouse_sample_38-kraken2_refseqV205_100GB-0.45	0
mouse_sample_38-kraken2_refseqV205_100GB-0.40	0
mouse_sample_38-kraken2_refseqV205_100GB-0.50	0
mouse_sample_38-kraken2_refseqV205_100GB-0.55	0
mouse_sample_38-kraken2_refseqV205_100GB-0.30	0.4117647058823529
mouse_sample_38-kraken2_refseqV205_100GB-0.35	0.058823529411764705
mouse_sample_38-kraken2_refseqV205_100GB-0.60	0
mouse_sample_38-kraken2_refseqV205_100GB-0.65	0
mouse_sample_38-kraken2_refseqV205_100GB-0.70	0
mouse_sample_38-kraken2_refseqV205_100GB-0.80	0
mouse_sample_38-kraken2_refseqV205_100GB-0.75	0
mouse_sample_38-kraken2_refseqV205_100GB-0.85	0
mouse_sample_38-kraken2_refseqV205_100GB-0.90	0
mouse_sample_38-kraken2_refseqV205_100GB-1.00	0
mouse_sample_38-kraken2_refseqV205_100GB-0.95	0
plant_sample_2-kraken2_refseqV205_100GB-0.10	0.68
plant_sample_2-kraken2_refseqV205_100GB-0.05	0.7866666666666666
plant_sample_2-kraken2_refseqV205_100GB-0.00	0.48
plant_sample_2-kraken2_refseqV205_100GB-0.15	0.5733333333333334
plant_sample_2-kraken2_refseqV205_100GB-0.25	0.44
plant_sample_2-kraken2_refseqV205_100GB-0.40	0.013333333333333334
plant_sample_2-kraken2_refseqV205_100GB-0.30	0.28
plant_sample_2-kraken2_refseqV205_100GB-0.20	0.5333333333333333
plant_sample_2-kraken2_refseqV205_100GB-0.35	0.05333333333333334
plant_sample_2-kraken2_refseqV205_100GB-0.70	0
plant_sample_2-kraken2_refseqV205_100GB-0.45	0
plant_sample_2-kraken2_refseqV205_100GB-0.60	0
plant_sample_2-kraken2_refseqV205_100GB-0.55	0
plant_sample_2-kraken2_refseqV205_100GB-0.50	0
plant_sample_2-kraken2_refseqV205_100GB-0.65	0
plant_sample_2-kraken2_refseqV205_100GB-0.75	0
plant_sample_2-kraken2_refseqV205_100GB-0.95	0
plant_sample_2-kraken2_refseqV205_100GB-0.80	0
plant_sample_2-kraken2_refseqV205_100GB-0.85	0
plant_sample_2-kraken2_refseqV205_100GB-0.90	0
plant_sample_2-kraken2_refseqV205_100GB-1.00	0
strain_sample_33-kraken2_refseqV205_100GB-0.00	0.7058823529411765
strain_sample_33-kraken2_refseqV205_100GB-0.10	0.8235294117647058
strain_sample_33-kraken2_refseqV205_100GB-0.15	0.8235294117647058
strain_sample_33-kraken2_refseqV205_100GB-0.20	0.7647058823529411
strain_sample_33-kraken2_refseqV205_100GB-0.25	0.6470588235294118
strain_sample_33-kraken2_refseqV205_100GB-0.05	0.8235294117647058
strain_sample_33-kraken2_refseqV205_100GB-0.35	0
strain_sample_33-kraken2_refseqV205_100GB-0.55	0
strain_sample_33-kraken2_refseqV205_100GB-0.50	0
strain_sample_33-kraken2_refseqV205_100GB-0.40	0
strain_sample_33-kraken2_refseqV205_100GB-0.45	0
strain_sample_33-kraken2_refseqV205_100GB-0.30	0.23529411764705882
strain_sample_33-kraken2_refseqV205_100GB-0.75	0
strain_sample_33-kraken2_refseqV205_100GB-0.70	0
strain_sample_33-kraken2_refseqV205_100GB-0.65	0
strain_sample_33-kraken2_refseqV205_100GB-0.80	0
strain_sample_33-kraken2_refseqV205_100GB-0.85	0
strain_sample_33-kraken2_refseqV205_100GB-0.60	0
strain_sample_33-kraken2_refseqV205_100GB-1.00	0
strain_sample_33-kraken2_refseqV205_100GB-0.95	0
strain_sample_33-kraken2_refseqV205_100GB-0.90	0
mouse_sample_9-kraken2_refseqV205_100GB-0.10	0.7368421052631579
mouse_sample_9-kraken2_refseqV205_100GB-0.05	0.7368421052631579
mouse_sample_9-kraken2_refseqV205_100GB-0.00	0.6842105263157895
mouse_sample_9-kraken2_refseqV205_100GB-0.15	0.7368421052631579
mouse_sample_9-kraken2_refseqV205_100GB-0.25	0.6842105263157895
mouse_sample_9-kraken2_refseqV205_100GB-0.20	0.7368421052631579
mouse_sample_9-kraken2_refseqV205_100GB-0.35	0.21052631578947367
mouse_sample_9-kraken2_refseqV205_100GB-0.40	0.10526315789473684
mouse_sample_9-kraken2_refseqV205_100GB-0.30	0.3684210526315789
mouse_sample_9-kraken2_refseqV205_100GB-0.55	0
mouse_sample_9-kraken2_refseqV205_100GB-0.60	0
mouse_sample_9-kraken2_refseqV205_100GB-0.50	0
mouse_sample_9-kraken2_refseqV205_100GB-0.45	0
mouse_sample_9-kraken2_refseqV205_100GB-0.65	0
mouse_sample_9-kraken2_refseqV205_100GB-0.70	0
mouse_sample_9-kraken2_refseqV205_100GB-0.95	0
mouse_sample_9-kraken2_refseqV205_100GB-0.75	0
mouse_sample_9-kraken2_refseqV205_100GB-1.00	0
mouse_sample_9-kraken2_refseqV205_100GB-0.80	0
mouse_sample_9-kraken2_refseqV205_100GB-0.90	0
mouse_sample_9-kraken2_refseqV205_100GB-0.85	0
mouse_sample_14-kraken2_refseqV205_100GB-0.10	0.7567567567567568
