Sample name	Simpson's diversity
mouse_sample_32-kraken2_standard_0521-0.25	0.8304367059297685
mouse_sample_32-kraken2_standard_0521-0.15	0.8332966583471753
mouse_sample_32-kraken2_standard_0521-0.20	0.8315926424496781
mouse_sample_32-kraken2_standard_0521-0.10	0.8360577438219942
mouse_sample_32-kraken2_standard_0521-0.05	0.8421590936475449
mouse_sample_32-kraken2_standard_0521-0.00	0.8610777899706045
mouse_sample_32-kraken2_standard_0521-0.40	0.8278570728457684
mouse_sample_32-kraken2_standard_0521-0.50	0.8266671029390962
mouse_sample_32-kraken2_standard_0521-0.55	0.8257149450249297
mouse_sample_32-kraken2_standard_0521-0.45	0.8271808588009428
mouse_sample_32-kraken2_standard_0521-0.30	0.8293763139905862
mouse_sample_32-kraken2_standard_0521-0.35	0.8286423623051425
mouse_sample_32-kraken2_standard_0521-0.70	0.824107314422317
mouse_sample_32-kraken2_standard_0521-0.75	0.823830286443209
mouse_sample_32-kraken2_standard_0521-0.60	0.8251086742249033
mouse_sample_32-kraken2_standard_0521-0.65	0.8244900372160198
mouse_sample_32-kraken2_standard_0521-0.80	0.8237900292807698
mouse_sample_32-kraken2_standard_0521-0.85	0.8236573947075467
mouse_sample_32-kraken2_standard_0521-1.00	0.8360222661519141
mouse_sample_32-kraken2_standard_0521-0.95	0.8266462147628985
mouse_sample_32-kraken2_standard_0521-0.90	0.8231304292130842
strain_sample_43-kraken2_standard_0521-0.10	0.7229850744459367
strain_sample_43-kraken2_standard_0521-0.05	0.7358331549947804
strain_sample_43-kraken2_standard_0521-0.00	0.7602055264151517
strain_sample_43-kraken2_standard_0521-0.35	0.7023470834043342
strain_sample_43-kraken2_standard_0521-0.30	0.7037624217765256
strain_sample_43-kraken2_standard_0521-0.20	0.7108262627372253
strain_sample_43-kraken2_standard_0521-0.40	0.7014614822375502
strain_sample_43-kraken2_standard_0521-0.25	0.7072460250262969
strain_sample_43-kraken2_standard_0521-0.15	0.715606026814884
strain_sample_43-kraken2_standard_0521-0.70	0.6950267892330881
strain_sample_43-kraken2_standard_0521-0.45	0.7004068880469213
strain_sample_43-kraken2_standard_0521-0.50	0.6998123595455057
strain_sample_43-kraken2_standard_0521-0.60	0.6975477969094667
strain_sample_43-kraken2_standard_0521-0.65	0.6962455603187434
strain_sample_43-kraken2_standard_0521-0.55	0.6984706432258571
strain_sample_43-kraken2_standard_0521-0.75	0.6931487445182649
strain_sample_43-kraken2_standard_0521-0.80	0.6889530419906895
strain_sample_43-kraken2_standard_0521-0.95	0.6811281273381651
strain_sample_43-kraken2_standard_0521-0.90	0.6869340820257865
strain_sample_43-kraken2_standard_0521-1.00	0.6873684576212773
strain_sample_43-kraken2_standard_0521-0.85	0.6878897274430806
strain_sample_31-kraken2_standard_0521-0.25	0.7616673581706984
