Sample name	L1 distance
plant_sample_16-kraken2_standard_0521-0.25	27688022.0
plant_sample_16-kraken2_standard_0521-0.20	26820839.0
plant_sample_16-kraken2_standard_0521-0.15	25838026.0
plant_sample_16-kraken2_standard_0521-0.10	24650915.0
plant_sample_16-kraken2_standard_0521-0.05	23531581.0
plant_sample_16-kraken2_standard_0521-0.00	23369096.0
plant_sample_16-kraken2_standard_0521-0.30	28626286.0
plant_sample_16-kraken2_standard_0521-0.45	30764245.0
plant_sample_16-kraken2_standard_0521-0.40	30140812.0
plant_sample_16-kraken2_standard_0521-0.35	29419839.0
plant_sample_16-kraken2_standard_0521-0.50	31212357.0
plant_sample_16-kraken2_standard_0521-0.55	31659884.0
plant_sample_16-kraken2_standard_0521-0.60	32020949.0
plant_sample_16-kraken2_standard_0521-0.70	32559135.0
plant_sample_16-kraken2_standard_0521-0.75	32703654.0
plant_sample_16-kraken2_standard_0521-0.85	32910344.0
plant_sample_16-kraken2_standard_0521-0.80	32837886.0
plant_sample_16-kraken2_standard_0521-0.65	32326381.0
plant_sample_16-kraken2_standard_0521-1.00	33184474.0
plant_sample_16-kraken2_standard_0521-0.90	32962491.0
plant_sample_16-kraken2_standard_0521-0.95	33062707.0
mouse_sample_19-kraken2_standard_0521-0.10	42375710.0
mouse_sample_19-kraken2_standard_0521-0.05	42823843.0
mouse_sample_19-kraken2_standard_0521-0.00	43936010.0
mouse_sample_19-kraken2_standard_0521-0.30	40513414.0
mouse_sample_19-kraken2_standard_0521-0.40	39171380.0
mouse_sample_19-kraken2_standard_0521-0.25	41103505.0
mouse_sample_19-kraken2_standard_0521-0.15	41987797.0
mouse_sample_19-kraken2_standard_0521-0.35	39865556.0
mouse_sample_19-kraken2_standard_0521-0.20	41541035.0
mouse_sample_19-kraken2_standard_0521-0.55	37100701.0
mouse_sample_19-kraken2_standard_0521-0.45	38449447.0
mouse_sample_19-kraken2_standard_0521-0.65	35702140.0
mouse_sample_19-kraken2_standard_0521-0.50	37835923.0
mouse_sample_19-kraken2_standard_0521-0.70	35072364.0
mouse_sample_19-kraken2_standard_0521-0.60	36382591.0
mouse_sample_19-kraken2_standard_0521-0.80	34059201.0
mouse_sample_19-kraken2_standard_0521-0.90	33583365.0
mouse_sample_19-kraken2_standard_0521-0.75	34580844.0
mouse_sample_19-kraken2_standard_0521-1.00	33376341.0
mouse_sample_19-kraken2_standard_0521-0.85	33745995.0
mouse_sample_19-kraken2_standard_0521-0.95	33459386.0
strain_sample_14-kraken2_standard_0521-0.05	1589944.0
strain_sample_14-kraken2_standard_0521-0.15	2023915.0
strain_sample_14-kraken2_standard_0521-0.20	2277540.0
strain_sample_14-kraken2_standard_0521-0.25	2503974.0
strain_sample_14-kraken2_standard_0521-0.10	1801715.0
strain_sample_14-kraken2_standard_0521-0.00	1449701.0
strain_sample_14-kraken2_standard_0521-0.50	5962327.0
