Sample name	Recall taxa
plant_sample_12-kraken2_refseqV208_nt-0.20	0.7647058823529411
plant_sample_12-kraken2_refseqV208_nt-0.25	0.7411764705882353
plant_sample_12-kraken2_refseqV208_nt-0.10	0.8117647058823529
plant_sample_12-kraken2_refseqV208_nt-0.05	0.8352941176470589
plant_sample_12-kraken2_refseqV208_nt-0.15	0.8117647058823529
plant_sample_12-kraken2_refseqV208_nt-0.00	0.8705882352941177
plant_sample_12-kraken2_refseqV208_nt-0.55	0.6941176470588235
plant_sample_12-kraken2_refseqV208_nt-0.45	0.7294117647058823
plant_sample_12-kraken2_refseqV208_nt-0.30	0.7411764705882353
plant_sample_12-kraken2_refseqV208_nt-0.50	0.7176470588235294
plant_sample_12-kraken2_refseqV208_nt-0.40	0.7411764705882353
plant_sample_12-kraken2_refseqV208_nt-0.35	0.7411764705882353
plant_sample_12-kraken2_refseqV208_nt-0.85	0.5882352941176471
plant_sample_12-kraken2_refseqV208_nt-0.80	0.611764705882353
plant_sample_12-kraken2_refseqV208_nt-0.75	0.6235294117647059
plant_sample_12-kraken2_refseqV208_nt-0.70	0.6588235294117647
plant_sample_12-kraken2_refseqV208_nt-0.65	0.6705882352941176
plant_sample_12-kraken2_refseqV208_nt-0.60	0.6705882352941176
plant_sample_12-kraken2_refseqV208_nt-0.90	0.5176470588235295
plant_sample_12-kraken2_refseqV208_nt-0.95	0.47058823529411764
plant_sample_12-kraken2_refseqV208_nt-1.00	0.43529411764705883
strain_sample_10-kraken2_refseqV208_nt-0.10	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.05	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.00	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.35	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.40	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.25	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.30	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.20	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.15	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.45	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.55	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.60	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.65	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.50	0.8235294117647058
strain_sample_10-kraken2_refseqV208_nt-0.70	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-0.80	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-0.90	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-0.85	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-0.95	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-0.75	0.7647058823529411
strain_sample_10-kraken2_refseqV208_nt-1.00	0.7647058823529411
mouse_sample_1-kraken2_refseqV208_nt-0.15	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.25	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.20	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.10	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.05	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.00	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.45	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.35	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.40	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.30	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.55	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.50	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.70	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.60	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.65	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.80	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.85	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.75	0.6
mouse_sample_1-kraken2_refseqV208_nt-0.95	0.55
mouse_sample_1-kraken2_refseqV208_nt-0.90	0.55
mouse_sample_1-kraken2_refseqV208_nt-1.00	0.5
mouse_sample_23-kraken2_refseqV208_nt-0.10	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.05	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.00	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.15	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.30	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.40	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.35	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.25	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.20	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.65	0.5714285714285714
mouse_sample_23-kraken2_refseqV208_nt-0.50	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.70	0.5714285714285714
mouse_sample_23-kraken2_refseqV208_nt-0.45	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.55	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.60	0.6
mouse_sample_23-kraken2_refseqV208_nt-0.80	0.5428571428571428
mouse_sample_23-kraken2_refseqV208_nt-0.95	0.5428571428571428
mouse_sample_23-kraken2_refseqV208_nt-0.75	0.5428571428571428
mouse_sample_23-kraken2_refseqV208_nt-0.85	0.5428571428571428
mouse_sample_23-kraken2_refseqV208_nt-0.90	0.5428571428571428
mouse_sample_23-kraken2_refseqV208_nt-1.00	0.45714285714285713
strain_sample_95-kraken2_refseqV208_nt-0.25	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.20	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.10	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.15	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.05	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.00	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.50	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.45	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.30	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.35	0.8235294117647058
strain_sample_95-kraken2_refseqV208_nt-0.40	0.8235294117647058
