Sample name	Number of taxa
strain_sample_71-kraken2_chocophlan-0.10	329
strain_sample_71-kraken2_chocophlan-0.05	753
strain_sample_71-kraken2_chocophlan-0.30	54
strain_sample_71-kraken2_chocophlan-0.35	46
strain_sample_71-kraken2_chocophlan-0.00	1667
strain_sample_71-kraken2_chocophlan-0.25	84
strain_sample_71-kraken2_chocophlan-0.40	42
strain_sample_71-kraken2_chocophlan-0.50	36
strain_sample_71-kraken2_chocophlan-0.55	32
strain_sample_71-kraken2_chocophlan-0.20	130
strain_sample_71-kraken2_chocophlan-0.45	36
strain_sample_71-kraken2_chocophlan-0.15	203
marine_sample_2-kraken2_chocophlan-0.10	1289
strain_sample_71-kraken2_chocophlan-0.95	18
strain_sample_71-kraken2_chocophlan-0.90	20
strain_sample_71-kraken2_chocophlan-0.85	20
strain_sample_71-kraken2_chocophlan-0.75	22
strain_sample_71-kraken2_chocophlan-0.80	20
strain_sample_71-kraken2_chocophlan-0.70	25
marine_sample_2-kraken2_chocophlan-0.05	1743
strain_sample_71-kraken2_chocophlan-0.65	26
strain_sample_71-kraken2_chocophlan-1.00	16
strain_sample_71-kraken2_chocophlan-0.60	30
marine_sample_2-kraken2_chocophlan-0.00	1889
marine_sample_2-kraken2_chocophlan-0.15	879
marine_sample_2-kraken2_chocophlan-0.20	621
marine_sample_2-kraken2_chocophlan-0.50	317
marine_sample_2-kraken2_chocophlan-0.65	263
marine_sample_2-kraken2_chocophlan-0.30	445
marine_sample_2-kraken2_chocophlan-0.45	331
marine_sample_2-kraken2_chocophlan-0.40	361
marine_sample_2-kraken2_chocophlan-0.35	398
marine_sample_2-kraken2_chocophlan-0.25	530
marine_sample_2-kraken2_chocophlan-0.70	249
marine_sample_2-kraken2_chocophlan-0.55	295
marine_sample_2-kraken2_chocophlan-0.60	276
marine_sample_2-kraken2_chocophlan-0.90	180
marine_sample_2-kraken2_chocophlan-0.95	168
marine_sample_2-kraken2_chocophlan-0.80	223
marine_sample_2-kraken2_chocophlan-0.85	201
strain_sample_95-kraken2_chocophlan-0.05	776
marine_sample_2-kraken2_chocophlan-1.00	153
marine_sample_2-kraken2_chocophlan-0.75	234
strain_sample_95-kraken2_chocophlan-0.10	321
strain_sample_95-kraken2_chocophlan-0.15	205
strain_sample_95-kraken2_chocophlan-0.00	1673
strain_sample_95-kraken2_chocophlan-0.20	143
strain_sample_95-kraken2_chocophlan-0.25	95
strain_sample_95-kraken2_chocophlan-0.30	58
strain_sample_95-kraken2_chocophlan-0.55	38
strain_sample_95-kraken2_chocophlan-0.65	30
strain_sample_95-kraken2_chocophlan-0.60	34
strain_sample_95-kraken2_chocophlan-0.70	26
strain_sample_95-kraken2_chocophlan-0.40	47
strain_sample_95-kraken2_chocophlan-0.75	26
strain_sample_95-kraken2_chocophlan-0.35	52
strain_sample_95-kraken2_chocophlan-0.45	45
strain_sample_95-kraken2_chocophlan-0.50	41
strain_sample_95-kraken2_chocophlan-0.85	21
strain_sample_95-kraken2_chocophlan-0.80	22
strain_sample_95-kraken2_chocophlan-1.00	15
strain_sample_95-kraken2_chocophlan-0.95	15
strain_sample_46-kraken2_chocophlan-0.00	1649
strain_sample_95-kraken2_chocophlan-0.90	17
strain_sample_46-kraken2_chocophlan-0.10	323
strain_sample_46-kraken2_chocophlan-0.20	128
strain_sample_46-kraken2_chocophlan-0.25	84
strain_sample_46-kraken2_chocophlan-0.15	188
strain_sample_46-kraken2_chocophlan-0.35	44
strain_sample_46-kraken2_chocophlan-0.40	39
strain_sample_46-kraken2_chocophlan-0.30	54
strain_sample_46-kraken2_chocophlan-0.05	752
strain_sample_46-kraken2_chocophlan-0.50	31
strain_sample_46-kraken2_chocophlan-0.55	26
strain_sample_46-kraken2_chocophlan-0.60	26
strain_sample_46-kraken2_chocophlan-0.45	35
strain_sample_46-kraken2_chocophlan-0.95	14
strain_sample_46-kraken2_chocophlan-0.75	20
strain_sample_46-kraken2_chocophlan-0.65	23
strain_sample_46-kraken2_chocophlan-0.85	14
strain_sample_46-kraken2_chocophlan-0.90	14
strain_sample_46-kraken2_chocophlan-1.00	14
strain_sample_46-kraken2_chocophlan-0.70	22
strain_sample_46-kraken2_chocophlan-0.80	18
strain_sample_34-kraken2_chocophlan-0.25	102
strain_sample_34-kraken2_chocophlan-0.55	51
strain_sample_34-kraken2_chocophlan-0.10	319
strain_sample_34-kraken2_chocophlan-0.05	733
strain_sample_34-kraken2_chocophlan-0.35	60
strain_sample_34-kraken2_chocophlan-0.40	57
strain_sample_34-kraken2_chocophlan-0.45	54
strain_sample_34-kraken2_chocophlan-0.20	142
strain_sample_34-kraken2_chocophlan-0.50	53
strain_sample_34-kraken2_chocophlan-0.30	71
strain_sample_34-kraken2_chocophlan-0.15	212
strain_sample_34-kraken2_chocophlan-0.00	1658
strain_sample_34-kraken2_chocophlan-0.60	48
strain_sample_34-kraken2_chocophlan-0.70	39
strain_sample_34-kraken2_chocophlan-0.65	42
strain_sample_34-kraken2_chocophlan-0.95	20
strain_sample_34-kraken2_chocophlan-0.90	27
strain_sample_34-kraken2_chocophlan-0.80	33
strain_sample_34-kraken2_chocophlan-0.85	31
plant_sample_8-kraken2_chocophlan-0.00	1873
plant_sample_8-kraken2_chocophlan-0.10	785
plant_sample_8-kraken2_chocophlan-0.05	1376
strain_sample_34-kraken2_chocophlan-0.75	38
strain_sample_34-kraken2_chocophlan-1.00	17
plant_sample_8-kraken2_chocophlan-0.15	440
plant_sample_8-kraken2_chocophlan-0.20	283
plant_sample_8-kraken2_chocophlan-0.40	133
plant_sample_8-kraken2_chocophlan-0.50	109
plant_sample_8-kraken2_chocophlan-0.30	173
plant_sample_8-kraken2_chocophlan-0.35	147
plant_sample_8-kraken2_chocophlan-0.65	83
plant_sample_8-kraken2_chocophlan-0.70	75
plant_sample_8-kraken2_chocophlan-0.60	88
plant_sample_8-kraken2_chocophlan-0.55	99
plant_sample_8-kraken2_chocophlan-0.45	120
plant_sample_8-kraken2_chocophlan-0.25	215
plant_sample_8-kraken2_chocophlan-0.75	72
plant_sample_8-kraken2_chocophlan-0.85	54
plant_sample_8-kraken2_chocophlan-0.90	51
plant_sample_8-kraken2_chocophlan-0.80	60
mouse_sample_11-kraken2_chocophlan-0.05	1238
mouse_sample_11-kraken2_chocophlan-0.10	441
plant_sample_8-kraken2_chocophlan-1.00	40
mouse_sample_11-kraken2_chocophlan-0.00	1895
mouse_sample_11-kraken2_chocophlan-0.15	254
mouse_sample_11-kraken2_chocophlan-0.20	194
mouse_sample_11-kraken2_chocophlan-0.25	174
plant_sample_8-kraken2_chocophlan-0.95	46
mouse_sample_11-kraken2_chocophlan-0.35	147
mouse_sample_11-kraken2_chocophlan-0.80	100
mouse_sample_11-kraken2_chocophlan-0.65	112
mouse_sample_11-kraken2_chocophlan-0.40	141
mouse_sample_11-kraken2_chocophlan-0.70	108
mouse_sample_11-kraken2_chocophlan-0.75	104
mouse_sample_11-kraken2_chocophlan-0.55	120
mouse_sample_11-kraken2_chocophlan-0.60	115
mouse_sample_11-kraken2_chocophlan-0.50	130
mouse_sample_11-kraken2_chocophlan-0.45	134
mouse_sample_11-kraken2_chocophlan-0.85	93
mouse_sample_11-kraken2_chocophlan-0.30	156
mouse_sample_11-kraken2_chocophlan-1.00	80
strain_sample_89-kraken2_chocophlan-0.25	90
strain_sample_89-kraken2_chocophlan-0.20	140
strain_sample_89-kraken2_chocophlan-0.00	1667
strain_sample_89-kraken2_chocophlan-0.30	58
strain_sample_89-kraken2_chocophlan-0.10	327
strain_sample_89-kraken2_chocophlan-0.40	43
strain_sample_89-kraken2_chocophlan-0.35	48
mouse_sample_11-kraken2_chocophlan-0.95	85
strain_sample_89-kraken2_chocophlan-0.15	203
mouse_sample_11-kraken2_chocophlan-0.90	89
strain_sample_89-kraken2_chocophlan-0.05	754
strain_sample_89-kraken2_chocophlan-0.45	40
strain_sample_89-kraken2_chocophlan-0.60	34
strain_sample_89-kraken2_chocophlan-1.00	15
strain_sample_89-kraken2_chocophlan-0.50	38
strain_sample_89-kraken2_chocophlan-0.70	30
strain_sample_89-kraken2_chocophlan-0.80	22
strain_sample_89-kraken2_chocophlan-0.85	19
