Sample name	Recall taxa
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.15	0.44516129032258067
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.10	0.44516129032258067
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.50	0.38064516129032255
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.35	0.4
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.25	0.4064516129032258
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.55	0.3741935483870968
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.30	0.4064516129032258
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.45	0.38064516129032255
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.40	0.3935483870967742
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.20	0.432258064516129
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.05	0.44516129032258067
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.00	0.44516129032258067
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.65	0.36774193548387096
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.70	0.36774193548387096
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.75	0.36129032258064514
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.80	0.36129032258064514
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.85	0.36129032258064514
plant_sample_7-kraken2_GTDBr202RefSeqV205-1.00	0.2967741935483871
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.90	0.34838709677419355
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.60	0.36774193548387096
plant_sample_7-kraken2_GTDBr202RefSeqV205-0.95	0.32903225806451614
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.10	0.6153846153846154
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.05	0.6153846153846154
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.00	0.6153846153846154
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.20	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.30	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.45	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.40	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.35	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.15	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.65	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.55	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.60	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.70	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.50	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.25	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.75	0.5769230769230769
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.90	0.5384615384615384
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.85	0.5384615384615384
strain_sample_79-kraken2_GTDBr202RefSeqV205-1.00	0.38461538461538464
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.95	0.4230769230769231
strain_sample_79-kraken2_GTDBr202RefSeqV205-0.80	0.5384615384615384
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.25	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.20	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.15	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.10	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.05	0.6153846153846154
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.00	0.6153846153846154
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.45	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.50	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.55	0.5384615384615384
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.35	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.60	0.5384615384615384
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.65	0.5
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.80	0.46153846153846156
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.40	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.70	0.5
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.85	0.4230769230769231
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.75	0.46153846153846156
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.30	0.5769230769230769
strain_sample_28-kraken2_GTDBr202RefSeqV205-1.00	0.4230769230769231
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.95	0.4230769230769231
strain_sample_28-kraken2_GTDBr202RefSeqV205-0.90	0.4230769230769231
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.15	0.75
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.10	0.75
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.40	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.20	0.7
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.35	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.25	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.30	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.05	0.75
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.00	0.75
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.50	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.45	0.65
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.55	0.6
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.65	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.60	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.70	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-1.00	0.5
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.85	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.75	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.90	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.80	0.55
mouse_sample_32-kraken2_GTDBr202RefSeqV205-0.95	0.5
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.40	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.35	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.30	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.45	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.10	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.25	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.20	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.15	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.05	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.50	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.55	0.5769230769230769
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.00	0.6153846153846154
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.70	0.5384615384615384
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.90	0.5
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.80	0.5384615384615384
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.85	0.5
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.75	0.5384615384615384
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.95	0.46153846153846156
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.65	0.5384615384615384
strain_sample_41-kraken2_GTDBr202RefSeqV205-1.00	0.46153846153846156
strain_sample_41-kraken2_GTDBr202RefSeqV205-0.60	0.5384615384615384
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.10	0.6666666666666666
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.05	0.6666666666666666
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.00	0.6666666666666666
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.15	0.6190476190476191
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.25	0.5714285714285714
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.20	0.5714285714285714
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.60	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.55	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.30	0.5238095238095238
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.45	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.35	0.5238095238095238
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.50	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.40	0.5238095238095238
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.70	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.65	0.47619047619047616
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.80	0.42857142857142855
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.75	0.42857142857142855
mouse_sample_63-kraken2_GTDBr202RefSeqV205-1.00	0.38095238095238093
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.85	0.42857142857142855
mouse_sample_63-kraken2_GTDBr202RefSeqV205-0.95	0.42857142857142855
