Sample name	Number of taxa
strain_sample_87-kraken2_chocophlan-0.25	253
strain_sample_87-kraken2_chocophlan-0.10	997
strain_sample_87-kraken2_chocophlan-0.20	376
strain_sample_87-kraken2_chocophlan-0.30	162
strain_sample_87-kraken2_chocophlan-0.15	614
strain_sample_87-kraken2_chocophlan-0.45	112
strain_sample_87-kraken2_chocophlan-0.35	145
strain_sample_87-kraken2_chocophlan-0.55	87
strain_sample_87-kraken2_chocophlan-0.50	100
strain_sample_87-kraken2_chocophlan-0.40	127
strain_sample_87-kraken2_chocophlan-0.05	2399
strain_sample_87-kraken2_chocophlan-0.00	7042
strain_sample_87-kraken2_chocophlan-0.60	77
strain_sample_87-kraken2_chocophlan-0.70	52
strain_sample_87-kraken2_chocophlan-0.90	30
strain_sample_87-kraken2_chocophlan-0.75	46
strain_sample_87-kraken2_chocophlan-0.85	36
strain_sample_87-kraken2_chocophlan-0.95	25
strain_sample_87-kraken2_chocophlan-1.00	21
strain_sample_87-kraken2_chocophlan-0.80	42
strain_sample_87-kraken2_chocophlan-0.65	65
strain_sample_74-kraken2_chocophlan-0.10	960
strain_sample_74-kraken2_chocophlan-0.05	2262
strain_sample_74-kraken2_chocophlan-0.00	6873
strain_sample_74-kraken2_chocophlan-0.35	118
strain_sample_74-kraken2_chocophlan-0.25	242
strain_sample_74-kraken2_chocophlan-0.20	375
strain_sample_74-kraken2_chocophlan-0.30	142
strain_sample_74-kraken2_chocophlan-0.15	590
strain_sample_74-kraken2_chocophlan-0.60	66
strain_sample_74-kraken2_chocophlan-0.55	74
strain_sample_74-kraken2_chocophlan-0.50	86
strain_sample_74-kraken2_chocophlan-0.40	106
strain_sample_74-kraken2_chocophlan-0.45	92
strain_sample_74-kraken2_chocophlan-0.65	61
strain_sample_74-kraken2_chocophlan-0.70	55
strain_sample_74-kraken2_chocophlan-1.00	25
strain_sample_74-kraken2_chocophlan-0.85	36
strain_sample_74-kraken2_chocophlan-0.90	31
strain_sample_74-kraken2_chocophlan-0.95	29
strain_sample_74-kraken2_chocophlan-0.80	45
strain_sample_74-kraken2_chocophlan-0.75	50
mouse_sample_37-kraken2_chocophlan-0.25	536
mouse_sample_37-kraken2_chocophlan-0.05	3681
mouse_sample_37-kraken2_chocophlan-0.10	1205
mouse_sample_37-kraken2_chocophlan-0.20	638
mouse_sample_37-kraken2_chocophlan-0.15	788
mouse_sample_37-kraken2_chocophlan-0.00	7862
mouse_sample_37-kraken2_chocophlan-0.50	355
mouse_sample_37-kraken2_chocophlan-0.45	372
mouse_sample_37-kraken2_chocophlan-0.75	284
mouse_sample_37-kraken2_chocophlan-0.70	298
mouse_sample_37-kraken2_chocophlan-0.85	243
mouse_sample_37-kraken2_chocophlan-0.40	397
mouse_sample_37-kraken2_chocophlan-0.60	324
mouse_sample_37-kraken2_chocophlan-0.35	420
mouse_sample_37-kraken2_chocophlan-0.80	260
mouse_sample_37-kraken2_chocophlan-0.65	312
mouse_sample_37-kraken2_chocophlan-0.55	339
mouse_sample_37-kraken2_chocophlan-0.30	455
mouse_sample_37-kraken2_chocophlan-1.00	190
mouse_sample_37-kraken2_chocophlan-0.90	220
mouse_sample_37-kraken2_chocophlan-0.95	200
plant_sample_0-kraken2_chocophlan-0.10	3120
plant_sample_0-kraken2_chocophlan-0.30	694
plant_sample_0-kraken2_chocophlan-0.05	5490
plant_sample_0-kraken2_chocophlan-0.25	911
plant_sample_0-kraken2_chocophlan-0.40	478
plant_sample_0-kraken2_chocophlan-0.35	566
plant_sample_0-kraken2_chocophlan-0.20	1236
plant_sample_0-kraken2_chocophlan-0.00	7881
plant_sample_0-kraken2_chocophlan-0.15	1881
plant_sample_0-kraken2_chocophlan-0.45	391
plant_sample_0-kraken2_chocophlan-0.50	357
plant_sample_0-kraken2_chocophlan-1.00	60
plant_sample_0-kraken2_chocophlan-0.90	98
plant_sample_0-kraken2_chocophlan-0.85	119
plant_sample_0-kraken2_chocophlan-0.75	176
plant_sample_0-kraken2_chocophlan-0.95	80
plant_sample_0-kraken2_chocophlan-0.80	141
plant_sample_0-kraken2_chocophlan-0.65	233
plant_sample_0-kraken2_chocophlan-0.60	269
plant_sample_0-kraken2_chocophlan-0.70	199
plant_sample_0-kraken2_chocophlan-0.55	308
mouse_sample_59-kraken2_chocophlan-0.10	1102
mouse_sample_59-kraken2_chocophlan-0.35	378
mouse_sample_59-kraken2_chocophlan-0.15	714
mouse_sample_59-kraken2_chocophlan-0.40	365
mouse_sample_59-kraken2_chocophlan-0.45	351
mouse_sample_59-kraken2_chocophlan-0.05	3758
mouse_sample_59-kraken2_chocophlan-0.50	338
mouse_sample_59-kraken2_chocophlan-0.55	322
mouse_sample_59-kraken2_chocophlan-0.30	407
mouse_sample_59-kraken2_chocophlan-0.25	465
mouse_sample_59-kraken2_chocophlan-0.20	553
mouse_sample_59-kraken2_chocophlan-0.00	7804
mouse_sample_59-kraken2_chocophlan-0.75	267
mouse_sample_59-kraken2_chocophlan-0.65	290
mouse_sample_59-kraken2_chocophlan-0.60	304
mouse_sample_59-kraken2_chocophlan-0.70	275
mouse_sample_59-kraken2_chocophlan-0.85	234
mouse_sample_59-kraken2_chocophlan-0.80	248
strain_sample_11-kraken2_chocophlan-0.10	944
mouse_sample_59-kraken2_chocophlan-1.00	180
