Sample name	L1 distance
strain_sample_71-kraken2_chocophlan-0.25	2980516.0
strain_sample_71-kraken2_chocophlan-0.15	2096590.0
strain_sample_71-kraken2_chocophlan-0.20	2502341.0
strain_sample_71-kraken2_chocophlan-0.10	1939718.0
strain_sample_71-kraken2_chocophlan-0.05	1896562.0
strain_sample_71-kraken2_chocophlan-0.00	1867421.0
strain_sample_71-kraken2_chocophlan-0.35	3689500.0
strain_sample_71-kraken2_chocophlan-0.30	3459470.0
strain_sample_71-kraken2_chocophlan-0.45	5301282.0
strain_sample_71-kraken2_chocophlan-0.40	4421908.0
strain_sample_71-kraken2_chocophlan-0.50	6068921.0
strain_sample_71-kraken2_chocophlan-0.55	7023068.0
strain_sample_71-kraken2_chocophlan-0.65	8809640.0
strain_sample_71-kraken2_chocophlan-0.60	7941780.0
strain_sample_71-kraken2_chocophlan-0.80	11257877.0
strain_sample_71-kraken2_chocophlan-0.85	11927013.0
strain_sample_71-kraken2_chocophlan-0.75	10366570.0
strain_sample_71-kraken2_chocophlan-0.70	9603675.0
strain_sample_71-kraken2_chocophlan-0.95	12739951.0
strain_sample_71-kraken2_chocophlan-1.00	12980701.0
strain_sample_71-kraken2_chocophlan-0.90	12385265.0
marine_sample_2-kraken2_chocophlan-0.10	14027205.0
marine_sample_2-kraken2_chocophlan-0.05	13633508.0
marine_sample_2-kraken2_chocophlan-0.00	14107822.0
marine_sample_2-kraken2_chocophlan-0.30	17759310.0
marine_sample_2-kraken2_chocophlan-0.40	20531387.0
marine_sample_2-kraken2_chocophlan-0.35	19106628.0
marine_sample_2-kraken2_chocophlan-0.25	16516794.0
marine_sample_2-kraken2_chocophlan-0.20	15580841.0
marine_sample_2-kraken2_chocophlan-0.15	14713167.0
marine_sample_2-kraken2_chocophlan-0.70	28889909.0
marine_sample_2-kraken2_chocophlan-0.65	27602074.0
marine_sample_2-kraken2_chocophlan-0.55	24750187.0
marine_sample_2-kraken2_chocophlan-0.50	23249906.0
marine_sample_2-kraken2_chocophlan-0.60	26214554.0
marine_sample_2-kraken2_chocophlan-0.45	21999915.0
marine_sample_2-kraken2_chocophlan-0.90	32310697.0
marine_sample_2-kraken2_chocophlan-1.00	32968992.0
marine_sample_2-kraken2_chocophlan-0.95	32707879.0
marine_sample_2-kraken2_chocophlan-0.75	29902879.0
marine_sample_2-kraken2_chocophlan-0.85	31785182.0
marine_sample_2-kraken2_chocophlan-0.80	30993876.0
strain_sample_95-kraken2_chocophlan-0.25	2719205.0
strain_sample_95-kraken2_chocophlan-0.20	2364806.0
strain_sample_95-kraken2_chocophlan-0.15	2070705.0
strain_sample_95-kraken2_chocophlan-0.10	2137174.0
strain_sample_95-kraken2_chocophlan-0.05	2129077.0
strain_sample_95-kraken2_chocophlan-0.00	2098817.0
strain_sample_95-kraken2_chocophlan-0.50	6081220.0
strain_sample_95-kraken2_chocophlan-0.30	3070424.0
strain_sample_95-kraken2_chocophlan-0.35	3589320.0
strain_sample_95-kraken2_chocophlan-0.40	4454619.0
strain_sample_95-kraken2_chocophlan-0.55	6999957.0
strain_sample_95-kraken2_chocophlan-0.45	5329806.0
strain_sample_95-kraken2_chocophlan-0.70	9502667.0
strain_sample_95-kraken2_chocophlan-0.65	8691130.0
strain_sample_95-kraken2_chocophlan-0.75	10314607.0
strain_sample_95-kraken2_chocophlan-0.60	7875431.0
strain_sample_95-kraken2_chocophlan-0.85	11907871.0
strain_sample_95-kraken2_chocophlan-0.80	11224465.0
strain_sample_95-kraken2_chocophlan-0.90	12377078.0
strain_sample_95-kraken2_chocophlan-0.95	12737844.0
strain_sample_95-kraken2_chocophlan-1.00	12981858.0
strain_sample_46-kraken2_chocophlan-0.10	1377489.0
strain_sample_46-kraken2_chocophlan-0.05	1340034.0
strain_sample_46-kraken2_chocophlan-0.00	1988511.0
strain_sample_46-kraken2_chocophlan-0.40	6333354.0
strain_sample_46-kraken2_chocophlan-0.25	3463950.0
strain_sample_46-kraken2_chocophlan-0.35	5583292.0
strain_sample_46-kraken2_chocophlan-0.30	4751894.0
strain_sample_46-kraken2_chocophlan-0.20	2416962.0
strain_sample_46-kraken2_chocophlan-0.15	1688728.0
strain_sample_46-kraken2_chocophlan-0.60	8163616.0
strain_sample_46-kraken2_chocophlan-0.50	7442931.0
strain_sample_46-kraken2_chocophlan-0.45	7014716.0
strain_sample_46-kraken2_chocophlan-0.65	8913803.0
strain_sample_46-kraken2_chocophlan-0.70	9747740.0
strain_sample_46-kraken2_chocophlan-0.55	7818905.0
strain_sample_46-kraken2_chocophlan-0.80	11173751.0
strain_sample_46-kraken2_chocophlan-0.90	12356838.0
strain_sample_46-kraken2_chocophlan-1.00	12980043.0
strain_sample_46-kraken2_chocophlan-0.75	10393004.0
strain_sample_46-kraken2_chocophlan-0.95	12729434.0
strain_sample_46-kraken2_chocophlan-0.85	11876417.0
strain_sample_34-kraken2_chocophlan-0.15	4157136.0
strain_sample_34-kraken2_chocophlan-0.20	4207913.0
strain_sample_34-kraken2_chocophlan-0.25	4239948.0
strain_sample_34-kraken2_chocophlan-0.10	4114991.0
strain_sample_34-kraken2_chocophlan-0.05	4049441.0
strain_sample_34-kraken2_chocophlan-0.00	4010172.0
strain_sample_34-kraken2_chocophlan-0.55	6942298.0
strain_sample_34-kraken2_chocophlan-0.35	4550546.0
strain_sample_34-kraken2_chocophlan-0.45	5141972.0
