Sample name	Bray-Curtis dissimilarity raw
plant_sample_20-kraken2_refseqV205-0.25	0.1452955014985424
plant_sample_20-kraken2_refseqV205-0.20	0.11768742600019859
plant_sample_20-kraken2_refseqV205-0.15	0.09130801436143916
plant_sample_20-kraken2_refseqV205-0.10	0.07262615741617995
plant_sample_20-kraken2_refseqV205-0.05	0.06140358217615043
plant_sample_20-kraken2_refseqV205-0.00	0.07441399533078842
plant_sample_20-kraken2_refseqV205-0.35	0.23054194844503567
plant_sample_20-kraken2_refseqV205-0.45	0.34028524634558843
plant_sample_20-kraken2_refseqV205-0.30	0.18475613776625066
plant_sample_20-kraken2_refseqV205-0.55	0.4599620669352567
plant_sample_20-kraken2_refseqV205-0.50	0.3925958522160286
plant_sample_20-kraken2_refseqV205-0.40	0.2824428665614118
plant_sample_20-kraken2_refseqV205-0.65	0.6060416538050081
plant_sample_20-kraken2_refseqV205-0.80	0.8179925320363683
plant_sample_20-kraken2_refseqV205-0.60	0.5317123103910104
plant_sample_20-kraken2_refseqV205-0.70	0.6815780297647681
plant_sample_20-kraken2_refseqV205-0.85	0.8763773346823368
plant_sample_20-kraken2_refseqV205-0.75	0.7448932785309547
plant_sample_20-kraken2_refseqV205-1.00	0.9759530089517395
plant_sample_20-kraken2_refseqV205-0.95	0.9534374992687168
plant_sample_20-kraken2_refseqV205-0.90	0.9197014756613874
strain_sample_23-kraken2_refseqV205-0.10	0.20022321543585736
strain_sample_23-kraken2_refseqV205-0.05	0.18225512888076706
strain_sample_23-kraken2_refseqV205-0.00	0.18479333492428357
strain_sample_23-kraken2_refseqV205-0.35	0.26319787862448674
strain_sample_23-kraken2_refseqV205-0.20	0.2187596233881369
strain_sample_23-kraken2_refseqV205-0.30	0.2361770730232406
strain_sample_23-kraken2_refseqV205-0.25	0.21716729113122052
strain_sample_23-kraken2_refseqV205-0.15	0.21131601763416555
strain_sample_23-kraken2_refseqV205-0.40	0.2923861135956116
strain_sample_23-kraken2_refseqV205-0.55	0.3988026303642663
strain_sample_23-kraken2_refseqV205-0.50	0.3597826247534208
strain_sample_23-kraken2_refseqV205-0.45	0.3286832198507633
strain_sample_23-kraken2_refseqV205-0.70	0.540051956901226
strain_sample_23-kraken2_refseqV205-0.65	0.4848192252996177
strain_sample_23-kraken2_refseqV205-0.60	0.441845973662107
strain_sample_23-kraken2_refseqV205-0.85	0.8019052029485764
strain_sample_23-kraken2_refseqV205-0.80	0.7176532945251833
strain_sample_23-kraken2_refseqV205-0.75	0.6187891993523078
strain_sample_23-kraken2_refseqV205-0.90	0.8645016972944255
strain_sample_23-kraken2_refseqV205-0.95	0.9151566529876466
strain_sample_23-kraken2_refseqV205-1.00	0.9509067527687416
strain_sample_51-kraken2_refseqV205-0.20	0.22887435841016118
strain_sample_51-kraken2_refseqV205-0.25	0.22595456475147596
strain_sample_51-kraken2_refseqV205-0.15	0.21195612904860078
strain_sample_51-kraken2_refseqV205-0.10	0.19805424939159336
strain_sample_51-kraken2_refseqV205-0.05	0.17802612682494579
strain_sample_51-kraken2_refseqV205-0.00	0.17378644359325024
strain_sample_51-kraken2_refseqV205-0.55	0.3329410959841281
strain_sample_51-kraken2_refseqV205-0.45	0.2954107740684656
strain_sample_51-kraken2_refseqV205-0.35	0.2518414966435444
strain_sample_51-kraken2_refseqV205-0.50	0.313063866355346
strain_sample_51-kraken2_refseqV205-0.40	0.2731713575977131
strain_sample_51-kraken2_refseqV205-0.30	0.2310303986067327
strain_sample_51-kraken2_refseqV205-0.65	0.44833425540562954
strain_sample_51-kraken2_refseqV205-0.75	0.6139959022257879
strain_sample_51-kraken2_refseqV205-0.70	0.5350075224510176
strain_sample_51-kraken2_refseqV205-0.60	0.3685012200039108
