Sample name	Chao1 richness
plant_sample_20-kraken2_refseqV205-0.25	313.5263157894737
plant_sample_20-kraken2_refseqV205-0.20	396.8857142857143
plant_sample_20-kraken2_refseqV205-0.15	739.06
plant_sample_20-kraken2_refseqV205-0.10	1418.5128205128206
plant_sample_20-kraken2_refseqV205-0.05	3215.8057553956833
plant_sample_20-kraken2_refseqV205-0.00	7723.447247706422
plant_sample_20-kraken2_refseqV205-0.45	162.1
plant_sample_20-kraken2_refseqV205-0.55	137.0
plant_sample_20-kraken2_refseqV205-0.35	220.75
plant_sample_20-kraken2_refseqV205-0.30	248.0
plant_sample_20-kraken2_refseqV205-0.50	157.0
plant_sample_20-kraken2_refseqV205-0.40	189.33333333333334
plant_sample_20-kraken2_refseqV205-0.65	118.25
plant_sample_20-kraken2_refseqV205-0.60	129.5
plant_sample_20-kraken2_refseqV205-0.80	99.5
plant_sample_20-kraken2_refseqV205-0.85	96.0
plant_sample_20-kraken2_refseqV205-0.75	106.33333333333333
plant_sample_20-kraken2_refseqV205-0.70	111.2
plant_sample_20-kraken2_refseqV205-1.00	77.5
plant_sample_20-kraken2_refseqV205-0.90	93.0
plant_sample_20-kraken2_refseqV205-0.95	85.5
strain_sample_23-kraken2_refseqV205-0.10	758.8805970149253
strain_sample_23-kraken2_refseqV205-0.05	2179.373205741627
strain_sample_23-kraken2_refseqV205-0.00	5082.739130434783
strain_sample_23-kraken2_refseqV205-0.35	43.5
strain_sample_23-kraken2_refseqV205-0.30	54.0
strain_sample_23-kraken2_refseqV205-0.25	178.42857142857144
strain_sample_23-kraken2_refseqV205-0.20	277.8
strain_sample_23-kraken2_refseqV205-0.15	456.66666666666663
strain_sample_23-kraken2_refseqV205-0.40	45.0
strain_sample_23-kraken2_refseqV205-0.55	35.0
strain_sample_23-kraken2_refseqV205-0.50	39.5
strain_sample_23-kraken2_refseqV205-0.45	43.0
strain_sample_23-kraken2_refseqV205-0.70	32.0
strain_sample_23-kraken2_refseqV205-0.65	32.0
strain_sample_23-kraken2_refseqV205-0.60	36.0
strain_sample_23-kraken2_refseqV205-0.85	27.0
strain_sample_23-kraken2_refseqV205-0.95	17.0
strain_sample_23-kraken2_refseqV205-0.75	32.0
strain_sample_23-kraken2_refseqV205-0.80	30.0
strain_sample_23-kraken2_refseqV205-0.90	25.0
strain_sample_23-kraken2_refseqV205-1.00	15.0
strain_sample_51-kraken2_refseqV205-0.20	250.5
strain_sample_51-kraken2_refseqV205-0.25	131.25
strain_sample_51-kraken2_refseqV205-0.15	398.53846153846155
strain_sample_51-kraken2_refseqV205-0.10	675.85
strain_sample_51-kraken2_refseqV205-0.05	2077.259433962264
strain_sample_51-kraken2_refseqV205-0.00	5127.457399103139
strain_sample_51-kraken2_refseqV205-0.55	34.0
strain_sample_51-kraken2_refseqV205-0.50	36.0
strain_sample_51-kraken2_refseqV205-0.35	47.0
strain_sample_51-kraken2_refseqV205-0.45	38.0
strain_sample_51-kraken2_refseqV205-0.30	56.0
strain_sample_51-kraken2_refseqV205-0.40	43.0
strain_sample_51-kraken2_refseqV205-0.75	29.0
strain_sample_51-kraken2_refseqV205-0.70	29.0
strain_sample_51-kraken2_refseqV205-0.60	31.0
strain_sample_51-kraken2_refseqV205-0.65	30.0
strain_sample_51-kraken2_refseqV205-0.85	24.0
strain_sample_51-kraken2_refseqV205-0.80	26.0
strain_sample_51-kraken2_refseqV205-0.90	23.0
strain_sample_51-kraken2_refseqV205-0.95	21.0
strain_sample_51-kraken2_refseqV205-1.00	18.0
mouse_sample_8-kraken2_refseqV205-0.10	582.0425531914893
mouse_sample_8-kraken2_refseqV205-0.05	1825.1801242236024
mouse_sample_8-kraken2_refseqV205-0.00	4732.09785202864
mouse_sample_8-kraken2_refseqV205-0.35	62.0
mouse_sample_8-kraken2_refseqV205-0.40	58.0
mouse_sample_8-kraken2_refseqV205-0.30	68.5
mouse_sample_8-kraken2_refseqV205-0.25	133.3
mouse_sample_8-kraken2_refseqV205-0.20	166.66666666666666
mouse_sample_8-kraken2_refseqV205-0.15	337.8
mouse_sample_8-kraken2_refseqV205-0.45	57.0
mouse_sample_8-kraken2_refseqV205-0.60	50.0
mouse_sample_8-kraken2_refseqV205-0.65	46.0
mouse_sample_8-kraken2_refseqV205-0.70	44.0
mouse_sample_8-kraken2_refseqV205-0.50	55.5
mouse_sample_8-kraken2_refseqV205-0.55	60.0
mouse_sample_8-kraken2_refseqV205-0.75	43.0
mouse_sample_8-kraken2_refseqV205-0.85	38.0
mouse_sample_8-kraken2_refseqV205-0.80	41.0
mouse_sample_8-kraken2_refseqV205-0.90	36.0
mouse_sample_8-kraken2_refseqV205-0.95	34.0
mouse_sample_8-kraken2_refseqV205-1.00	34.0
strain_sample_0-kraken2_refseqV205-0.20	259.1
strain_sample_0-kraken2_refseqV205-0.15	408.2631578947368
strain_sample_0-kraken2_refseqV205-0.10	772.4
strain_sample_0-kraken2_refseqV205-0.05	2080.6322314049585
strain_sample_0-kraken2_refseqV205-0.25	132.46153846153845
strain_sample_0-kraken2_refseqV205-0.00	5292.004273504273
strain_sample_0-kraken2_refseqV205-0.55	31.0
strain_sample_0-kraken2_refseqV205-0.45	35.0
strain_sample_0-kraken2_refseqV205-0.35	44.0
strain_sample_0-kraken2_refseqV205-0.40	36.0
strain_sample_0-kraken2_refseqV205-0.50	33.0
strain_sample_0-kraken2_refseqV205-0.30	52.333333333333336
strain_sample_0-kraken2_refseqV205-0.85	19.0
strain_sample_0-kraken2_refseqV205-0.80	20.0
strain_sample_0-kraken2_refseqV205-0.60	31.0
strain_sample_0-kraken2_refseqV205-0.75	22.0
strain_sample_0-kraken2_refseqV205-0.65	29.0
strain_sample_0-kraken2_refseqV205-0.70	25.0
strain_sample_0-kraken2_refseqV205-0.95	17.0
strain_sample_0-kraken2_refseqV205-0.90	19.0
strain_sample_0-kraken2_refseqV205-1.00	15.0
plant_sample_17-kraken2_refseqV205-0.10	1421.0086206896551
plant_sample_17-kraken2_refseqV205-0.05	3289.1797385620916
plant_sample_17-kraken2_refseqV205-0.00	8117.8682505399565
plant_sample_17-kraken2_refseqV205-0.40	199.3
plant_sample_17-kraken2_refseqV205-0.30	267.0
plant_sample_17-kraken2_refseqV205-0.35	240.0
plant_sample_17-kraken2_refseqV205-0.20	413.48387096774195
plant_sample_17-kraken2_refseqV205-0.15	699.4716981132076
plant_sample_17-kraken2_refseqV205-0.25	313.10526315789474
plant_sample_17-kraken2_refseqV205-0.50	158.25
plant_sample_17-kraken2_refseqV205-0.65	114.0
plant_sample_17-kraken2_refseqV205-0.55	143.33333333333334
plant_sample_17-kraken2_refseqV205-0.60	128.5
plant_sample_17-kraken2_refseqV205-0.45	207.75
plant_sample_17-kraken2_refseqV205-0.70	105.2
