Sample name	McIntosh's evenness
strain_sample_98-kraken2_refseqV205_100GB-0.10	0.6062658538018165
strain_sample_98-kraken2_refseqV205_100GB-0.25	0.6701454457432249
strain_sample_98-kraken2_refseqV205_100GB-0.20	0.6511503907426245
strain_sample_98-kraken2_refseqV205_100GB-0.15	0.6058992751387998
strain_sample_98-kraken2_refseqV205_100GB-0.05	0.5705460973014378
strain_sample_98-kraken2_refseqV205_100GB-0.00	0.5302625149879931
strain_sample_98-kraken2_refseqV205_100GB-0.35	1.0
strain_sample_98-kraken2_refseqV205_100GB-0.30	0.9473738167099405
strain_sample_98-kraken2_refseqV205_100GB-0.55	nan
strain_sample_98-kraken2_refseqV205_100GB-0.50	nan
strain_sample_98-kraken2_refseqV205_100GB-0.40	nan
strain_sample_98-kraken2_refseqV205_100GB-0.45	nan
strain_sample_98-kraken2_refseqV205_100GB-0.60	nan
strain_sample_98-kraken2_refseqV205_100GB-0.75	nan
strain_sample_98-kraken2_refseqV205_100GB-0.65	nan
strain_sample_98-kraken2_refseqV205_100GB-0.70	nan
strain_sample_98-kraken2_refseqV205_100GB-0.80	nan
strain_sample_98-kraken2_refseqV205_100GB-0.85	nan
strain_sample_98-kraken2_refseqV205_100GB-1.00	nan
strain_sample_98-kraken2_refseqV205_100GB-0.95	nan
strain_sample_98-kraken2_refseqV205_100GB-0.90	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.10	0.41650903060031597
mouse_sample_22-kraken2_refseqV205_100GB-0.05	0.41569221772223447
mouse_sample_22-kraken2_refseqV205_100GB-0.00	0.5423042478584295
mouse_sample_22-kraken2_refseqV205_100GB-0.40	1.0
mouse_sample_22-kraken2_refseqV205_100GB-0.30	0.4900003147137417
mouse_sample_22-kraken2_refseqV205_100GB-0.20	0.4110467091075275
mouse_sample_22-kraken2_refseqV205_100GB-0.25	0.40923891432074005
mouse_sample_22-kraken2_refseqV205_100GB-0.35	0.5670854460164715
mouse_sample_22-kraken2_refseqV205_100GB-0.15	0.41368456720710844
mouse_sample_22-kraken2_refseqV205_100GB-0.65	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.50	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.45	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.55	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.60	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.70	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.90	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.95	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.85	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.80	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.75	nan
