Sample name	Number of taxa
mouse_sample_56-kraken2_refseqV205_500GB-0.10	215
mouse_sample_56-kraken2_refseqV205_500GB-0.30	100
mouse_sample_56-kraken2_refseqV205_500GB-0.45	75
mouse_sample_56-kraken2_refseqV205_500GB-0.25	105
mouse_sample_56-kraken2_refseqV205_500GB-0.40	83
mouse_sample_56-kraken2_refseqV205_500GB-0.15	128
mouse_sample_56-kraken2_refseqV205_500GB-0.50	72
mouse_sample_56-kraken2_refseqV205_500GB-0.20	113
mouse_sample_56-kraken2_refseqV205_500GB-0.55	70
mouse_sample_56-kraken2_refseqV205_500GB-0.05	922
mouse_sample_56-kraken2_refseqV205_500GB-0.35	89
mouse_sample_56-kraken2_refseqV205_500GB-0.00	5041
mouse_sample_56-kraken2_refseqV205_500GB-0.75	9
mouse_sample_56-kraken2_refseqV205_500GB-0.60	57
mouse_sample_56-kraken2_refseqV205_500GB-0.70	20
mouse_sample_56-kraken2_refseqV205_500GB-0.90	0
mouse_sample_56-kraken2_refseqV205_500GB-0.85	0
mouse_sample_56-kraken2_refseqV205_500GB-0.80	2
mouse_sample_56-kraken2_refseqV205_500GB-0.95	0
mouse_sample_56-kraken2_refseqV205_500GB-1.00	0
mouse_sample_56-kraken2_refseqV205_500GB-0.65	47
strain_sample_71-kraken2_refseqV205_500GB-0.10	223
strain_sample_71-kraken2_refseqV205_500GB-0.05	930
strain_sample_71-kraken2_refseqV205_500GB-0.00	4769
strain_sample_71-kraken2_refseqV205_500GB-0.30	22
strain_sample_71-kraken2_refseqV205_500GB-0.20	36
strain_sample_71-kraken2_refseqV205_500GB-0.60	12
strain_sample_71-kraken2_refseqV205_500GB-0.25	27
strain_sample_71-kraken2_refseqV205_500GB-0.50	15
strain_sample_71-kraken2_refseqV205_500GB-0.65	11
strain_sample_71-kraken2_refseqV205_500GB-0.70	4
strain_sample_71-kraken2_refseqV205_500GB-0.55	15
strain_sample_71-kraken2_refseqV205_500GB-0.45	18
strain_sample_71-kraken2_refseqV205_500GB-0.40	20
strain_sample_71-kraken2_refseqV205_500GB-0.15	81
strain_sample_71-kraken2_refseqV205_500GB-0.35	21
strain_sample_71-kraken2_refseqV205_500GB-0.85	0
strain_sample_71-kraken2_refseqV205_500GB-0.95	0
strain_sample_71-kraken2_refseqV205_500GB-0.90	0
strain_sample_71-kraken2_refseqV205_500GB-1.00	0
strain_sample_71-kraken2_refseqV205_500GB-0.75	3
strain_sample_71-kraken2_refseqV205_500GB-0.80	0
strain_sample_47-kraken2_refseqV205_500GB-0.20	44
strain_sample_47-kraken2_refseqV205_500GB-0.25	34
strain_sample_47-kraken2_refseqV205_500GB-0.15	101
strain_sample_47-kraken2_refseqV205_500GB-0.10	231
strain_sample_47-kraken2_refseqV205_500GB-0.05	924
strain_sample_47-kraken2_refseqV205_500GB-0.00	4861
strain_sample_47-kraken2_refseqV205_500GB-0.35	30
strain_sample_47-kraken2_refseqV205_500GB-0.40	25
strain_sample_47-kraken2_refseqV205_500GB-0.55	15
strain_sample_47-kraken2_refseqV205_500GB-0.80	2
strain_sample_47-kraken2_refseqV205_500GB-0.75	2
strain_sample_47-kraken2_refseqV205_500GB-0.70	5
strain_sample_47-kraken2_refseqV205_500GB-0.45	19
strain_sample_47-kraken2_refseqV205_500GB-0.60	14
strain_sample_47-kraken2_refseqV205_500GB-0.65	9
strain_sample_47-kraken2_refseqV205_500GB-0.30	32
strain_sample_47-kraken2_refseqV205_500GB-0.85	0
strain_sample_47-kraken2_refseqV205_500GB-0.50	17
mouse_sample_60-kraken2_refseqV205_500GB-0.15	172
strain_sample_47-kraken2_refseqV205_500GB-0.90	0
mouse_sample_60-kraken2_refseqV205_500GB-0.20	137
strain_sample_47-kraken2_refseqV205_500GB-1.00	0
mouse_sample_60-kraken2_refseqV205_500GB-0.30	115
mouse_sample_60-kraken2_refseqV205_500GB-0.05	1097
mouse_sample_60-kraken2_refseqV205_500GB-0.10	254
mouse_sample_60-kraken2_refseqV205_500GB-0.40	99
strain_sample_47-kraken2_refseqV205_500GB-0.95	0
mouse_sample_60-kraken2_refseqV205_500GB-0.35	107
mouse_sample_60-kraken2_refseqV205_500GB-0.25	123
mouse_sample_60-kraken2_refseqV205_500GB-0.00	5067
mouse_sample_60-kraken2_refseqV205_500GB-0.45	95
mouse_sample_60-kraken2_refseqV205_500GB-0.55	85
mouse_sample_60-kraken2_refseqV205_500GB-0.50	89
mouse_sample_60-kraken2_refseqV205_500GB-0.75	16
mouse_sample_60-kraken2_refseqV205_500GB-0.80	6
mouse_sample_60-kraken2_refseqV205_500GB-0.70	35
mouse_sample_60-kraken2_refseqV205_500GB-1.00	0
mouse_sample_60-kraken2_refseqV205_500GB-0.65	62
mouse_sample_60-kraken2_refseqV205_500GB-0.90	0
mouse_sample_60-kraken2_refseqV205_500GB-0.85	1
mouse_sample_60-kraken2_refseqV205_500GB-0.60	76
mouse_sample_60-kraken2_refseqV205_500GB-0.95	0
mouse_sample_16-kraken2_refseqV205_500GB-0.20	72
mouse_sample_16-kraken2_refseqV205_500GB-0.10	170
mouse_sample_16-kraken2_refseqV205_500GB-0.40	52
mouse_sample_16-kraken2_refseqV205_500GB-0.35	53
mouse_sample_16-kraken2_refseqV205_500GB-0.25	62
mouse_sample_16-kraken2_refseqV205_500GB-0.30	57
mouse_sample_16-kraken2_refseqV205_500GB-0.45	50
mouse_sample_16-kraken2_refseqV205_500GB-0.15	98
mouse_sample_16-kraken2_refseqV205_500GB-0.55	46
mouse_sample_16-kraken2_refseqV205_500GB-0.05	836
mouse_sample_16-kraken2_refseqV205_500GB-0.50	49
mouse_sample_16-kraken2_refseqV205_500GB-0.00	4878
mouse_sample_16-kraken2_refseqV205_500GB-0.75	5
mouse_sample_16-kraken2_refseqV205_500GB-0.90	0
mouse_sample_16-kraken2_refseqV205_500GB-0.80	0
mouse_sample_16-kraken2_refseqV205_500GB-0.85	0
mouse_sample_16-kraken2_refseqV205_500GB-0.65	33
mouse_sample_16-kraken2_refseqV205_500GB-0.70	14
mouse_sample_16-kraken2_refseqV205_500GB-0.60	43
plant_sample_20-kraken2_refseqV205_500GB-0.10	544
plant_sample_20-kraken2_refseqV205_500GB-0.05	2030
mouse_sample_16-kraken2_refseqV205_500GB-1.00	0
mouse_sample_16-kraken2_refseqV205_500GB-0.95	0
plant_sample_20-kraken2_refseqV205_500GB-0.00	6335
plant_sample_20-kraken2_refseqV205_500GB-0.15	269
plant_sample_20-kraken2_refseqV205_500GB-0.30	126
plant_sample_20-kraken2_refseqV205_500GB-0.20	193
plant_sample_20-kraken2_refseqV205_500GB-0.35	107
plant_sample_20-kraken2_refseqV205_500GB-0.40	95
plant_sample_20-kraken2_refseqV205_500GB-0.25	152
plant_sample_20-kraken2_refseqV205_500GB-0.50	79
plant_sample_20-kraken2_refseqV205_500GB-0.55	72
plant_sample_20-kraken2_refseqV205_500GB-0.70	18
plant_sample_20-kraken2_refseqV205_500GB-0.45	87
plant_sample_20-kraken2_refseqV205_500GB-0.60	57
plant_sample_20-kraken2_refseqV205_500GB-0.65	33
plant_sample_20-kraken2_refseqV205_500GB-0.90	0
plant_sample_20-kraken2_refseqV205_500GB-0.75	12
plant_sample_20-kraken2_refseqV205_500GB-0.95	0
plant_sample_20-kraken2_refseqV205_500GB-0.85	0
strain_sample_31-kraken2_refseqV205_500GB-0.15	103
plant_sample_20-kraken2_refseqV205_500GB-0.80	3
strain_sample_31-kraken2_refseqV205_500GB-0.10	255
