Sample name	Proportion classified
strain_sample_87-kraken2_chocophlan-0.50	0.6026241198511783
strain_sample_87-kraken2_chocophlan-0.55	0.5241299388007545
strain_sample_87-kraken2_chocophlan-0.25	0.9036199080056936
strain_sample_87-kraken2_chocophlan-0.30	0.8564989094543423
strain_sample_87-kraken2_chocophlan-0.40	0.7359321263866346
strain_sample_87-kraken2_chocophlan-0.35	0.8001799084627185
strain_sample_87-kraken2_chocophlan-0.45	0.665316438645306
strain_sample_87-kraken2_chocophlan-0.20	0.9349807628587871
strain_sample_87-kraken2_chocophlan-0.10	0.9818749026566979
strain_sample_87-kraken2_chocophlan-0.15	0.9632546699227688
strain_sample_87-kraken2_chocophlan-0.05	0.9925888297095066
strain_sample_87-kraken2_chocophlan-0.00	0.9968620879183657
strain_sample_87-kraken2_chocophlan-0.70	0.2897722933450556
strain_sample_87-kraken2_chocophlan-0.80	0.15849060603308981
strain_sample_87-kraken2_chocophlan-0.60	0.44430091423025275
strain_sample_87-kraken2_chocophlan-0.75	0.22778032014595934
strain_sample_87-kraken2_chocophlan-0.65	0.36551282405923524
strain_sample_87-kraken2_chocophlan-0.85	0.10649507585711718
strain_sample_87-kraken2_chocophlan-0.90	0.07097995464628977
strain_sample_87-kraken2_chocophlan-0.95	0.043448637915389055
strain_sample_87-kraken2_chocophlan-1.00	0.024794654492164128
strain_sample_74-kraken2_chocophlan-0.10	0.9829514228907087
strain_sample_74-kraken2_chocophlan-0.05	0.9928460338174108
strain_sample_74-kraken2_chocophlan-0.00	0.9966212186178749
strain_sample_74-kraken2_chocophlan-0.50	0.6103079461870904
strain_sample_74-kraken2_chocophlan-0.35	0.8064595052536787
strain_sample_74-kraken2_chocophlan-0.60	0.45162511128892635
strain_sample_74-kraken2_chocophlan-0.55	0.5317145270397161
strain_sample_74-kraken2_chocophlan-0.45	0.672850820405589
strain_sample_74-kraken2_chocophlan-0.40	0.7429119132560849
strain_sample_74-kraken2_chocophlan-0.15	0.9653018179720311
strain_sample_74-kraken2_chocophlan-0.65	0.37224474459360424
strain_sample_74-kraken2_chocophlan-0.25	0.9078276792198673
strain_sample_74-kraken2_chocophlan-0.70	0.2958150556076548
strain_sample_74-kraken2_chocophlan-0.30	0.861841352095477
