Sample name	Aitchisons distance
plant_sample_20-kraken2_refseqV205_500GB-0.25	124.05641002732945
plant_sample_20-kraken2_refseqV205_500GB-0.15	140.7106114957082
plant_sample_20-kraken2_refseqV205_500GB-0.10	167.86025500469447
plant_sample_20-kraken2_refseqV205_500GB-0.00	373.5738957159828
plant_sample_20-kraken2_refseqV205_500GB-0.05	234.0793922076866
plant_sample_20-kraken2_refseqV205_500GB-0.20	129.10253962839394
plant_sample_20-kraken2_refseqV205_500GB-0.45	98.63230915432237
plant_sample_20-kraken2_refseqV205_500GB-0.50	90.44849138813527
plant_sample_20-kraken2_refseqV205_500GB-0.35	113.88130989625945
plant_sample_20-kraken2_refseqV205_500GB-0.40	106.42381280457353
plant_sample_20-kraken2_refseqV205_500GB-0.30	118.1601836110483
plant_sample_20-kraken2_refseqV205_500GB-0.55	74.18187468113507
plant_sample_20-kraken2_refseqV205_500GB-0.60	55.846352802926354
plant_sample_20-kraken2_refseqV205_500GB-0.65	38.118478858661874
plant_sample_20-kraken2_refseqV205_500GB-0.80	28.809761662416307
plant_sample_20-kraken2_refseqV205_500GB-0.75	30.200779304657022
plant_sample_20-kraken2_refseqV205_500GB-0.70	34.259493802354896
plant_sample_20-kraken2_refseqV205_500GB-0.85	28.809761662416307
plant_sample_20-kraken2_refseqV205_500GB-0.90	28.809761662416307
plant_sample_20-kraken2_refseqV205_500GB-1.00	28.809761662416307
plant_sample_20-kraken2_refseqV205_500GB-0.95	28.809761662416307
strain_sample_29-kraken2_refseqV205_500GB-0.10	84.36619906196817
strain_sample_29-kraken2_refseqV205_500GB-0.05	123.62258634006285
strain_sample_29-kraken2_refseqV205_500GB-0.00	234.25894816065755
strain_sample_29-kraken2_refseqV205_500GB-0.30	39.710493788788995
strain_sample_29-kraken2_refseqV205_500GB-0.20	45.2879286037853
strain_sample_29-kraken2_refseqV205_500GB-0.15	59.68928130771619
strain_sample_29-kraken2_refseqV205_500GB-0.35	35.27356336651963
strain_sample_29-kraken2_refseqV205_500GB-0.40	30.903040951763426
strain_sample_29-kraken2_refseqV205_500GB-0.25	41.30669969885009
strain_sample_29-kraken2_refseqV205_500GB-0.45	30.011193307359303
strain_sample_29-kraken2_refseqV205_500GB-0.50	22.482706977079488
strain_sample_29-kraken2_refseqV205_500GB-0.60	12.665080684388911
strain_sample_29-kraken2_refseqV205_500GB-0.55	20.069475728303196
strain_sample_29-kraken2_refseqV205_500GB-0.65	12.758248061176364
strain_sample_29-kraken2_refseqV205_500GB-0.70	14.500483909329382
strain_sample_29-kraken2_refseqV205_500GB-0.75	15.65977177789532
strain_sample_29-kraken2_refseqV205_500GB-0.90	15.65977177789532
strain_sample_29-kraken2_refseqV205_500GB-0.80	15.65977177789532
strain_sample_29-kraken2_refseqV205_500GB-0.85	15.65977177789532
strain_sample_29-kraken2_refseqV205_500GB-0.95	15.65977177789532
strain_sample_29-kraken2_refseqV205_500GB-1.00	15.65977177789532
plant_sample_9-kraken2_refseqV205_500GB-0.25	118.2530148014528
plant_sample_9-kraken2_refseqV205_500GB-0.20	123.06804487268683
plant_sample_9-kraken2_refseqV205_500GB-0.15	134.8387499191437
plant_sample_9-kraken2_refseqV205_500GB-0.10	159.41987927771936
plant_sample_9-kraken2_refseqV205_500GB-0.05	223.01053501295428
plant_sample_9-kraken2_refseqV205_500GB-0.00	368.3871998522398
plant_sample_9-kraken2_refseqV205_500GB-0.55	67.07434892200014
plant_sample_9-kraken2_refseqV205_500GB-0.45	94.39540738130508
plant_sample_9-kraken2_refseqV205_500GB-0.35	109.00408396076884
plant_sample_9-kraken2_refseqV205_500GB-0.50	82.33475805341632
plant_sample_9-kraken2_refseqV205_500GB-0.30	114.20481778892689
plant_sample_9-kraken2_refseqV205_500GB-0.40	102.99860858374032
plant_sample_9-kraken2_refseqV205_500GB-0.60	50.26458902149548
plant_sample_9-kraken2_refseqV205_500GB-0.80	26.29999677570734
plant_sample_9-kraken2_refseqV205_500GB-0.70	31.699271626525885
plant_sample_9-kraken2_refseqV205_500GB-0.85	26.29999677570734
plant_sample_9-kraken2_refseqV205_500GB-0.65	39.598281123263774
plant_sample_9-kraken2_refseqV205_500GB-0.75	30.498722639083265
plant_sample_9-kraken2_refseqV205_500GB-0.90	26.29999677570734
plant_sample_9-kraken2_refseqV205_500GB-1.00	26.29999677570734
plant_sample_9-kraken2_refseqV205_500GB-0.95	26.29999677570734
strain_sample_0-kraken2_refseqV205_500GB-0.10	86.59197362254216
strain_sample_0-kraken2_refseqV205_500GB-0.05	128.34858915903058
strain_sample_0-kraken2_refseqV205_500GB-0.00	236.22837073020364
strain_sample_0-kraken2_refseqV205_500GB-0.35	43.950864845816625
strain_sample_0-kraken2_refseqV205_500GB-0.30	45.49156978552315
strain_sample_0-kraken2_refseqV205_500GB-0.40	41.6767562853377
strain_sample_0-kraken2_refseqV205_500GB-0.25	46.981202053637475
strain_sample_0-kraken2_refseqV205_500GB-0.20	51.281566024609084
strain_sample_0-kraken2_refseqV205_500GB-0.15	61.774961096943265
strain_sample_0-kraken2_refseqV205_500GB-0.45	37.124829825852444
strain_sample_0-kraken2_refseqV205_500GB-0.55	30.413288239184713
strain_sample_0-kraken2_refseqV205_500GB-0.50	33.18534068148267
strain_sample_0-kraken2_refseqV205_500GB-0.60	22.923571287815477
strain_sample_0-kraken2_refseqV205_500GB-0.70	14.706637621242937
strain_sample_0-kraken2_refseqV205_500GB-0.65	20.98578739276744
strain_sample_0-kraken2_refseqV205_500GB-0.80	14.348066160531115
strain_sample_0-kraken2_refseqV205_500GB-0.85	14.348066160531115
strain_sample_0-kraken2_refseqV205_500GB-1.00	14.348066160531115
strain_sample_0-kraken2_refseqV205_500GB-0.75	14.348066160531115
strain_sample_0-kraken2_refseqV205_500GB-0.90	14.348066160531115
strain_sample_0-kraken2_refseqV205_500GB-0.95	14.348066160531115
plant_sample_17-kraken2_refseqV205_500GB-0.25	127.61744631232882
plant_sample_17-kraken2_refseqV205_500GB-0.20	132.42638569637776
plant_sample_17-kraken2_refseqV205_500GB-0.15	144.49196252083456
plant_sample_17-kraken2_refseqV205_500GB-0.10	172.00762094474825
plant_sample_17-kraken2_refseqV205_500GB-0.05	237.70004829197416
plant_sample_17-kraken2_refseqV205_500GB-0.00	376.26390756016593
plant_sample_17-kraken2_refseqV205_500GB-0.55	74.3773462389232
plant_sample_17-kraken2_refseqV205_500GB-0.35	116.970784805022
