Sample name	L1 distance
mouse_sample_32-kraken2_standard_0521-0.20	50541458.0
mouse_sample_32-kraken2_standard_0521-0.25	49552365.0
mouse_sample_32-kraken2_standard_0521-0.15	51605632.0
mouse_sample_32-kraken2_standard_0521-0.10	52563880.0
mouse_sample_32-kraken2_standard_0521-0.05	53561673.0
mouse_sample_32-kraken2_standard_0521-0.00	54951252.0
mouse_sample_32-kraken2_standard_0521-0.50	42682292.0
mouse_sample_32-kraken2_standard_0521-0.40	45408430.0
mouse_sample_32-kraken2_standard_0521-0.55	41210027.0
mouse_sample_32-kraken2_standard_0521-0.45	43923027.0
mouse_sample_32-kraken2_standard_0521-0.30	48252314.0
mouse_sample_32-kraken2_standard_0521-0.35	46859903.0
mouse_sample_32-kraken2_standard_0521-0.70	37226980.0
mouse_sample_32-kraken2_standard_0521-0.75	36274674.0
mouse_sample_32-kraken2_standard_0521-0.60	39786604.0
mouse_sample_32-kraken2_standard_0521-0.65	38451543.0
mouse_sample_32-kraken2_standard_0521-0.80	35261686.0
mouse_sample_32-kraken2_standard_0521-0.85	34534591.0
mouse_sample_32-kraken2_standard_0521-0.95	33696037.0
mouse_sample_32-kraken2_standard_0521-0.90	34056174.0
mouse_sample_32-kraken2_standard_0521-1.00	33460240.0
strain_sample_43-kraken2_standard_0521-0.10	2899089.0
strain_sample_43-kraken2_standard_0521-0.05	3095999.0
strain_sample_43-kraken2_standard_0521-0.00	3704186.0
strain_sample_43-kraken2_standard_0521-0.35	4542241.0
strain_sample_43-kraken2_standard_0521-0.30	3845035.0
strain_sample_43-kraken2_standard_0521-0.40	5318800.0
strain_sample_43-kraken2_standard_0521-0.20	2988709.0
strain_sample_43-kraken2_standard_0521-0.25	3306720.0
strain_sample_43-kraken2_standard_0521-0.15	2822341.0
strain_sample_43-kraken2_standard_0521-0.70	10333501.0
strain_sample_43-kraken2_standard_0521-0.45	6158089.0
strain_sample_43-kraken2_standard_0521-0.50	6887524.0
strain_sample_43-kraken2_standard_0521-0.60	8660435.0
strain_sample_43-kraken2_standard_0521-0.55	7770837.0
strain_sample_43-kraken2_standard_0521-0.65	9516073.0
strain_sample_43-kraken2_standard_0521-0.75	10993893.0
strain_sample_43-kraken2_standard_0521-0.80	11709697.0
strain_sample_43-kraken2_standard_0521-0.90	12599297.0
strain_sample_43-kraken2_standard_0521-0.95	12868331.0
strain_sample_43-kraken2_standard_0521-1.00	13055829.0
strain_sample_43-kraken2_standard_0521-0.85	12248907.0
strain_sample_31-kraken2_standard_0521-0.25	3018483.0
strain_sample_31-kraken2_standard_0521-0.15	2630545.0
strain_sample_31-kraken2_standard_0521-0.10	2545307.0
strain_sample_31-kraken2_standard_0521-0.20	2807840.0
strain_sample_31-kraken2_standard_0521-0.05	2598258.0
strain_sample_31-kraken2_standard_0521-0.00	2794376.0
strain_sample_31-kraken2_standard_0521-0.55	7398005.0
strain_sample_31-kraken2_standard_0521-0.50	6462086.0
strain_sample_31-kraken2_standard_0521-0.35	4011661.0
strain_sample_31-kraken2_standard_0521-0.45	5701758.0
strain_sample_31-kraken2_standard_0521-0.30	3305673.0
strain_sample_31-kraken2_standard_0521-0.40	4829359.0
strain_sample_31-kraken2_standard_0521-0.85	12175341.0
strain_sample_31-kraken2_standard_0521-0.75	10836381.0
strain_sample_31-kraken2_standard_0521-0.65	9260842.0
strain_sample_31-kraken2_standard_0521-0.70	10133222.0
strain_sample_31-kraken2_standard_0521-0.60	8344394.0
strain_sample_31-kraken2_standard_0521-0.80	11606245.0
strain_sample_31-kraken2_standard_0521-1.00	13045637.0
strain_sample_31-kraken2_standard_0521-0.95	12849391.0
strain_sample_31-kraken2_standard_0521-0.90	12556661.0
marine_sample_7-kraken2_standard_0521-0.10	13617777.0
marine_sample_7-kraken2_standard_0521-0.05	13745176.0
marine_sample_7-kraken2_standard_0521-0.00	14466479.0
marine_sample_7-kraken2_standard_0521-0.30	15890090.0
marine_sample_7-kraken2_standard_0521-0.20	14336628.0
marine_sample_7-kraken2_standard_0521-0.40	18497428.0
marine_sample_7-kraken2_standard_0521-0.25	14948410.0
marine_sample_7-kraken2_standard_0521-0.35	17092789.0
marine_sample_7-kraken2_standard_0521-0.15	13842835.0
marine_sample_7-kraken2_standard_0521-0.50	21379929.0
marine_sample_7-kraken2_standard_0521-0.45	20026948.0
marine_sample_7-kraken2_standard_0521-0.55	23033681.0
marine_sample_7-kraken2_standard_0521-0.65	26269198.0
marine_sample_7-kraken2_standard_0521-0.60	24676370.0
marine_sample_7-kraken2_standard_0521-0.70	27774537.0
marine_sample_7-kraken2_standard_0521-0.80	30363754.0
marine_sample_7-kraken2_standard_0521-0.85	31357604.0
marine_sample_7-kraken2_standard_0521-1.00	32854690.0
marine_sample_7-kraken2_standard_0521-0.90	32020682.0
marine_sample_7-kraken2_standard_0521-0.95	32522293.0
marine_sample_7-kraken2_standard_0521-0.75	29003420.0
mouse_sample_7-kraken2_standard_0521-0.20	49310758.0
mouse_sample_7-kraken2_standard_0521-0.15	50288346.0
mouse_sample_7-kraken2_standard_0521-0.25	48403443.0
mouse_sample_7-kraken2_standard_0521-0.10	51183589.0
mouse_sample_7-kraken2_standard_0521-0.05	52147518.0
mouse_sample_7-kraken2_standard_0521-0.00	53586073.0
mouse_sample_7-kraken2_standard_0521-0.50	42077990.0
mouse_sample_7-kraken2_standard_0521-0.35	45935139.0
mouse_sample_7-kraken2_standard_0521-0.45	43228593.0
mouse_sample_7-kraken2_standard_0521-0.30	47211959.0
mouse_sample_7-kraken2_standard_0521-0.55	40711168.0
mouse_sample_7-kraken2_standard_0521-0.40	44597406.0
mouse_sample_7-kraken2_standard_0521-0.70	36989937.0
mouse_sample_7-kraken2_standard_0521-0.80	35139368.0
mouse_sample_7-kraken2_standard_0521-0.60	39385959.0
mouse_sample_7-kraken2_standard_0521-0.65	38138252.0
mouse_sample_7-kraken2_standard_0521-0.75	36094117.0
mouse_sample_7-kraken2_standard_0521-0.85	34451872.0
mouse_sample_7-kraken2_standard_0521-0.95	33657641.0
mouse_sample_7-kraken2_standard_0521-0.90	33998490.0
mouse_sample_7-kraken2_standard_0521-1.00	33433967.0
strain_sample_6-kraken2_standard_0521-0.10	3631792.0
strain_sample_6-kraken2_standard_0521-0.05	3737928.0
strain_sample_6-kraken2_standard_0521-0.00	4109568.0
strain_sample_6-kraken2_standard_0521-0.40	5683291.0
strain_sample_6-kraken2_standard_0521-0.20	3983272.0
strain_sample_6-kraken2_standard_0521-0.25	4298201.0
strain_sample_6-kraken2_standard_0521-0.30	4754008.0
strain_sample_6-kraken2_standard_0521-0.35	5214844.0
strain_sample_6-kraken2_standard_0521-0.15	3735995.0
strain_sample_6-kraken2_standard_0521-0.65	9332738.0
strain_sample_6-kraken2_standard_0521-0.50	6650095.0
strain_sample_6-kraken2_standard_0521-0.55	7544678.0
strain_sample_6-kraken2_standard_0521-0.45	6132973.0
