Sample name	Number of taxa
strain_sample_29-kraken2_minikraken-0.05	222
strain_sample_29-kraken2_minikraken-0.15	29
strain_sample_29-kraken2_minikraken-0.10	72
strain_sample_29-kraken2_minikraken-0.25	18
strain_sample_29-kraken2_minikraken-0.35	14
strain_sample_29-kraken2_minikraken-0.20	20
strain_sample_29-kraken2_minikraken-0.40	14
strain_sample_29-kraken2_minikraken-0.30	17
strain_sample_29-kraken2_minikraken-0.00	961
strain_sample_29-kraken2_minikraken-0.45	8
strain_sample_29-kraken2_minikraken-0.50	5
strain_sample_29-kraken2_minikraken-0.55	4
strain_sample_29-kraken2_minikraken-0.65	0
strain_sample_29-kraken2_minikraken-0.80	0
strain_sample_29-kraken2_minikraken-0.95	0
strain_sample_29-kraken2_minikraken-0.85	0
strain_sample_29-kraken2_minikraken-0.60	1
strain_sample_29-kraken2_minikraken-0.90	0
strain_sample_29-kraken2_minikraken-0.75	0
strain_sample_29-kraken2_minikraken-1.00	0
mouse_sample_27-kraken2_minikraken-0.00	1277
strain_sample_29-kraken2_minikraken-0.70	0
mouse_sample_27-kraken2_minikraken-0.05	529
mouse_sample_27-kraken2_minikraken-0.10	147
mouse_sample_27-kraken2_minikraken-0.25	64
mouse_sample_27-kraken2_minikraken-0.35	42
mouse_sample_27-kraken2_minikraken-0.20	72
mouse_sample_27-kraken2_minikraken-0.45	22
mouse_sample_27-kraken2_minikraken-0.40	31
mouse_sample_27-kraken2_minikraken-0.15	90
mouse_sample_27-kraken2_minikraken-0.50	17
mouse_sample_27-kraken2_minikraken-0.30	50
mouse_sample_27-kraken2_minikraken-0.70	1
mouse_sample_27-kraken2_minikraken-0.55	10
mouse_sample_27-kraken2_minikraken-0.60	3
mouse_sample_27-kraken2_minikraken-0.65	2
mouse_sample_27-kraken2_minikraken-1.00	0
mouse_sample_27-kraken2_minikraken-0.95	0
mouse_sample_27-kraken2_minikraken-0.90	0
mouse_sample_27-kraken2_minikraken-0.85	0
mouse_sample_2-kraken2_minikraken-0.20	53
mouse_sample_2-kraken2_minikraken-0.15	70
mouse_sample_2-kraken2_minikraken-0.25	44
mouse_sample_27-kraken2_minikraken-0.80	1
mouse_sample_27-kraken2_minikraken-0.75	1
mouse_sample_2-kraken2_minikraken-0.05	458
mouse_sample_2-kraken2_minikraken-0.10	118
mouse_sample_2-kraken2_minikraken-0.00	1259
mouse_sample_2-kraken2_minikraken-0.45	16
mouse_sample_2-kraken2_minikraken-0.30	38
mouse_sample_2-kraken2_minikraken-0.80	0
mouse_sample_2-kraken2_minikraken-0.65	0
mouse_sample_2-kraken2_minikraken-0.70	0
mouse_sample_2-kraken2_minikraken-0.75	0
mouse_sample_2-kraken2_minikraken-0.85	0
mouse_sample_2-kraken2_minikraken-0.35	28
mouse_sample_2-kraken2_minikraken-0.40	23
mouse_sample_2-kraken2_minikraken-0.50	11
mouse_sample_2-kraken2_minikraken-0.55	4
mouse_sample_2-kraken2_minikraken-0.60	1
mouse_sample_2-kraken2_minikraken-1.00	0
mouse_sample_55-kraken2_minikraken-0.10	107
mouse_sample_55-kraken2_minikraken-0.15	76
mouse_sample_2-kraken2_minikraken-0.95	0
mouse_sample_2-kraken2_minikraken-0.90	0
mouse_sample_55-kraken2_minikraken-0.20	61
mouse_sample_55-kraken2_minikraken-0.05	337
mouse_sample_55-kraken2_minikraken-0.25	53
mouse_sample_55-kraken2_minikraken-0.00	1266
mouse_sample_55-kraken2_minikraken-0.35	30
mouse_sample_55-kraken2_minikraken-0.40	25
mouse_sample_55-kraken2_minikraken-0.30	39
mouse_sample_55-kraken2_minikraken-0.70	0
mouse_sample_55-kraken2_minikraken-0.75	0
mouse_sample_55-kraken2_minikraken-1.00	0
mouse_sample_55-kraken2_minikraken-0.65	0
mouse_sample_55-kraken2_minikraken-0.90	0
mouse_sample_55-kraken2_minikraken-0.95	0
mouse_sample_55-kraken2_minikraken-0.85	0
mouse_sample_55-kraken2_minikraken-0.45	19
mouse_sample_55-kraken2_minikraken-0.55	2
mouse_sample_55-kraken2_minikraken-0.80	0
mouse_sample_55-kraken2_minikraken-0.50	13
mouse_sample_55-kraken2_minikraken-0.60	0
mouse_sample_10-kraken2_minikraken-0.00	1264
mouse_sample_10-kraken2_minikraken-0.15	75
mouse_sample_10-kraken2_minikraken-0.10	113
mouse_sample_10-kraken2_minikraken-0.05	387
mouse_sample_10-kraken2_minikraken-0.20	59
mouse_sample_10-kraken2_minikraken-0.40	22
mouse_sample_10-kraken2_minikraken-0.25	49
mouse_sample_10-kraken2_minikraken-0.35	30
mouse_sample_10-kraken2_minikraken-0.45	17
mouse_sample_10-kraken2_minikraken-0.30	36
mouse_sample_10-kraken2_minikraken-0.55	7
mouse_sample_10-kraken2_minikraken-0.50	14
mouse_sample_10-kraken2_minikraken-0.85	0
mouse_sample_10-kraken2_minikraken-0.90	0
mouse_sample_62-kraken2_minikraken-0.10	143
mouse_sample_62-kraken2_minikraken-0.05	528
mouse_sample_10-kraken2_minikraken-0.75	0
mouse_sample_62-kraken2_minikraken-0.00	1256
mouse_sample_10-kraken2_minikraken-0.95	0
mouse_sample_10-kraken2_minikraken-0.70	1
mouse_sample_10-kraken2_minikraken-1.00	0
mouse_sample_10-kraken2_minikraken-0.65	2
mouse_sample_10-kraken2_minikraken-0.80	0
mouse_sample_10-kraken2_minikraken-0.60	3
mouse_sample_62-kraken2_minikraken-0.20	60
mouse_sample_62-kraken2_minikraken-0.25	48
mouse_sample_62-kraken2_minikraken-0.15	76
mouse_sample_62-kraken2_minikraken-0.30	42
mouse_sample_62-kraken2_minikraken-0.55	11
mouse_sample_62-kraken2_minikraken-0.50	19
mouse_sample_62-kraken2_minikraken-0.60	2
mouse_sample_62-kraken2_minikraken-0.40	28
mouse_sample_62-kraken2_minikraken-0.65	0
mouse_sample_62-kraken2_minikraken-0.70	0
mouse_sample_62-kraken2_minikraken-0.35	34
mouse_sample_62-kraken2_minikraken-0.45	21
mouse_sample_62-kraken2_minikraken-0.75	0
mouse_sample_62-kraken2_minikraken-0.85	0
mouse_sample_62-kraken2_minikraken-1.00	0
strain_sample_88-kraken2_minikraken-0.00	1011
mouse_sample_62-kraken2_minikraken-0.80	0
strain_sample_88-kraken2_minikraken-0.05	250
mouse_sample_62-kraken2_minikraken-0.90	0
strain_sample_88-kraken2_minikraken-0.10	80
mouse_sample_62-kraken2_minikraken-0.95	0
strain_sample_88-kraken2_minikraken-0.15	39
strain_sample_88-kraken2_minikraken-0.20	30
strain_sample_88-kraken2_minikraken-0.25	24
strain_sample_88-kraken2_minikraken-0.45	10
strain_sample_88-kraken2_minikraken-0.55	3
strain_sample_88-kraken2_minikraken-0.40	13
strain_sample_88-kraken2_minikraken-0.75	0
strain_sample_88-kraken2_minikraken-0.50	6
strain_sample_88-kraken2_minikraken-0.70	0
strain_sample_88-kraken2_minikraken-0.35	15
strain_sample_88-kraken2_minikraken-0.65	0
strain_sample_88-kraken2_minikraken-0.60	1
strain_sample_88-kraken2_minikraken-0.30	20
strain_sample_88-kraken2_minikraken-0.80	0
strain_sample_88-kraken2_minikraken-0.85	0
strain_sample_47-kraken2_minikraken-0.00	991
strain_sample_88-kraken2_minikraken-1.00	0
strain_sample_47-kraken2_minikraken-0.05	232
strain_sample_47-kraken2_minikraken-0.10	76
strain_sample_47-kraken2_minikraken-0.15	34
strain_sample_88-kraken2_minikraken-0.95	0
strain_sample_88-kraken2_minikraken-0.90	0
strain_sample_47-kraken2_minikraken-0.35	14
strain_sample_47-kraken2_minikraken-0.30	17
strain_sample_47-kraken2_minikraken-0.20	26
strain_sample_47-kraken2_minikraken-0.25	20
strain_sample_47-kraken2_minikraken-0.40	12
strain_sample_47-kraken2_minikraken-0.70	0
strain_sample_47-kraken2_minikraken-0.50	7
strain_sample_47-kraken2_minikraken-0.65	0
strain_sample_47-kraken2_minikraken-0.90	0
strain_sample_47-kraken2_minikraken-0.55	6
strain_sample_47-kraken2_minikraken-0.60	1
strain_sample_47-kraken2_minikraken-0.45	10
strain_sample_47-kraken2_minikraken-0.80	0
strain_sample_47-kraken2_minikraken-0.85	0
strain_sample_47-kraken2_minikraken-1.00	0
strain_sample_47-kraken2_minikraken-0.75	0
strain_sample_47-kraken2_minikraken-0.95	0
strain_sample_35-kraken2_minikraken-0.20	29
strain_sample_35-kraken2_minikraken-0.15	39
strain_sample_35-kraken2_minikraken-0.05	225
strain_sample_35-kraken2_minikraken-0.25	25
strain_sample_35-kraken2_minikraken-0.40	11
strain_sample_35-kraken2_minikraken-0.30	20
strain_sample_35-kraken2_minikraken-0.45	10
strain_sample_35-kraken2_minikraken-0.10	75
strain_sample_35-kraken2_minikraken-0.00	967
strain_sample_35-kraken2_minikraken-0.50	6
strain_sample_35-kraken2_minikraken-0.55	4
strain_sample_35-kraken2_minikraken-0.35	16
strain_sample_35-kraken2_minikraken-0.85	0
strain_sample_35-kraken2_minikraken-0.90	0
strain_sample_35-kraken2_minikraken-0.70	0
strain_sample_35-kraken2_minikraken-0.80	0
strain_sample_35-kraken2_minikraken-0.95	0
strain_sample_35-kraken2_minikraken-0.75	0
plant_sample_9-kraken2_minikraken-0.10	210
strain_sample_35-kraken2_minikraken-1.00	0
plant_sample_9-kraken2_minikraken-0.05	616
plant_sample_9-kraken2_minikraken-0.00	1279
strain_sample_35-kraken2_minikraken-0.60	1
strain_sample_35-kraken2_minikraken-0.65	0
plant_sample_9-kraken2_minikraken-0.35	30
plant_sample_9-kraken2_minikraken-0.15	85
plant_sample_9-kraken2_minikraken-0.30	43
plant_sample_9-kraken2_minikraken-0.25	53
plant_sample_9-kraken2_minikraken-0.50	11
plant_sample_9-kraken2_minikraken-0.20	61
plant_sample_9-kraken2_minikraken-0.55	6
plant_sample_9-kraken2_minikraken-0.70	1
plant_sample_9-kraken2_minikraken-0.45	18
plant_sample_9-kraken2_minikraken-0.60	2
plant_sample_9-kraken2_minikraken-0.40	24
plant_sample_9-kraken2_minikraken-0.65	1
plant_sample_9-kraken2_minikraken-0.75	0
plant_sample_9-kraken2_minikraken-0.95	0
plant_sample_9-kraken2_minikraken-1.00	0
plant_sample_9-kraken2_minikraken-0.90	0
plant_sample_9-kraken2_minikraken-0.85	0
strain_sample_70-kraken2_minikraken-0.05	219
strain_sample_70-kraken2_minikraken-0.00	964
strain_sample_70-kraken2_minikraken-0.10	70
strain_sample_70-kraken2_minikraken-0.15	35
strain_sample_70-kraken2_minikraken-0.25	19
strain_sample_70-kraken2_minikraken-0.20	20
plant_sample_9-kraken2_minikraken-0.80	0
strain_sample_70-kraken2_minikraken-0.65	0
strain_sample_70-kraken2_minikraken-0.50	6
strain_sample_70-kraken2_minikraken-0.40	11
strain_sample_70-kraken2_minikraken-0.80	0
strain_sample_70-kraken2_minikraken-0.60	1
strain_sample_70-kraken2_minikraken-0.70	0
strain_sample_70-kraken2_minikraken-0.75	0
strain_sample_70-kraken2_minikraken-0.55	3
strain_sample_70-kraken2_minikraken-0.35	12
strain_sample_70-kraken2_minikraken-0.45	9
strain_sample_70-kraken2_minikraken-0.30	15
strain_sample_70-kraken2_minikraken-0.85	0
strain_sample_70-kraken2_minikraken-0.95	0
strain_sample_70-kraken2_minikraken-1.00	0
strain_sample_70-kraken2_minikraken-0.90	0
strain_sample_94-kraken2_minikraken-0.10	74
strain_sample_94-kraken2_minikraken-0.20	25
strain_sample_94-kraken2_minikraken-0.05	234
strain_sample_94-kraken2_minikraken-0.15	38
strain_sample_94-kraken2_minikraken-0.25	22
strain_sample_94-kraken2_minikraken-0.40	12
strain_sample_94-kraken2_minikraken-0.30	20
strain_sample_94-kraken2_minikraken-0.35	13
strain_sample_94-kraken2_minikraken-0.00	988
strain_sample_94-kraken2_minikraken-0.60	0
strain_sample_94-kraken2_minikraken-0.45	9
strain_sample_94-kraken2_minikraken-0.70	0
strain_sample_94-kraken2_minikraken-0.80	0
strain_sample_94-kraken2_minikraken-0.50	7
strain_sample_94-kraken2_minikraken-1.00	0
strain_sample_94-kraken2_minikraken-0.55	2
strain_sample_94-kraken2_minikraken-0.95	0
strain_sample_94-kraken2_minikraken-0.65	0
strain_sample_94-kraken2_minikraken-0.85	0
strain_sample_94-kraken2_minikraken-0.75	0
strain_sample_94-kraken2_minikraken-0.90	0
marine_sample_3-kraken2_minikraken-0.15	271
marine_sample_3-kraken2_minikraken-0.40	231
marine_sample_3-kraken2_minikraken-0.20	257
marine_sample_3-kraken2_minikraken-0.10	349
marine_sample_3-kraken2_minikraken-0.00	1244
marine_sample_3-kraken2_minikraken-0.05	734
marine_sample_3-kraken2_minikraken-0.55	42
marine_sample_3-kraken2_minikraken-0.35	236
marine_sample_3-kraken2_minikraken-0.25	247
marine_sample_3-kraken2_minikraken-0.50	143
marine_sample_3-kraken2_minikraken-0.30	244
marine_sample_3-kraken2_minikraken-0.45	209
marine_sample_3-kraken2_minikraken-0.60	6
marine_sample_3-kraken2_minikraken-0.70	0
marine_sample_3-kraken2_minikraken-0.80	0
marine_sample_3-kraken2_minikraken-0.85	0
marine_sample_3-kraken2_minikraken-0.95	0
marine_sample_3-kraken2_minikraken-0.75	0
marine_sample_3-kraken2_minikraken-0.65	1
strain_sample_55-kraken2_minikraken-0.10	72
marine_sample_3-kraken2_minikraken-1.00	0
