Sample name	Number of taxa
strain_sample_98-kraken2_refseqV205_100GB-0.15	17
strain_sample_98-kraken2_refseqV205_100GB-0.55	0
strain_sample_98-kraken2_refseqV205_100GB-0.40	0
strain_sample_98-kraken2_refseqV205_100GB-0.50	0
strain_sample_98-kraken2_refseqV205_100GB-0.10	38
strain_sample_98-kraken2_refseqV205_100GB-0.35	1
strain_sample_98-kraken2_refseqV205_100GB-0.05	269
strain_sample_98-kraken2_refseqV205_100GB-0.00	1004
strain_sample_98-kraken2_refseqV205_100GB-0.30	7
strain_sample_98-kraken2_refseqV205_100GB-0.25	13
strain_sample_98-kraken2_refseqV205_100GB-0.45	0
strain_sample_98-kraken2_refseqV205_100GB-0.20	13
strain_sample_98-kraken2_refseqV205_100GB-0.80	0
strain_sample_98-kraken2_refseqV205_100GB-0.90	0
strain_sample_98-kraken2_refseqV205_100GB-1.00	0
mouse_sample_22-kraken2_refseqV205_100GB-0.00	1255
strain_sample_98-kraken2_refseqV205_100GB-0.75	0
strain_sample_98-kraken2_refseqV205_100GB-0.70	0
strain_sample_98-kraken2_refseqV205_100GB-0.95	0
mouse_sample_22-kraken2_refseqV205_100GB-0.10	115
strain_sample_98-kraken2_refseqV205_100GB-0.65	0
strain_sample_98-kraken2_refseqV205_100GB-0.85	0
mouse_sample_22-kraken2_refseqV205_100GB-0.05	415
strain_sample_98-kraken2_refseqV205_100GB-0.60	0
mouse_sample_22-kraken2_refseqV205_100GB-0.35	7
mouse_sample_22-kraken2_refseqV205_100GB-0.45	0
mouse_sample_22-kraken2_refseqV205_100GB-0.70	0
mouse_sample_22-kraken2_refseqV205_100GB-0.65	0
mouse_sample_22-kraken2_refseqV205_100GB-0.40	1
mouse_sample_22-kraken2_refseqV205_100GB-0.30	37
mouse_sample_22-kraken2_refseqV205_100GB-0.50	0
mouse_sample_22-kraken2_refseqV205_100GB-0.25	78
mouse_sample_22-kraken2_refseqV205_100GB-0.20	85
mouse_sample_22-kraken2_refseqV205_100GB-0.60	0
mouse_sample_22-kraken2_refseqV205_100GB-0.15	96
mouse_sample_22-kraken2_refseqV205_100GB-0.55	0
mouse_sample_22-kraken2_refseqV205_100GB-0.80	0
plant_sample_14-kraken2_refseqV205_100GB-0.15	82
mouse_sample_22-kraken2_refseqV205_100GB-0.75	0
plant_sample_14-kraken2_refseqV205_100GB-0.25	37
plant_sample_14-kraken2_refseqV205_100GB-0.10	140
plant_sample_14-kraken2_refseqV205_100GB-0.20	54
mouse_sample_22-kraken2_refseqV205_100GB-0.95	0
mouse_sample_22-kraken2_refseqV205_100GB-0.85	0
mouse_sample_22-kraken2_refseqV205_100GB-1.00	0
plant_sample_14-kraken2_refseqV205_100GB-0.00	1268
mouse_sample_22-kraken2_refseqV205_100GB-0.90	0
plant_sample_14-kraken2_refseqV205_100GB-0.05	745
plant_sample_14-kraken2_refseqV205_100GB-0.30	18
plant_sample_14-kraken2_refseqV205_100GB-0.80	0
plant_sample_14-kraken2_refseqV205_100GB-0.60	0
plant_sample_14-kraken2_refseqV205_100GB-0.65	0
plant_sample_14-kraken2_refseqV205_100GB-0.70	0
plant_sample_14-kraken2_refseqV205_100GB-0.55	0
plant_sample_14-kraken2_refseqV205_100GB-0.35	6
plant_sample_14-kraken2_refseqV205_100GB-0.40	0
plant_sample_14-kraken2_refseqV205_100GB-0.50	0
plant_sample_14-kraken2_refseqV205_100GB-0.45	0
plant_sample_14-kraken2_refseqV205_100GB-0.75	0
plant_sample_14-kraken2_refseqV205_100GB-0.85	0
strain_sample_82-kraken2_refseqV205_100GB-0.05	264
plant_sample_14-kraken2_refseqV205_100GB-0.90	0
strain_sample_82-kraken2_refseqV205_100GB-0.00	1024
plant_sample_14-kraken2_refseqV205_100GB-1.00	0
plant_sample_14-kraken2_refseqV205_100GB-0.95	0
strain_sample_82-kraken2_refseqV205_100GB-0.40	0
strain_sample_82-kraken2_refseqV205_100GB-0.25	10
strain_sample_82-kraken2_refseqV205_100GB-0.15	15
strain_sample_82-kraken2_refseqV205_100GB-0.30	5
strain_sample_82-kraken2_refseqV205_100GB-0.20	14
strain_sample_82-kraken2_refseqV205_100GB-0.35	0
strain_sample_82-kraken2_refseqV205_100GB-0.10	30
strain_sample_82-kraken2_refseqV205_100GB-0.55	0
strain_sample_82-kraken2_refseqV205_100GB-0.60	0
strain_sample_82-kraken2_refseqV205_100GB-0.45	0
strain_sample_82-kraken2_refseqV205_100GB-0.90	0
strain_sample_82-kraken2_refseqV205_100GB-0.85	0
strain_sample_82-kraken2_refseqV205_100GB-1.00	0
strain_sample_82-kraken2_refseqV205_100GB-0.80	0
strain_sample_82-kraken2_refseqV205_100GB-0.65	0
strain_sample_82-kraken2_refseqV205_100GB-0.95	0
strain_sample_82-kraken2_refseqV205_100GB-0.50	0
strain_sample_82-kraken2_refseqV205_100GB-0.75	0
strain_sample_82-kraken2_refseqV205_100GB-0.70	0
mouse_sample_38-kraken2_refseqV205_100GB-0.15	66
mouse_sample_38-kraken2_refseqV205_100GB-0.10	88
mouse_sample_38-kraken2_refseqV205_100GB-0.55	0
mouse_sample_38-kraken2_refseqV205_100GB-0.05	435
mouse_sample_38-kraken2_refseqV205_100GB-0.40	0
mouse_sample_38-kraken2_refseqV205_100GB-0.50	0
mouse_sample_38-kraken2_refseqV205_100GB-0.25	54
mouse_sample_38-kraken2_refseqV205_100GB-0.45	0
mouse_sample_38-kraken2_refseqV205_100GB-0.35	7
mouse_sample_38-kraken2_refseqV205_100GB-0.20	56
mouse_sample_38-kraken2_refseqV205_100GB-0.30	31
mouse_sample_38-kraken2_refseqV205_100GB-0.00	1249
mouse_sample_38-kraken2_refseqV205_100GB-0.60	0
mouse_sample_38-kraken2_refseqV205_100GB-0.65	0
mouse_sample_38-kraken2_refseqV205_100GB-0.75	0
mouse_sample_38-kraken2_refseqV205_100GB-0.90	0
mouse_sample_38-kraken2_refseqV205_100GB-0.95	0
mouse_sample_38-kraken2_refseqV205_100GB-1.00	0
mouse_sample_38-kraken2_refseqV205_100GB-0.85	0
plant_sample_2-kraken2_refseqV205_100GB-0.00	1271
mouse_sample_38-kraken2_refseqV205_100GB-0.70	0
plant_sample_2-kraken2_refseqV205_100GB-0.05	777
mouse_sample_38-kraken2_refseqV205_100GB-0.80	0
plant_sample_2-kraken2_refseqV205_100GB-0.10	117
plant_sample_2-kraken2_refseqV205_100GB-0.15	59
