Sample name	F1 score reads
strain_sample_98-kraken2_refseqV205_100GB-0.10	0.22121071706884063
strain_sample_98-kraken2_refseqV205_100GB-0.25	0.0010699853783682296
strain_sample_98-kraken2_refseqV205_100GB-0.15	0.04985462929775162
strain_sample_98-kraken2_refseqV205_100GB-0.20	0.00716592281448524
strain_sample_98-kraken2_refseqV205_100GB-0.05	0.5632778801468271
strain_sample_98-kraken2_refseqV205_100GB-0.00	0.8860794980725217
strain_sample_98-kraken2_refseqV205_100GB-0.35	1.5025432422554227e-07
strain_sample_98-kraken2_refseqV205_100GB-0.50	0
strain_sample_98-kraken2_refseqV205_100GB-0.55	0
strain_sample_98-kraken2_refseqV205_100GB-0.45	0
strain_sample_98-kraken2_refseqV205_100GB-0.40	0
strain_sample_98-kraken2_refseqV205_100GB-0.30	8.564130386931917e-05
strain_sample_98-kraken2_refseqV205_100GB-0.60	0
strain_sample_98-kraken2_refseqV205_100GB-0.75	0
strain_sample_98-kraken2_refseqV205_100GB-0.65	0
strain_sample_98-kraken2_refseqV205_100GB-0.70	0
strain_sample_98-kraken2_refseqV205_100GB-0.85	0
strain_sample_98-kraken2_refseqV205_100GB-0.80	0
strain_sample_98-kraken2_refseqV205_100GB-1.00	0
strain_sample_98-kraken2_refseqV205_100GB-0.95	0
strain_sample_98-kraken2_refseqV205_100GB-0.90	0
mouse_sample_22-kraken2_refseqV205_100GB-0.10	0.1404654543395051
mouse_sample_22-kraken2_refseqV205_100GB-0.05	0.3883983264374544
mouse_sample_22-kraken2_refseqV205_100GB-0.00	0.6056937454605577
mouse_sample_22-kraken2_refseqV205_100GB-0.40	6.013611147334766e-08
mouse_sample_22-kraken2_refseqV205_100GB-0.20	0.004028853273315129
mouse_sample_22-kraken2_refseqV205_100GB-0.25	0.0006149137132700634
mouse_sample_22-kraken2_refseqV205_100GB-0.30	5.303811588407384e-05
mouse_sample_22-kraken2_refseqV205_100GB-0.15	0.029203405427220906
mouse_sample_22-kraken2_refseqV205_100GB-0.35	3.487886704780248e-06
mouse_sample_22-kraken2_refseqV205_100GB-0.45	0
mouse_sample_22-kraken2_refseqV205_100GB-0.50	0
mouse_sample_22-kraken2_refseqV205_100GB-0.55	0
mouse_sample_22-kraken2_refseqV205_100GB-0.60	0
mouse_sample_22-kraken2_refseqV205_100GB-0.65	0
mouse_sample_22-kraken2_refseqV205_100GB-0.70	0
mouse_sample_22-kraken2_refseqV205_100GB-0.95	0
mouse_sample_22-kraken2_refseqV205_100GB-0.90	0
mouse_sample_22-kraken2_refseqV205_100GB-0.75	0
mouse_sample_22-kraken2_refseqV205_100GB-0.85	0
mouse_sample_22-kraken2_refseqV205_100GB-0.80	0
mouse_sample_22-kraken2_refseqV205_100GB-1.00	0
plant_sample_14-kraken2_refseqV205_100GB-0.10	0.1273225306615247
plant_sample_14-kraken2_refseqV205_100GB-0.25	0.00041249903301770075
plant_sample_14-kraken2_refseqV205_100GB-0.15	0.02336097489455002
plant_sample_14-kraken2_refseqV205_100GB-0.20	0.002966103918909617
plant_sample_14-kraken2_refseqV205_100GB-0.05	0.4079412009955064
plant_sample_14-kraken2_refseqV205_100GB-0.00	0.6241428799939555
plant_sample_14-kraken2_refseqV205_100GB-0.45	0
plant_sample_14-kraken2_refseqV205_100GB-0.40	0
plant_sample_14-kraken2_refseqV205_100GB-0.55	0
plant_sample_14-kraken2_refseqV205_100GB-0.50	0
plant_sample_14-kraken2_refseqV205_100GB-0.35	1.0212473208402545e-06
plant_sample_14-kraken2_refseqV205_100GB-0.30	2.8654602438266374e-05
plant_sample_14-kraken2_refseqV205_100GB-0.60	0
plant_sample_14-kraken2_refseqV205_100GB-0.85	0
plant_sample_14-kraken2_refseqV205_100GB-0.75	0
plant_sample_14-kraken2_refseqV205_100GB-0.70	0
plant_sample_14-kraken2_refseqV205_100GB-0.65	0
plant_sample_14-kraken2_refseqV205_100GB-0.80	0
plant_sample_14-kraken2_refseqV205_100GB-0.90	0
plant_sample_14-kraken2_refseqV205_100GB-0.95	0
strain_sample_82-kraken2_refseqV205_100GB-0.10	0.22461876815003892
plant_sample_14-kraken2_refseqV205_100GB-1.00	0
strain_sample_82-kraken2_refseqV205_100GB-0.05	0.5694176285861138
strain_sample_82-kraken2_refseqV205_100GB-0.00	0.8733438204004349
strain_sample_82-kraken2_refseqV205_100GB-0.20	0.007310742578635526
strain_sample_82-kraken2_refseqV205_100GB-0.15	0.05017859063603003
strain_sample_82-kraken2_refseqV205_100GB-0.25	0.0011223906876577214
strain_sample_82-kraken2_refseqV205_100GB-0.40	0
strain_sample_82-kraken2_refseqV205_100GB-0.35	0
strain_sample_82-kraken2_refseqV205_100GB-0.30	7.620799250486125e-05
strain_sample_82-kraken2_refseqV205_100GB-0.65	0
strain_sample_82-kraken2_refseqV205_100GB-0.55	0
strain_sample_82-kraken2_refseqV205_100GB-0.70	0
strain_sample_82-kraken2_refseqV205_100GB-0.60	0
strain_sample_82-kraken2_refseqV205_100GB-0.45	0
strain_sample_82-kraken2_refseqV205_100GB-0.50	0
strain_sample_82-kraken2_refseqV205_100GB-1.00	0
strain_sample_82-kraken2_refseqV205_100GB-0.90	0
strain_sample_82-kraken2_refseqV205_100GB-0.80	0
strain_sample_82-kraken2_refseqV205_100GB-0.85	0
strain_sample_82-kraken2_refseqV205_100GB-0.75	0
strain_sample_82-kraken2_refseqV205_100GB-0.95	0
mouse_sample_38-kraken2_refseqV205_100GB-0.15	0.008421680851344948
mouse_sample_38-kraken2_refseqV205_100GB-0.25	0.00016752926265136596
mouse_sample_38-kraken2_refseqV205_100GB-0.20	0.0011092209466992565
mouse_sample_38-kraken2_refseqV205_100GB-0.10	0.04077718754258238
mouse_sample_38-kraken2_refseqV205_100GB-0.05	0.11416908172349098
mouse_sample_38-kraken2_refseqV205_100GB-0.00	0.49815355310402726
mouse_sample_38-kraken2_refseqV205_100GB-0.45	0
mouse_sample_38-kraken2_refseqV205_100GB-0.40	0
mouse_sample_38-kraken2_refseqV205_100GB-0.50	0
mouse_sample_38-kraken2_refseqV205_100GB-0.55	0
mouse_sample_38-kraken2_refseqV205_100GB-0.30	1.3017131931705618e-05
mouse_sample_38-kraken2_refseqV205_100GB-0.35	1.3861283924324743e-06
mouse_sample_38-kraken2_refseqV205_100GB-0.60	0
mouse_sample_38-kraken2_refseqV205_100GB-0.65	0
