Sample name	Shannon diversity
strain_sample_98-kraken2_refseqV205_100GB-0.10	2.0541317343349004
strain_sample_98-kraken2_refseqV205_100GB-0.25	1.5038539065052705
strain_sample_98-kraken2_refseqV205_100GB-0.20	1.7993997011583294
strain_sample_98-kraken2_refseqV205_100GB-0.15	1.9706803098504289
strain_sample_98-kraken2_refseqV205_100GB-0.05	2.2659906862143506
strain_sample_98-kraken2_refseqV205_100GB-0.00	2.3018298624500373
strain_sample_98-kraken2_refseqV205_100GB-0.35	-0.0
strain_sample_98-kraken2_refseqV205_100GB-0.30	0.48063226606599696
strain_sample_98-kraken2_refseqV205_100GB-0.55	nan
strain_sample_98-kraken2_refseqV205_100GB-0.50	nan
strain_sample_98-kraken2_refseqV205_100GB-0.40	nan
strain_sample_98-kraken2_refseqV205_100GB-0.45	nan
strain_sample_98-kraken2_refseqV205_100GB-0.60	nan
strain_sample_98-kraken2_refseqV205_100GB-0.75	nan
strain_sample_98-kraken2_refseqV205_100GB-0.65	nan
strain_sample_98-kraken2_refseqV205_100GB-0.70	nan
strain_sample_98-kraken2_refseqV205_100GB-0.80	nan
strain_sample_98-kraken2_refseqV205_100GB-0.85	nan
strain_sample_98-kraken2_refseqV205_100GB-1.00	nan
strain_sample_98-kraken2_refseqV205_100GB-0.95	nan
strain_sample_98-kraken2_refseqV205_100GB-0.90	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.10	3.668659127404523
mouse_sample_22-kraken2_refseqV205_100GB-0.05	3.7308431356898697
mouse_sample_22-kraken2_refseqV205_100GB-0.00	2.4031031309306368
mouse_sample_22-kraken2_refseqV205_100GB-0.40	-0.0
mouse_sample_22-kraken2_refseqV205_100GB-0.20	3.6772809920265312
mouse_sample_22-kraken2_refseqV205_100GB-0.30	3.032024984220918
mouse_sample_22-kraken2_refseqV205_100GB-0.25	3.6734163715962778
mouse_sample_22-kraken2_refseqV205_100GB-0.35	2.1586577534872373
mouse_sample_22-kraken2_refseqV205_100GB-0.15	3.6730634974597716
mouse_sample_22-kraken2_refseqV205_100GB-0.65	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.55	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.50	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.45	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.60	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.70	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.90	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.95	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.85	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.80	nan
mouse_sample_22-kraken2_refseqV205_100GB-0.75	nan
mouse_sample_22-kraken2_refseqV205_100GB-1.00	nan
plant_sample_14-kraken2_refseqV205_100GB-0.10	2.772731232878343
plant_sample_14-kraken2_refseqV205_100GB-0.25	2.516002705647649
plant_sample_14-kraken2_refseqV205_100GB-0.15	2.7821675162650528
plant_sample_14-kraken2_refseqV205_100GB-0.20	2.668923480066974
plant_sample_14-kraken2_refseqV205_100GB-0.05	2.763601106189757
plant_sample_14-kraken2_refseqV205_100GB-0.00	2.5817839766135657
plant_sample_14-kraken2_refseqV205_100GB-0.40	nan
plant_sample_14-kraken2_refseqV205_100GB-0.45	nan
plant_sample_14-kraken2_refseqV205_100GB-0.35	1.731360029190912
plant_sample_14-kraken2_refseqV205_100GB-0.30	2.4354658987079434
plant_sample_14-kraken2_refseqV205_100GB-0.50	nan
plant_sample_14-kraken2_refseqV205_100GB-0.55	nan
plant_sample_14-kraken2_refseqV205_100GB-0.60	nan
plant_sample_14-kraken2_refseqV205_100GB-0.70	nan
plant_sample_14-kraken2_refseqV205_100GB-0.80	nan
plant_sample_14-kraken2_refseqV205_100GB-0.65	nan
plant_sample_14-kraken2_refseqV205_100GB-0.85	nan
plant_sample_14-kraken2_refseqV205_100GB-0.75	nan
plant_sample_14-kraken2_refseqV205_100GB-0.90	nan
plant_sample_14-kraken2_refseqV205_100GB-0.95	nan
strain_sample_82-kraken2_refseqV205_100GB-0.10	2.0773544989249575
plant_sample_14-kraken2_refseqV205_100GB-1.00	nan
strain_sample_82-kraken2_refseqV205_100GB-0.05	2.3662728309203667
strain_sample_82-kraken2_refseqV205_100GB-0.00	2.0820342362723716
strain_sample_82-kraken2_refseqV205_100GB-0.30	0.29657393551929806
strain_sample_82-kraken2_refseqV205_100GB-0.25	1.8595945054742298
strain_sample_82-kraken2_refseqV205_100GB-0.20	1.8199027780982358
strain_sample_82-kraken2_refseqV205_100GB-0.15	1.9184730213902648
strain_sample_82-kraken2_refseqV205_100GB-0.35	nan
strain_sample_82-kraken2_refseqV205_100GB-0.40	nan
strain_sample_82-kraken2_refseqV205_100GB-0.60	nan
strain_sample_82-kraken2_refseqV205_100GB-0.70	nan
strain_sample_82-kraken2_refseqV205_100GB-0.45	nan
strain_sample_82-kraken2_refseqV205_100GB-0.55	nan
strain_sample_82-kraken2_refseqV205_100GB-0.50	nan
strain_sample_82-kraken2_refseqV205_100GB-0.65	nan
strain_sample_82-kraken2_refseqV205_100GB-0.75	nan
strain_sample_82-kraken2_refseqV205_100GB-1.00	nan
strain_sample_82-kraken2_refseqV205_100GB-0.90	nan
strain_sample_82-kraken2_refseqV205_100GB-0.95	nan
strain_sample_82-kraken2_refseqV205_100GB-0.85	nan
