Sample name	Precision reads
strain_sample_87-kraken2_chocophlan-0.50	0.9385286384417851
strain_sample_87-kraken2_chocophlan-0.55	0.9389218880934246
strain_sample_87-kraken2_chocophlan-0.25	0.8861278606227674
strain_sample_87-kraken2_chocophlan-0.30	0.88821563271351
strain_sample_87-kraken2_chocophlan-0.40	0.9388656649462439
strain_sample_87-kraken2_chocophlan-0.35	0.9095327923853319
strain_sample_87-kraken2_chocophlan-0.45	0.9406681194605079
strain_sample_87-kraken2_chocophlan-0.20	0.8902172159190536
strain_sample_87-kraken2_chocophlan-0.10	0.8798233635010541
strain_sample_87-kraken2_chocophlan-0.15	0.8889290514337833
strain_sample_87-kraken2_chocophlan-0.05	0.859426067930557
strain_sample_87-kraken2_chocophlan-0.00	0.8169123581336221
strain_sample_87-kraken2_chocophlan-0.70	0.9708077840375245
strain_sample_87-kraken2_chocophlan-0.80	0.9718264769365829
strain_sample_87-kraken2_chocophlan-0.60	0.943023083285694
strain_sample_87-kraken2_chocophlan-0.75	0.9716087068436372
strain_sample_87-kraken2_chocophlan-0.65	0.9535342899595379
strain_sample_87-kraken2_chocophlan-0.90	0.973245138873445
strain_sample_87-kraken2_chocophlan-0.85	0.9722597494265043
strain_sample_87-kraken2_chocophlan-0.95	0.974388252228312
strain_sample_87-kraken2_chocophlan-1.00	0.9780266420901369
strain_sample_74-kraken2_chocophlan-0.10	0.9256536485912908
strain_sample_74-kraken2_chocophlan-0.05	0.9129576004650388
strain_sample_74-kraken2_chocophlan-0.00	0.8906466216690357
strain_sample_74-kraken2_chocophlan-0.50	0.964907424285858
strain_sample_74-kraken2_chocophlan-0.35	0.9590441168183267
strain_sample_74-kraken2_chocophlan-0.60	0.9749715657799359
strain_sample_74-kraken2_chocophlan-0.55	0.9747789295942748
strain_sample_74-kraken2_chocophlan-0.45	0.9598269399478985
strain_sample_74-kraken2_chocophlan-0.40	0.9575257874561328
strain_sample_74-kraken2_chocophlan-0.15	0.9369498128718837
strain_sample_74-kraken2_chocophlan-0.65	0.977507141206705
strain_sample_74-kraken2_chocophlan-0.25	0.9596966698054973
strain_sample_74-kraken2_chocophlan-0.70	0.9833860172861602
strain_sample_74-kraken2_chocophlan-0.30	0.963208144059257
strain_sample_74-kraken2_chocophlan-0.20	0.9483348800669604
strain_sample_74-kraken2_chocophlan-0.90	0.9944438962010848
strain_sample_74-kraken2_chocophlan-0.80	0.9941380262364531
strain_sample_74-kraken2_chocophlan-0.85	0.9943455267694649
strain_sample_74-kraken2_chocophlan-0.95	0.9952531221076071
strain_sample_74-kraken2_chocophlan-1.00	0.9960234364674958
strain_sample_74-kraken2_chocophlan-0.75	0.9938888464436065
mouse_sample_37-kraken2_chocophlan-0.25	0.0
mouse_sample_37-kraken2_chocophlan-0.20	0.0
mouse_sample_37-kraken2_chocophlan-0.15	0.0
mouse_sample_37-kraken2_chocophlan-0.10	0.0
mouse_sample_37-kraken2_chocophlan-0.05	0.0
mouse_sample_37-kraken2_chocophlan-0.00	0.0
mouse_sample_37-kraken2_chocophlan-0.40	0.0
mouse_sample_37-kraken2_chocophlan-0.45	0.0
mouse_sample_37-kraken2_chocophlan-0.30	0.0
mouse_sample_37-kraken2_chocophlan-0.65	0.0
mouse_sample_37-kraken2_chocophlan-0.80	0.0
mouse_sample_37-kraken2_chocophlan-0.50	0.0
mouse_sample_37-kraken2_chocophlan-0.60	0.0
mouse_sample_37-kraken2_chocophlan-0.70	0.0
mouse_sample_37-kraken2_chocophlan-0.55	0.0
mouse_sample_37-kraken2_chocophlan-0.35	0.0
mouse_sample_37-kraken2_chocophlan-0.75	0.0
mouse_sample_37-kraken2_chocophlan-0.85	0.0
mouse_sample_37-kraken2_chocophlan-0.90	0.0
mouse_sample_37-kraken2_chocophlan-0.95	0.0
mouse_sample_37-kraken2_chocophlan-1.00	0.0
plant_sample_0-kraken2_chocophlan-0.35	0.3993566589840208
plant_sample_0-kraken2_chocophlan-0.20	0.32536914351952434
plant_sample_0-kraken2_chocophlan-0.40	0.4271964924968436
plant_sample_0-kraken2_chocophlan-0.15	0.3049008792315169
plant_sample_0-kraken2_chocophlan-0.30	0.3700179651350881
plant_sample_0-kraken2_chocophlan-0.25	0.3443646457973963
plant_sample_0-kraken2_chocophlan-0.10	0.28449981384251255
plant_sample_0-kraken2_chocophlan-0.05	0.2644949070751448
plant_sample_0-kraken2_chocophlan-0.00	0.23938227326904737
plant_sample_0-kraken2_chocophlan-0.85	0.6287452981105971
plant_sample_0-kraken2_chocophlan-0.55	0.5038478841992758
plant_sample_0-kraken2_chocophlan-0.60	0.5253757787182339
plant_sample_0-kraken2_chocophlan-0.45	0.4555562024056564
plant_sample_0-kraken2_chocophlan-0.75	0.586068091056097
plant_sample_0-kraken2_chocophlan-0.65	0.546446590903546
plant_sample_0-kraken2_chocophlan-0.80	0.6066910693501104
plant_sample_0-kraken2_chocophlan-0.70	0.5693451191040936
plant_sample_0-kraken2_chocophlan-0.90	0.6608211219502578
plant_sample_0-kraken2_chocophlan-1.00	0.7378074607448644
plant_sample_0-kraken2_chocophlan-0.95	0.6964081562338497
plant_sample_0-kraken2_chocophlan-0.50	0.47625514804582636
mouse_sample_59-kraken2_chocophlan-0.25	0.0
mouse_sample_59-kraken2_chocophlan-0.10	0.0
mouse_sample_59-kraken2_chocophlan-0.20	0.0
mouse_sample_59-kraken2_chocophlan-0.35	0.0
mouse_sample_59-kraken2_chocophlan-0.50	0.0
mouse_sample_59-kraken2_chocophlan-0.45	0.0
mouse_sample_59-kraken2_chocophlan-0.30	0.0
mouse_sample_59-kraken2_chocophlan-0.05	0.0
mouse_sample_59-kraken2_chocophlan-0.40	0.0
mouse_sample_59-kraken2_chocophlan-0.55	0.0
mouse_sample_59-kraken2_chocophlan-0.15	0.0
mouse_sample_59-kraken2_chocophlan-0.00	0.0
mouse_sample_59-kraken2_chocophlan-0.80	0.0
mouse_sample_59-kraken2_chocophlan-0.75	0.0
mouse_sample_59-kraken2_chocophlan-0.65	0.0
mouse_sample_59-kraken2_chocophlan-0.90	0.0
mouse_sample_59-kraken2_chocophlan-0.85	0.0
mouse_sample_59-kraken2_chocophlan-0.95	0.0
mouse_sample_59-kraken2_chocophlan-0.60	0.0
mouse_sample_59-kraken2_chocophlan-0.70	0.0
mouse_sample_59-kraken2_chocophlan-1.00	0.0
strain_sample_11-kraken2_chocophlan-0.10	0.9036393244652626
strain_sample_11-kraken2_chocophlan-0.05	0.8825260955384455
strain_sample_11-kraken2_chocophlan-0.00	0.8502128805245961
strain_sample_11-kraken2_chocophlan-0.50	0.9512699533056829
strain_sample_11-kraken2_chocophlan-0.45	0.954775249630271
strain_sample_11-kraken2_chocophlan-0.35	0.9572844078797638
strain_sample_11-kraken2_chocophlan-0.70	0.9693150767956443
strain_sample_11-kraken2_chocophlan-0.15	0.9161761991753595
strain_sample_11-kraken2_chocophlan-0.65	0.9563092958748479
strain_sample_11-kraken2_chocophlan-0.55	0.949029926078287
strain_sample_11-kraken2_chocophlan-0.40	0.9605884868151012
strain_sample_11-kraken2_chocophlan-0.60	0.9504985513216934
strain_sample_11-kraken2_chocophlan-0.25	0.9369346812642004
strain_sample_11-kraken2_chocophlan-0.30	0.9593761778184625
strain_sample_11-kraken2_chocophlan-0.20	0.9264839406240146
strain_sample_11-kraken2_chocophlan-0.85	0.9915799074946992
strain_sample_11-kraken2_chocophlan-0.90	0.9921601349740505
strain_sample_11-kraken2_chocophlan-0.80	0.9909638816611456
strain_sample_11-kraken2_chocophlan-0.95	0.9925767062619931
strain_sample_11-kraken2_chocophlan-0.75	0.990156031212006
mouse_sample_52-kraken2_chocophlan-0.15	0.0
mouse_sample_52-kraken2_chocophlan-0.10	0.0
strain_sample_11-kraken2_chocophlan-1.00	0.9932636569958223
mouse_sample_52-kraken2_chocophlan-0.20	0.0
mouse_sample_52-kraken2_chocophlan-0.25	0.0
mouse_sample_52-kraken2_chocophlan-0.05	0.0
mouse_sample_52-kraken2_chocophlan-0.00	0.0
mouse_sample_52-kraken2_chocophlan-0.40	0.0
mouse_sample_52-kraken2_chocophlan-0.30	0.0
mouse_sample_52-kraken2_chocophlan-0.55	0.0
mouse_sample_52-kraken2_chocophlan-0.50	0.0
mouse_sample_52-kraken2_chocophlan-0.35	0.0
mouse_sample_52-kraken2_chocophlan-0.45	0.0
mouse_sample_52-kraken2_chocophlan-0.60	0.0
mouse_sample_52-kraken2_chocophlan-0.65	0.0
mouse_sample_52-kraken2_chocophlan-0.75	0.0
mouse_sample_52-kraken2_chocophlan-0.80	0.0
mouse_sample_52-kraken2_chocophlan-0.85	0.0
mouse_sample_52-kraken2_chocophlan-0.70	0.0
mouse_sample_52-kraken2_chocophlan-1.00	0.0
mouse_sample_52-kraken2_chocophlan-0.95	0.0
mouse_sample_52-kraken2_chocophlan-0.90	0.0
marine_sample_5-kraken2_chocophlan-0.15	0.7113871415022051
marine_sample_5-kraken2_chocophlan-0.40	0.7625015992007237
marine_sample_5-kraken2_chocophlan-0.10	0.6939557054136805
marine_sample_5-kraken2_chocophlan-0.25	0.7341336995554524
marine_sample_5-kraken2_chocophlan-0.30	0.7440288789125326
marine_sample_5-kraken2_chocophlan-0.35	0.7531706438065185
marine_sample_5-kraken2_chocophlan-0.20	0.7249511920765412
marine_sample_5-kraken2_chocophlan-0.05	0.6696717852268007
marine_sample_5-kraken2_chocophlan-0.00	0.6281375620468578
marine_sample_5-kraken2_chocophlan-0.95	0.842239372575195
marine_sample_5-kraken2_chocophlan-0.80	0.8212038831016344
marine_sample_5-kraken2_chocophlan-0.90	0.8347377403798448
marine_sample_5-kraken2_chocophlan-0.75	0.8162555112937856
marine_sample_5-kraken2_chocophlan-1.00	0.8565729272124805
marine_sample_5-kraken2_chocophlan-0.55	0.7850192068969754
marine_sample_5-kraken2_chocophlan-0.85	0.8277344657562538
marine_sample_5-kraken2_chocophlan-0.45	0.770732971179192
marine_sample_5-kraken2_chocophlan-0.70	0.8098958896898943
marine_sample_5-kraken2_chocophlan-0.65	0.8015245549460659
marine_sample_5-kraken2_chocophlan-0.60	0.7925005615201172
marine_sample_5-kraken2_chocophlan-0.50	0.7770757260264126
strain_sample_68-kraken2_chocophlan-0.30	0.9377305574670064
strain_sample_68-kraken2_chocophlan-0.20	0.9185022669985046
strain_sample_68-kraken2_chocophlan-0.35	0.9351019149512141
strain_sample_68-kraken2_chocophlan-0.15	0.9102090300376408
strain_sample_68-kraken2_chocophlan-0.25	0.9236792993384896
strain_sample_68-kraken2_chocophlan-0.10	0.8976747043775534
strain_sample_68-kraken2_chocophlan-0.40	0.934253819529864
strain_sample_68-kraken2_chocophlan-0.05	0.8787399137748628
strain_sample_68-kraken2_chocophlan-0.50	0.93508985752101
strain_sample_68-kraken2_chocophlan-0.45	0.9362826692510194
strain_sample_68-kraken2_chocophlan-0.55	0.9357883965692722
strain_sample_68-kraken2_chocophlan-0.00	0.8430332819581711
strain_sample_68-kraken2_chocophlan-0.65	0.9473474081331829
strain_sample_68-kraken2_chocophlan-0.60	0.9391809389226781
strain_sample_68-kraken2_chocophlan-0.85	0.9722115648122773
strain_sample_68-kraken2_chocophlan-0.90	0.9735324790781567
strain_sample_68-kraken2_chocophlan-0.75	0.9696861574067916
strain_sample_68-kraken2_chocophlan-0.80	0.9710626587131899
strain_sample_68-kraken2_chocophlan-0.70	0.9620661119437589
strain_sample_68-kraken2_chocophlan-1.00	0.9786588074544056
strain_sample_68-kraken2_chocophlan-0.95	0.9755482538588923
plant_sample_14-kraken2_chocophlan-0.10	0.32933957735242747
plant_sample_14-kraken2_chocophlan-0.05	0.3426188966204477
plant_sample_14-kraken2_chocophlan-0.00	0.338433634275163
plant_sample_14-kraken2_chocophlan-0.25	0.3121860341979274
plant_sample_14-kraken2_chocophlan-0.20	0.3131383920970886
plant_sample_14-kraken2_chocophlan-0.15	0.3189654125266423
plant_sample_14-kraken2_chocophlan-0.30	0.3099573244361726
plant_sample_14-kraken2_chocophlan-0.50	0.3162006400747594
plant_sample_14-kraken2_chocophlan-0.40	0.3091982873172892
plant_sample_14-kraken2_chocophlan-0.35	0.30828911050743846
plant_sample_14-kraken2_chocophlan-0.45	0.3123144880994859
plant_sample_14-kraken2_chocophlan-0.60	0.33791058690477555
plant_sample_14-kraken2_chocophlan-0.55	0.3245416436017932
plant_sample_14-kraken2_chocophlan-0.70	0.3552178456195785
plant_sample_14-kraken2_chocophlan-0.65	0.34839897994833197
plant_sample_14-kraken2_chocophlan-0.90	0.4049016165972884
plant_sample_14-kraken2_chocophlan-1.00	0.42881565664788823
plant_sample_14-kraken2_chocophlan-0.75	0.36438313117894333
plant_sample_14-kraken2_chocophlan-0.85	0.3911498286976347
plant_sample_14-kraken2_chocophlan-0.80	0.37668409380849616
plant_sample_14-kraken2_chocophlan-0.95	0.4123443078143594
mouse_sample_20-kraken2_chocophlan-0.20	0.0
mouse_sample_20-kraken2_chocophlan-0.15	0.0
mouse_sample_20-kraken2_chocophlan-0.10	0.0
mouse_sample_20-kraken2_chocophlan-0.05	0.0
mouse_sample_20-kraken2_chocophlan-0.25	0.0
mouse_sample_20-kraken2_chocophlan-0.00	0.0
mouse_sample_20-kraken2_chocophlan-0.70	0.0
mouse_sample_20-kraken2_chocophlan-0.65	0.0
mouse_sample_20-kraken2_chocophlan-0.50	0.0
mouse_sample_20-kraken2_chocophlan-0.35	0.0
mouse_sample_20-kraken2_chocophlan-0.55	0.0
mouse_sample_20-kraken2_chocophlan-0.40	0.0
mouse_sample_20-kraken2_chocophlan-0.60	0.0
mouse_sample_20-kraken2_chocophlan-0.30	0.0
mouse_sample_20-kraken2_chocophlan-0.45	0.0
mouse_sample_20-kraken2_chocophlan-0.80	0.0
mouse_sample_20-kraken2_chocophlan-0.85	0.0
mouse_sample_20-kraken2_chocophlan-0.75	0.0
mouse_sample_20-kraken2_chocophlan-1.00	0.0
mouse_sample_20-kraken2_chocophlan-0.90	0.0
strain_sample_90-kraken2_chocophlan-0.15	0.8567769144159321
strain_sample_90-kraken2_chocophlan-0.10	0.8433804958736822
