Sample name	Robust Aitchisons distance
strain_sample_41-kraken2_refseqV205-0.10	5.824688462588045
strain_sample_41-kraken2_refseqV205-0.15	6.820443270574982
strain_sample_41-kraken2_refseqV205-0.25	9.042284910079509
strain_sample_41-kraken2_refseqV205-0.05	5.153516945045521
strain_sample_41-kraken2_refseqV205-0.20	7.7172483953397775
strain_sample_41-kraken2_refseqV205-0.00	5.0757179950384055
strain_sample_41-kraken2_refseqV205-0.40	8.18843130413228
strain_sample_41-kraken2_refseqV205-0.55	9.510906810342592
strain_sample_41-kraken2_refseqV205-0.30	7.257187601392372
strain_sample_41-kraken2_refseqV205-0.45	8.540203650938732
strain_sample_41-kraken2_refseqV205-0.35	7.458223864551786
strain_sample_41-kraken2_refseqV205-0.50	8.90453342814679
strain_sample_41-kraken2_refseqV205-0.85	11.141570039277783
strain_sample_41-kraken2_refseqV205-0.65	10.744620529755197
strain_sample_41-kraken2_refseqV205-0.75	9.055059031044777
strain_sample_41-kraken2_refseqV205-0.70	11.000717498590355
strain_sample_41-kraken2_refseqV205-0.60	9.880064366244804
strain_sample_41-kraken2_refseqV205-0.80	9.888597685242939
strain_sample_41-kraken2_refseqV205-1.00	10.912554016350613
strain_sample_41-kraken2_refseqV205-0.90	12.568000114282578
strain_sample_41-kraken2_refseqV205-0.95	12.417566235481479
strain_sample_38-kraken2_refseqV205-0.10	7.327080434765887
strain_sample_38-kraken2_refseqV205-0.05	7.490377264293121
strain_sample_38-kraken2_refseqV205-0.00	8.25926923407816
strain_sample_38-kraken2_refseqV205-0.40	8.01625544878965
strain_sample_38-kraken2_refseqV205-0.35	6.230465591141433
strain_sample_38-kraken2_refseqV205-0.30	6.204116299388121
strain_sample_38-kraken2_refseqV205-0.25	9.46535650749328
strain_sample_38-kraken2_refseqV205-0.20	8.298232964146974
strain_sample_38-kraken2_refseqV205-0.15	7.707205098681266
strain_sample_38-kraken2_refseqV205-0.60	7.703590034549219
strain_sample_38-kraken2_refseqV205-0.50	6.513440888268175
strain_sample_38-kraken2_refseqV205-0.55	7.27295918046473
strain_sample_38-kraken2_refseqV205-0.45	6.398686236899574
strain_sample_38-kraken2_refseqV205-0.65	8.163362873630165
strain_sample_38-kraken2_refseqV205-0.70	7.594034880205307
strain_sample_38-kraken2_refseqV205-0.90	13.332933121361034
strain_sample_38-kraken2_refseqV205-0.75	8.945958622470947
strain_sample_38-kraken2_refseqV205-0.95	14.335404979130258
strain_sample_38-kraken2_refseqV205-0.80	9.929164121940016
