Sample name	Aitchisons distance
mouse_sample_13-kraken2_refseqV208_nt-0.20	103.59029084025948
mouse_sample_13-kraken2_refseqV208_nt-0.25	101.13768318794372
mouse_sample_13-kraken2_refseqV208_nt-0.15	107.77196714650029
mouse_sample_13-kraken2_refseqV208_nt-0.05	165.9732766028352
mouse_sample_13-kraken2_refseqV208_nt-0.10	118.49627597448865
mouse_sample_13-kraken2_refseqV208_nt-0.00	365.75537819103175
mouse_sample_13-kraken2_refseqV208_nt-0.55	92.90610307440052
mouse_sample_13-kraken2_refseqV208_nt-0.50	93.87955482901218
mouse_sample_13-kraken2_refseqV208_nt-0.35	97.83053652946136
mouse_sample_13-kraken2_refseqV208_nt-0.45	94.93710800047916
mouse_sample_13-kraken2_refseqV208_nt-0.40	96.0762670067392
mouse_sample_13-kraken2_refseqV208_nt-0.30	98.71233555680512
mouse_sample_13-kraken2_refseqV208_nt-0.75	86.92915446185411
mouse_sample_13-kraken2_refseqV208_nt-0.80	84.66692359130143
mouse_sample_13-kraken2_refseqV208_nt-0.85	82.37436252023103
mouse_sample_13-kraken2_refseqV208_nt-0.70	88.63916547249983
mouse_sample_13-kraken2_refseqV208_nt-0.65	90.05140591333438
mouse_sample_13-kraken2_refseqV208_nt-0.60	91.5613989062179
mouse_sample_13-kraken2_refseqV208_nt-0.95	77.53684608822986
mouse_sample_13-kraken2_refseqV208_nt-1.00	74.66809679036636
mouse_sample_13-kraken2_refseqV208_nt-0.90	80.23522418034662
mouse_sample_61-kraken2_refseqV208_nt-0.10	150.1708061264449
mouse_sample_61-kraken2_refseqV208_nt-0.05	198.61671113905612
mouse_sample_61-kraken2_refseqV208_nt-0.00	413.8745106519969
mouse_sample_61-kraken2_refseqV208_nt-0.40	124.23809655285545
mouse_sample_61-kraken2_refseqV208_nt-0.35	125.58374094001185
mouse_sample_61-kraken2_refseqV208_nt-0.30	127.3105788817422
mouse_sample_61-kraken2_refseqV208_nt-0.25	130.24615423149177
mouse_sample_61-kraken2_refseqV208_nt-0.20	132.84451217416864
mouse_sample_61-kraken2_refseqV208_nt-0.15	137.25164032069327
mouse_sample_61-kraken2_refseqV208_nt-0.45	122.81010021146535
mouse_sample_61-kraken2_refseqV208_nt-0.60	118.44781488959842
mouse_sample_61-kraken2_refseqV208_nt-0.70	114.1873010377745
mouse_sample_61-kraken2_refseqV208_nt-0.50	121.84810955646226
mouse_sample_61-kraken2_refseqV208_nt-0.55	120.40240692293344
mouse_sample_61-kraken2_refseqV208_nt-0.65	116.52550380717108
mouse_sample_61-kraken2_refseqV208_nt-1.00	97.02093734101604
mouse_sample_61-kraken2_refseqV208_nt-0.90	104.07683546891757
mouse_sample_61-kraken2_refseqV208_nt-0.80	109.77935277051498
mouse_sample_61-kraken2_refseqV208_nt-0.95	100.80114006230525
mouse_sample_61-kraken2_refseqV208_nt-0.75	112.40854078893646
mouse_sample_61-kraken2_refseqV208_nt-0.85	106.776279862015
strain_sample_86-kraken2_refseqV208_nt-0.20	70.38353170665614
strain_sample_86-kraken2_refseqV208_nt-0.25	63.458547454144565
strain_sample_86-kraken2_refseqV208_nt-0.10	90.37616859007599
strain_sample_86-kraken2_refseqV208_nt-0.15	78.82498506654149
strain_sample_86-kraken2_refseqV208_nt-0.05	120.97022041485533
strain_sample_86-kraken2_refseqV208_nt-0.00	189.79415982606506
