Sample name	L1 distance
strain_sample_41-kraken2_refseqV205-0.25	5076308.0
strain_sample_41-kraken2_refseqV205-0.20	5453016.0
strain_sample_41-kraken2_refseqV205-0.15	5553676.0
strain_sample_41-kraken2_refseqV205-0.10	5667665.0
strain_sample_41-kraken2_refseqV205-0.05	5651778.0
strain_sample_41-kraken2_refseqV205-0.00	6045416.0
strain_sample_41-kraken2_refseqV205-0.40	3824513.0
strain_sample_41-kraken2_refseqV205-0.45	4768061.0
strain_sample_41-kraken2_refseqV205-0.30	4139060.0
strain_sample_41-kraken2_refseqV205-0.55	6509533.0
strain_sample_41-kraken2_refseqV205-0.35	3791057.0
strain_sample_41-kraken2_refseqV205-0.50	5578628.0
strain_sample_41-kraken2_refseqV205-0.65	8510219.0
strain_sample_41-kraken2_refseqV205-0.70	9479210.0
strain_sample_41-kraken2_refseqV205-0.60	7487534.0
strain_sample_41-kraken2_refseqV205-0.85	11881237.0
strain_sample_41-kraken2_refseqV205-0.75	10272182.0
strain_sample_41-kraken2_refseqV205-0.80	11182822.0
strain_sample_41-kraken2_refseqV205-1.00	12979786.0
strain_sample_41-kraken2_refseqV205-0.95	12728468.0
strain_sample_41-kraken2_refseqV205-0.90	12366689.0
strain_sample_38-kraken2_refseqV205-0.10	8607637.0
strain_sample_38-kraken2_refseqV205-0.05	8811654.0
strain_sample_38-kraken2_refseqV205-0.00	9204492.0
strain_sample_38-kraken2_refseqV205-0.40	4887827.0
strain_sample_38-kraken2_refseqV205-0.35	5187281.0
strain_sample_38-kraken2_refseqV205-0.30	5522218.0
strain_sample_38-kraken2_refseqV205-0.25	6238511.0
strain_sample_38-kraken2_refseqV205-0.20	7003543.0
strain_sample_38-kraken2_refseqV205-0.15	8243987.0
strain_sample_38-kraken2_refseqV205-0.45	5105160.0
strain_sample_38-kraken2_refseqV205-0.60	7758791.0
strain_sample_38-kraken2_refseqV205-0.50	5845950.0
strain_sample_38-kraken2_refseqV205-0.55	6797260.0
strain_sample_38-kraken2_refseqV205-0.65	8725549.0
strain_sample_38-kraken2_refseqV205-0.70	9662933.0
strain_sample_38-kraken2_refseqV205-0.75	10429458.0
strain_sample_38-kraken2_refseqV205-0.90	12401718.0
strain_sample_38-kraken2_refseqV205-0.95	12755831.0
strain_sample_38-kraken2_refseqV205-0.80	11287771.0
strain_sample_38-kraken2_refseqV205-0.85	11949583.0
strain_sample_38-kraken2_refseqV205-1.00	12989693.0
strain_sample_33-kraken2_refseqV205-0.25	4244045.0
strain_sample_33-kraken2_refseqV205-0.20	4529849.0
strain_sample_33-kraken2_refseqV205-0.15	5043476.0
strain_sample_33-kraken2_refseqV205-0.10	4999416.0
strain_sample_33-kraken2_refseqV205-0.05	5860585.0
strain_sample_33-kraken2_refseqV205-0.00	6037083.0
strain_sample_33-kraken2_refseqV205-0.45	5125684.0
strain_sample_33-kraken2_refseqV205-0.30	3720734.0
strain_sample_33-kraken2_refseqV205-0.55	6841143.0
strain_sample_33-kraken2_refseqV205-0.35	3843194.0
strain_sample_33-kraken2_refseqV205-0.50	5915285.0
strain_sample_33-kraken2_refseqV205-0.40	4197443.0
strain_sample_33-kraken2_refseqV205-0.70	9666669.0
strain_sample_33-kraken2_refseqV205-0.75	10429132.0
strain_sample_33-kraken2_refseqV205-0.85	11947775.0
strain_sample_33-kraken2_refseqV205-0.80	11291339.0
strain_sample_33-kraken2_refseqV205-0.60	7798897.0
strain_sample_33-kraken2_refseqV205-0.65	8764707.0
strain_sample_33-kraken2_refseqV205-0.95	12749910.0
strain_sample_33-kraken2_refseqV205-0.90	12397674.0
strain_sample_33-kraken2_refseqV205-1.00	12989182.0
mouse_sample_15-kraken2_refseqV205-0.10	64551654.0
mouse_sample_15-kraken2_refseqV205-0.05	65147044.0
mouse_sample_15-kraken2_refseqV205-0.00	65745032.0
mouse_sample_15-kraken2_refseqV205-0.30	59746554.0
mouse_sample_15-kraken2_refseqV205-0.40	55559873.0
mouse_sample_15-kraken2_refseqV205-0.25	61462162.0
mouse_sample_15-kraken2_refseqV205-0.35	57761449.0
mouse_sample_15-kraken2_refseqV205-0.20	62647757.0
mouse_sample_15-kraken2_refseqV205-0.15	63757422.0
mouse_sample_15-kraken2_refseqV205-0.70	41390234.0
mouse_sample_15-kraken2_refseqV205-0.60	46128876.0
mouse_sample_15-kraken2_refseqV205-0.55	48642271.0
mouse_sample_15-kraken2_refseqV205-0.45	53206181.0
mouse_sample_15-kraken2_refseqV205-0.50	51158977.0
mouse_sample_15-kraken2_refseqV205-0.65	43692665.0
mouse_sample_15-kraken2_refseqV205-0.95	34357401.0
mouse_sample_15-kraken2_refseqV205-0.85	36083658.0
mouse_sample_15-kraken2_refseqV205-0.80	37561142.0
mouse_sample_15-kraken2_refseqV205-0.90	35100763.0
mouse_sample_15-kraken2_refseqV205-0.75	39561479.0
mouse_sample_15-kraken2_refseqV205-1.00	33868413.0
strain_sample_56-kraken2_refseqV205-0.25	4576628.0
strain_sample_56-kraken2_refseqV205-0.20	4828158.0
strain_sample_56-kraken2_refseqV205-0.15	5003254.0
strain_sample_56-kraken2_refseqV205-0.10	4982622.0
strain_sample_56-kraken2_refseqV205-0.05	5118628.0
strain_sample_56-kraken2_refseqV205-0.00	6416158.0
strain_sample_56-kraken2_refseqV205-0.35	4072380.0
strain_sample_56-kraken2_refseqV205-0.55	6683852.0
strain_sample_56-kraken2_refseqV205-0.45	4955042.0
strain_sample_56-kraken2_refseqV205-0.30	4138074.0
strain_sample_56-kraken2_refseqV205-0.40	4071405.0
strain_sample_56-kraken2_refseqV205-0.50	5731725.0
strain_sample_56-kraken2_refseqV205-0.60	7669157.0
strain_sample_56-kraken2_refseqV205-0.70	9588911.0
strain_sample_56-kraken2_refseqV205-0.75	10359195.0
strain_sample_56-kraken2_refseqV205-0.80	11234270.0
strain_sample_56-kraken2_refseqV205-0.85	11915016.0
strain_sample_56-kraken2_refseqV205-0.65	8641444.0
strain_sample_56-kraken2_refseqV205-0.95	12734855.0
strain_sample_56-kraken2_refseqV205-1.00	12975898.0
strain_sample_56-kraken2_refseqV205-0.90	12379552.0
