Sample name	Number of taxa
plant_sample_20-kraken2_refseqV205-0.15	589
plant_sample_20-kraken2_refseqV205-0.35	212
plant_sample_20-kraken2_refseqV205-0.25	284
plant_sample_20-kraken2_refseqV205-0.30	231
plant_sample_20-kraken2_refseqV205-0.20	366
plant_sample_20-kraken2_refseqV205-0.10	1115
plant_sample_20-kraken2_refseqV205-0.40	182
plant_sample_20-kraken2_refseqV205-0.55	135
plant_sample_20-kraken2_refseqV205-0.45	160
plant_sample_20-kraken2_refseqV205-0.50	153
plant_sample_20-kraken2_refseqV205-0.05	2841
plant_sample_20-kraken2_refseqV205-0.00	6237
plant_sample_20-kraken2_refseqV205-0.60	127
plant_sample_20-kraken2_refseqV205-0.65	118
plant_sample_20-kraken2_refseqV205-1.00	76
plant_sample_20-kraken2_refseqV205-0.80	98
plant_sample_20-kraken2_refseqV205-0.70	110
plant_sample_20-kraken2_refseqV205-0.85	94
plant_sample_20-kraken2_refseqV205-0.75	103
strain_sample_23-kraken2_refseqV205-0.10	547
plant_sample_20-kraken2_refseqV205-0.90	91
plant_sample_20-kraken2_refseqV205-0.95	84
strain_sample_23-kraken2_refseqV205-0.05	1736
strain_sample_23-kraken2_refseqV205-0.00	4768
strain_sample_23-kraken2_refseqV205-0.20	198
strain_sample_23-kraken2_refseqV205-0.35	43
strain_sample_23-kraken2_refseqV205-0.60	35
strain_sample_23-kraken2_refseqV205-0.65	32
strain_sample_23-kraken2_refseqV205-0.70	32
strain_sample_23-kraken2_refseqV205-0.50	39
strain_sample_23-kraken2_refseqV205-0.55	35
strain_sample_23-kraken2_refseqV205-0.45	40
strain_sample_23-kraken2_refseqV205-0.30	52
strain_sample_23-kraken2_refseqV205-0.40	42
strain_sample_23-kraken2_refseqV205-0.25	112
strain_sample_23-kraken2_refseqV205-0.15	305
strain_sample_23-kraken2_refseqV205-0.95	17
strain_sample_23-kraken2_refseqV205-0.75	32
strain_sample_23-kraken2_refseqV205-1.00	15
strain_sample_23-kraken2_refseqV205-0.90	25
strain_sample_23-kraken2_refseqV205-0.80	30
strain_sample_23-kraken2_refseqV205-0.85	27
strain_sample_51-kraken2_refseqV205-0.15	307
strain_sample_51-kraken2_refseqV205-0.10	516
strain_sample_51-kraken2_refseqV205-0.05	1632
strain_sample_51-kraken2_refseqV205-0.20	201
strain_sample_51-kraken2_refseqV205-0.25	114
strain_sample_51-kraken2_refseqV205-0.00	4731
strain_sample_51-kraken2_refseqV205-0.35	46
strain_sample_51-kraken2_refseqV205-0.75	29
strain_sample_51-kraken2_refseqV205-0.30	55
strain_sample_51-kraken2_refseqV205-0.70	29
strain_sample_51-kraken2_refseqV205-0.45	38
strain_sample_51-kraken2_refseqV205-0.40	43
strain_sample_51-kraken2_refseqV205-0.60	31
strain_sample_51-kraken2_refseqV205-0.55	34
strain_sample_51-kraken2_refseqV205-0.65	30
strain_sample_51-kraken2_refseqV205-0.80	26
strain_sample_51-kraken2_refseqV205-0.85	24
strain_sample_51-kraken2_refseqV205-0.50	36
strain_sample_51-kraken2_refseqV205-1.00	17
strain_sample_51-kraken2_refseqV205-0.95	21
strain_sample_51-kraken2_refseqV205-0.90	23
mouse_sample_8-kraken2_refseqV205-0.05	1448
mouse_sample_8-kraken2_refseqV205-0.10	445
mouse_sample_8-kraken2_refseqV205-0.25	118
mouse_sample_8-kraken2_refseqV205-0.15	258
mouse_sample_8-kraken2_refseqV205-0.20	160
mouse_sample_8-kraken2_refseqV205-0.35	62
mouse_sample_8-kraken2_refseqV205-0.40	58
mouse_sample_8-kraken2_refseqV205-0.30	67
mouse_sample_8-kraken2_refseqV205-0.00	4316
mouse_sample_8-kraken2_refseqV205-0.45	57
mouse_sample_8-kraken2_refseqV205-0.55	50
mouse_sample_8-kraken2_refseqV205-0.75	43
mouse_sample_8-kraken2_refseqV205-0.70	44
mouse_sample_8-kraken2_refseqV205-0.65	45
mouse_sample_8-kraken2_refseqV205-0.50	54
mouse_sample_8-kraken2_refseqV205-0.95	34
mouse_sample_8-kraken2_refseqV205-0.85	38
mouse_sample_8-kraken2_refseqV205-1.00	33
mouse_sample_8-kraken2_refseqV205-0.60	47
mouse_sample_8-kraken2_refseqV205-0.90	36
mouse_sample_8-kraken2_refseqV205-0.80	41
strain_sample_0-kraken2_refseqV205-0.10	514
strain_sample_0-kraken2_refseqV205-0.15	323
strain_sample_0-kraken2_refseqV205-0.45	35
strain_sample_0-kraken2_refseqV205-0.40	36
strain_sample_0-kraken2_refseqV205-0.30	49
strain_sample_0-kraken2_refseqV205-0.55	31
strain_sample_0-kraken2_refseqV205-0.25	113
strain_sample_0-kraken2_refseqV205-0.50	33
strain_sample_0-kraken2_refseqV205-0.35	41
strain_sample_0-kraken2_refseqV205-0.20	204
strain_sample_0-kraken2_refseqV205-0.05	1631
strain_sample_0-kraken2_refseqV205-0.00	4827
strain_sample_0-kraken2_refseqV205-0.95	17
strain_sample_0-kraken2_refseqV205-1.00	14
strain_sample_0-kraken2_refseqV205-0.80	20
plant_sample_17-kraken2_refseqV205-0.10	1124
strain_sample_0-kraken2_refseqV205-0.90	19
strain_sample_0-kraken2_refseqV205-0.85	19
plant_sample_17-kraken2_refseqV205-0.05	2929
strain_sample_0-kraken2_refseqV205-0.70	25
strain_sample_0-kraken2_refseqV205-0.60	30
strain_sample_0-kraken2_refseqV205-0.75	22
strain_sample_0-kraken2_refseqV205-0.65	29
plant_sample_17-kraken2_refseqV205-0.00	6496
plant_sample_17-kraken2_refseqV205-0.15	567
plant_sample_17-kraken2_refseqV205-0.45	165
plant_sample_17-kraken2_refseqV205-0.50	147
plant_sample_17-kraken2_refseqV205-0.65	113
plant_sample_17-kraken2_refseqV205-0.40	184
plant_sample_17-kraken2_refseqV205-0.70	104
plant_sample_17-kraken2_refseqV205-0.60	121
plant_sample_17-kraken2_refseqV205-0.25	287
plant_sample_17-kraken2_refseqV205-0.35	210
plant_sample_17-kraken2_refseqV205-0.55	134
plant_sample_17-kraken2_refseqV205-0.30	240
plant_sample_17-kraken2_refseqV205-0.20	362
plant_sample_17-kraken2_refseqV205-0.85	80
plant_sample_17-kraken2_refseqV205-0.75	98
plant_sample_17-kraken2_refseqV205-0.95	71
plant_sample_17-kraken2_refseqV205-0.80	89
plant_sample_17-kraken2_refseqV205-0.90	75
plant_sample_17-kraken2_refseqV205-1.00	66
strain_sample_14-kraken2_refseqV205-0.15	310
strain_sample_14-kraken2_refseqV205-0.25	97
strain_sample_14-kraken2_refseqV205-0.20	187
strain_sample_14-kraken2_refseqV205-0.10	533
strain_sample_14-kraken2_refseqV205-0.05	1625
strain_sample_14-kraken2_refseqV205-0.00	4736
strain_sample_14-kraken2_refseqV205-0.30	39
strain_sample_14-kraken2_refseqV205-0.45	27
strain_sample_14-kraken2_refseqV205-0.60	21
strain_sample_14-kraken2_refseqV205-0.75	19
strain_sample_14-kraken2_refseqV205-0.65	21
strain_sample_14-kraken2_refseqV205-0.80	17
strain_sample_14-kraken2_refseqV205-0.85	17
strain_sample_14-kraken2_refseqV205-0.50	24
strain_sample_14-kraken2_refseqV205-0.55	22
strain_sample_14-kraken2_refseqV205-0.40	30
strain_sample_14-kraken2_refseqV205-0.70	20
strain_sample_14-kraken2_refseqV205-0.35	34
strain_sample_14-kraken2_refseqV205-1.00	16
strain_sample_14-kraken2_refseqV205-0.95	17
strain_sample_66-kraken2_refseqV205-0.30	37
strain_sample_14-kraken2_refseqV205-0.90	17
strain_sample_66-kraken2_refseqV205-0.25	100
strain_sample_66-kraken2_refseqV205-0.15	288
strain_sample_66-kraken2_refseqV205-0.35	31
strain_sample_66-kraken2_refseqV205-0.40	29
strain_sample_66-kraken2_refseqV205-0.10	503
strain_sample_66-kraken2_refseqV205-0.20	183
strain_sample_66-kraken2_refseqV205-0.05	1566
strain_sample_66-kraken2_refseqV205-0.00	4737
strain_sample_66-kraken2_refseqV205-0.60	19
strain_sample_66-kraken2_refseqV205-0.70	17
strain_sample_66-kraken2_refseqV205-0.65	19
strain_sample_66-kraken2_refseqV205-0.85	16
strain_sample_66-kraken2_refseqV205-0.50	21
strain_sample_66-kraken2_refseqV205-0.75	16
strain_sample_66-kraken2_refseqV205-0.80	16
strain_sample_66-kraken2_refseqV205-0.55	20
strain_sample_66-kraken2_refseqV205-0.45	24
strain_sample_66-kraken2_refseqV205-1.00	14
strain_sample_66-kraken2_refseqV205-0.90	16
strain_sample_66-kraken2_refseqV205-0.95	15
strain_sample_82-kraken2_refseqV205-0.25	99
strain_sample_82-kraken2_refseqV205-0.20	186
strain_sample_82-kraken2_refseqV205-0.15	296
strain_sample_82-kraken2_refseqV205-0.10	498
strain_sample_82-kraken2_refseqV205-0.05	1548
strain_sample_82-kraken2_refseqV205-0.55	24
strain_sample_82-kraken2_refseqV205-0.45	26
strain_sample_82-kraken2_refseqV205-0.35	33
strain_sample_82-kraken2_refseqV205-0.40	32
strain_sample_82-kraken2_refseqV205-0.30	41
strain_sample_82-kraken2_refseqV205-0.50	25
strain_sample_82-kraken2_refseqV205-0.00	4705
strain_sample_82-kraken2_refseqV205-0.60	22
strain_sample_82-kraken2_refseqV205-0.65	21
strain_sample_82-kraken2_refseqV205-0.80	18
strain_sample_82-kraken2_refseqV205-0.95	15
strain_sample_82-kraken2_refseqV205-0.75	19
strain_sample_82-kraken2_refseqV205-0.85	17
strain_sample_82-kraken2_refseqV205-0.90	16
strain_sample_82-kraken2_refseqV205-1.00	13
strain_sample_82-kraken2_refseqV205-0.70	20
plant_sample_3-kraken2_refseqV205-0.10	1152
plant_sample_3-kraken2_refseqV205-0.05	3022
plant_sample_3-kraken2_refseqV205-0.00	6861
plant_sample_3-kraken2_refseqV205-0.15	589
plant_sample_3-kraken2_refseqV205-0.25	276
plant_sample_3-kraken2_refseqV205-0.20	367
plant_sample_3-kraken2_refseqV205-0.50	153
plant_sample_3-kraken2_refseqV205-0.55	139
plant_sample_3-kraken2_refseqV205-0.60	124
plant_sample_3-kraken2_refseqV205-0.35	200
plant_sample_3-kraken2_refseqV205-0.65	117
plant_sample_3-kraken2_refseqV205-0.45	161
plant_sample_3-kraken2_refseqV205-0.40	180
plant_sample_3-kraken2_refseqV205-0.70	109
plant_sample_3-kraken2_refseqV205-0.30	222
plant_sample_3-kraken2_refseqV205-0.90	87
plant_sample_3-kraken2_refseqV205-0.95	82
plant_sample_3-kraken2_refseqV205-1.00	77
mouse_sample_31-kraken2_refseqV205-0.15	282
mouse_sample_31-kraken2_refseqV205-0.10	471
plant_sample_3-kraken2_refseqV205-0.80	99
mouse_sample_31-kraken2_refseqV205-0.20	208
plant_sample_3-kraken2_refseqV205-0.85	95
mouse_sample_31-kraken2_refseqV205-0.25	153
plant_sample_3-kraken2_refseqV205-0.75	104
mouse_sample_31-kraken2_refseqV205-0.05	1788
mouse_sample_31-kraken2_refseqV205-0.00	4895
mouse_sample_31-kraken2_refseqV205-0.50	94
mouse_sample_31-kraken2_refseqV205-0.45	97
mouse_sample_31-kraken2_refseqV205-0.35	102
mouse_sample_31-kraken2_refseqV205-0.30	116
mouse_sample_31-kraken2_refseqV205-0.40	99
mouse_sample_31-kraken2_refseqV205-0.55	93
mouse_sample_31-kraken2_refseqV205-0.60	89
mouse_sample_31-kraken2_refseqV205-0.65	85
mouse_sample_31-kraken2_refseqV205-0.85	76
mouse_sample_31-kraken2_refseqV205-0.80	77
mouse_sample_31-kraken2_refseqV205-0.70	81
mouse_sample_31-kraken2_refseqV205-0.75	78
mouse_sample_31-kraken2_refseqV205-0.95	71
mouse_sample_31-kraken2_refseqV205-1.00	67
mouse_sample_31-kraken2_refseqV205-0.90	74
marine_sample_9-kraken2_refseqV205-0.10	1041
marine_sample_9-kraken2_refseqV205-0.00	5298
marine_sample_9-kraken2_refseqV205-0.20	406
marine_sample_9-kraken2_refseqV205-0.15	581
marine_sample_9-kraken2_refseqV205-0.25	318
marine_sample_9-kraken2_refseqV205-0.40	245
marine_sample_9-kraken2_refseqV205-0.35	259
marine_sample_9-kraken2_refseqV205-0.30	274
marine_sample_9-kraken2_refseqV205-0.05	2706
marine_sample_9-kraken2_refseqV205-0.45	239
marine_sample_9-kraken2_refseqV205-0.55	228
marine_sample_9-kraken2_refseqV205-0.70	217
marine_sample_9-kraken2_refseqV205-0.50	232
marine_sample_9-kraken2_refseqV205-0.75	216
marine_sample_9-kraken2_refseqV205-1.00	196
marine_sample_9-kraken2_refseqV205-0.80	211
marine_sample_9-kraken2_refseqV205-0.85	207
marine_sample_9-kraken2_refseqV205-0.65	221
marine_sample_9-kraken2_refseqV205-0.90	206
marine_sample_9-kraken2_refseqV205-0.60	222
marine_sample_9-kraken2_refseqV205-0.95	202
mouse_sample_6-kraken2_refseqV205-0.20	221
mouse_sample_6-kraken2_refseqV205-0.25	174
mouse_sample_6-kraken2_refseqV205-0.10	443
mouse_sample_6-kraken2_refseqV205-0.15	292
mouse_sample_6-kraken2_refseqV205-0.35	134
mouse_sample_6-kraken2_refseqV205-0.30	146
mouse_sample_6-kraken2_refseqV205-0.05	1641
mouse_sample_6-kraken2_refseqV205-0.50	123
mouse_sample_6-kraken2_refseqV205-0.55	122
mouse_sample_6-kraken2_refseqV205-0.40	132
mouse_sample_6-kraken2_refseqV205-0.45	127
mouse_sample_6-kraken2_refseqV205-0.00	5012
mouse_sample_6-kraken2_refseqV205-0.85	101
mouse_sample_6-kraken2_refseqV205-0.80	105
mouse_sample_6-kraken2_refseqV205-0.75	108
mouse_sample_6-kraken2_refseqV205-1.00	95
mouse_sample_6-kraken2_refseqV205-0.95	98
mouse_sample_6-kraken2_refseqV205-0.90	101
mouse_sample_23-kraken2_refseqV205-0.05	1734
mouse_sample_6-kraken2_refseqV205-0.70	113
mouse_sample_23-kraken2_refseqV205-0.10	470
mouse_sample_6-kraken2_refseqV205-0.60	119
mouse_sample_23-kraken2_refseqV205-0.00	4675
mouse_sample_6-kraken2_refseqV205-0.65	116
mouse_sample_23-kraken2_refseqV205-0.30	103
mouse_sample_23-kraken2_refseqV205-0.35	100
mouse_sample_23-kraken2_refseqV205-0.15	256
mouse_sample_23-kraken2_refseqV205-0.25	133
mouse_sample_23-kraken2_refseqV205-0.60	79
mouse_sample_23-kraken2_refseqV205-0.40	94
mouse_sample_23-kraken2_refseqV205-0.20	174
mouse_sample_23-kraken2_refseqV205-0.55	85
mouse_sample_23-kraken2_refseqV205-0.45	89
mouse_sample_23-kraken2_refseqV205-0.70	75
mouse_sample_23-kraken2_refseqV205-0.65	75
mouse_sample_23-kraken2_refseqV205-0.50	86
mouse_sample_23-kraken2_refseqV205-1.00	63
mouse_sample_23-kraken2_refseqV205-0.90	70
mouse_sample_23-kraken2_refseqV205-0.95	66
mouse_sample_23-kraken2_refseqV205-0.75	74
mouse_sample_23-kraken2_refseqV205-0.80	74
mouse_sample_23-kraken2_refseqV205-0.85	71
strain_sample_68-kraken2_refseqV205-0.15	290
strain_sample_68-kraken2_refseqV205-0.20	182
strain_sample_68-kraken2_refseqV205-0.05	1495
strain_sample_68-kraken2_refseqV205-0.10	482
strain_sample_68-kraken2_refseqV205-0.25	97
strain_sample_68-kraken2_refseqV205-0.00	4730
strain_sample_68-kraken2_refseqV205-0.50	29
strain_sample_68-kraken2_refseqV205-0.60	22
strain_sample_68-kraken2_refseqV205-0.75	16
strain_sample_68-kraken2_refseqV205-0.55	26
strain_sample_68-kraken2_refseqV205-0.65	21
strain_sample_68-kraken2_refseqV205-0.70	17
strain_sample_68-kraken2_refseqV205-0.80	16
strain_sample_68-kraken2_refseqV205-0.30	44
strain_sample_68-kraken2_refseqV205-0.85	15
strain_sample_68-kraken2_refseqV205-0.40	31
strain_sample_68-kraken2_refseqV205-0.35	36
strain_sample_68-kraken2_refseqV205-0.45	30
strain_sample_68-kraken2_refseqV205-0.90	15
strain_sample_68-kraken2_refseqV205-1.00	14
