Sample name	Unweighted unifrac distance raw
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.35	0.27809965237543455
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.15	0.4291129643669447
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.20	0.3475238922675934
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.10	0.6146844660194175
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.30	0.2587763289869609
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.45	0.26872770511296074
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.85	1.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.25	0.38255698711595637
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.50	0.2747909199522103
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.70	0.46511627906976744
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.60	0.2916160388821385
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.90	1.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.55	0.2877871825876663
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.60	0.21387940841865757
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.85	1.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.55	0.21242937853107344
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.35	0.23578076525336092
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.15	0.5069875776397516
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.50	0.20286659316427783
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.40	0.2679200940070505
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.30	0.30854605993340734
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.65	0.32563791008505466
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.75	0.7324290998766955
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.00	0.9634393063583815
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.05	0.8124689518132141
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.00	0.9535139092240117
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.40	0.22292323869610936
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.10	0.5788590604026845
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.80	0.8467836257309942
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.90	1.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.95	1.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.75	0.591812865497076
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.05	0.8101076555023924
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.25	0.3166515013648772
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-1.00	1.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.70	0.41443538998835855
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.80	0.9272503082614056
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.45	0.2163308589607635
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.65	0.26480836236933797
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.20	0.4330357142857143
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.45	0.18203033838973162
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.20	0.3810359964881475
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.35	0.2015855039637599
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.55	0.9174757281553398
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.65	0.8277027027027027
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.60	0.2593939393939394
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.50	0.20398593200468934
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.05	0.8326251180358829
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.80	0.5446428571428571
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.60	0.875609756097561
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.65	0.32399512789281365
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.70	0.5103785103785103
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.35	0.9692028985507246
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.30	0.24437299035369775
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.75	0.6890243902439024
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.50	0.9415137614678899
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.10	0.9934531450577664
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.55	0.20314389359129384
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.25	0.9799843014128728
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.30	0.9764760147601476
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.15	0.9900234741784038
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.40	0.19332566168009205
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.95	1.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.05	0.9984226153655821
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.15	0.5222972972972973
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.10	0.6610898661567878
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.75	0.7130647130647131
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-1.00	1.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.00	0.998848810437452
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.80	0.8864468864468864
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.45	0.9540540540540541
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.25	0.3188405797101449
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.70	0.7197802197802198
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.40	0.9614803625377644
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.20	0.9842300556586271
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.00	0.9520751656076788
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-1.00	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.80	0.928217002977175
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.65	0.2993735575337949
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.85	0.9645909645909646
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.90	1.0
RH_S001__insert_270-kraken2_refseqV205_500GB-0.45	0.5555082943428329
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.95	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.85	1.0
RH_S001__insert_270-kraken2_refseqV205_500GB-0.20	0.7542295381801555
RH_S001__insert_270-kraken2_refseqV205_500GB-0.40	0.587007874015748
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.15	0.38737681839511967
RH_S001__insert_270-kraken2_refseqV205_500GB-0.30	0.6502642007926024
RH_S001__insert_270-kraken2_refseqV205_500GB-0.35	0.6098372781065089
RH_S001__insert_270-kraken2_refseqV205_500GB-0.25	0.6973386183465459
RH_S001__insert_270-kraken2_refseqV205_500GB-0.55	0.5204222120238642
RH_S001__insert_270-kraken2_refseqV205_500GB-0.15	0.8433684794672586
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.70	0.47568640423420444
RH_S001__insert_270-kraken2_refseqV205_500GB-0.60	0.49292337725719865
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-1.00	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.55	0.18265139116202947
RH_S001__insert_270-kraken2_refseqV205_500GB-0.50	0.5386313465783664
RH_S001__insert_270-kraken2_refseqV205_500GB-0.70	0.5261216963736939
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.50	0.17851346965271017
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.40	0.18199172764874325
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.30	0.21365705614567526
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.45	0.17743490838958534
RH_S001__insert_270-kraken2_refseqV205_500GB-0.65	0.4723829563387691
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.60	0.2182057180414065
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.25	0.23877970079202113
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.35	0.1930862659607599
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.90	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.10	0.5017045454545455
RH_S001__insert_270-kraken2_refseqV205_500GB-0.10	0.9361971986324032
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.05	0.755951282524451
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.95	1.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.00	0.9350926198177006
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.20	0.28268063982349695
RH_S001__insert_270-kraken2_refseqV205_500GB-0.00	0.9880165289256199
RH_S001__insert_270-kraken2_refseqV205_500GB-0.05	0.9757562002228366
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_500GB-0.75	0.7052596758187232
Huttenhower_LC6-kraken2_refseqV205_500GB-0.45	0.15331010452961671
Huttenhower_LC6-kraken2_refseqV205_500GB-0.25	0.7447418738049714
Huttenhower_LC6-kraken2_refseqV205_500GB-0.65	0.21052631578947367
Huttenhower_LC6-kraken2_refseqV205_500GB-0.70	0.21052631578947367
Huttenhower_LC6-kraken2_refseqV205_500GB-0.75	0.4229390681003584
Huttenhower_LC6-kraken2_refseqV205_500GB-0.90	0.6953405017921147
