Sample name	Weighted unifrac distance raw
NegControl_MH2-kraken2_refseqV208_nt-0.30	0
NegControl_MH2-kraken2_refseqV208_nt-0.20	0
NegControl_MH2-kraken2_refseqV208_nt-0.35	0
NegControl_MH2-kraken2_refseqV208_nt-0.25	0
NegControl_MH2-kraken2_refseqV208_nt-0.40	0
NegControl_MH2-kraken2_refseqV208_nt-0.45	0
NegControl_MH2-kraken2_refseqV208_nt-0.60	0
NegControl_MH2-kraken2_refseqV208_nt-0.55	0
NegControl_MH2-kraken2_refseqV208_nt-0.50	0
NegControl_MH2-kraken2_refseqV208_nt-0.65	0
NegControl_MH2-kraken2_refseqV208_nt-0.70	0
NegControl_MH2-kraken2_refseqV208_nt-0.75	0
NegControl_MH2-kraken2_refseqV208_nt-0.80	0
NegControl_MH2-kraken2_refseqV208_nt-0.85	0
NegControl_MH2-kraken2_refseqV208_nt-0.90	0
NegControl_MH2-kraken2_refseqV208_nt-0.10	38.69552157291097
NegControl_MH2-kraken2_refseqV208_nt-0.15	38.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.95	60.398736787514515
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.85	57.30091113867762
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.50	53.69792638295362
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.90	57.65293023181249
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.75	56.89363160313936
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.40	51.68081664287008
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.55	54.82845932975261
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.60	55.588305839872675
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.30	48.98972542776544
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.25	47.04505702591277
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.20	45.187218168174596
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.35	50.36655311274282
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.15	42.51980020988639
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.10	39.79676205438137
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.65	56.19313489027377
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.05	35.64666962554441
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.45	52.8027192390345
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.80	57.26365924703927
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.70	56.74943860122272
NegControl_MH2-kraken2_refseqV208_nt-0.00	39.11134059687353
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-1.00	79.41804099093602
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.00	24.60279615628636
NegControl_MH2-kraken2_refseqV208_nt-0.05	39.04999002637472
NegControl_MH2-kraken2_refseqV208_nt-0.95	0
NegControl_MH2-kraken2_refseqV208_nt-1.00	0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-1.00	0.22673887180312968
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.85	0.22952136404317797
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.80	0.22778572337971098
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.40	0.21120992079476097
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.20	0.2340333026437645
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.90	0.2314385860550159
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.45	0.21332086567638286
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.25	0.21971128139378202
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.30	0.21218496674614123
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.15	0.3011095385682924
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.95	0.22716931543888344
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.35	0.21238622238210292
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.65	0.2294265901899364
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.55	0.21700997764571142
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.20	64.52915931299852
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.70	0.2281286508756447
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.60	0.22309606240727722
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.10	0.4689678216388095
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.25	68.37947901632532
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.75	0.22774179420048166
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.30	73.19847087736113
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.15	59.77521678803649
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.50	0.21335241280253847
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.05	1.401597404981204
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.00	1.9941921344938196
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.10	53.29831033792291
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.45	88.02389352157587
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.80	116.07743664876897
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.35	77.89715214039282
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.40	82.9016009352464
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.65	107.3075553113697
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.50	92.30993997823524
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.70	111.55337145125131
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.55	97.30664239414057
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.05	42.91470733204258
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.60	102.28218784582717
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.00	28.747082960169514
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.75	113.71351575070308
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.85	82.51670767763275
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-1.00	102.9743022944993
RM1_S002__insert_5000-kraken2_refseqV208_nt-1.00	92.74156164474854
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.90	124.523508085237
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.85	119.79545435205178
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.30	60.45540486691856
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.75	77.28664824884655
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.80	79.91750256972777
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.95	120.26607420537422
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.60	70.8750055705333
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.35	62.499142658898855
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.40	64.27972412511926
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.50	67.41541662709182
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.55	69.03379301751198
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.45	66.04676028705842
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.90	86.78092148227924
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.20	54.858336688059794
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.15	51.34035998792547
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.70	75.25595297135061
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.65	72.96586054400565
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.95	93.16085839064799
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.25	18.57603919872693
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.05	40.27888280726333
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.15	16.878028477076988
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.10	46.67031799370932
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.00	30.788015987410418
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.20	17.49934574477856
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.45	20.90265612911056
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.40	20.6053630885796
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.35	20.269999699362664
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.30	19.511485244110496
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.65	23.872081159146227
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.05	15.844525222670296
