Sample name	Faith's phylogenetic diversity
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.85	582.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-1.00	748.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.75	1174.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.75	656.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.40	1201.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.95	843.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.90	567.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.55	910.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.60	850.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.35	1343.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.30	1561.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.50	990.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.65	742.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.80	617.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.20	3299.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.25	2151.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.40	1997.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.45	1092.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.85	1017.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.35	2221.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.60	1462.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.15	6282.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.55	1558.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.70	700.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.15	4073.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.05	13354.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.25	2754.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.90	957.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.50	1715.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.10	5600.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.20	3084.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.30	2502.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.10	12628.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.80	1096.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.05	24440.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.45	1839.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.00	16452.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.00	38849.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.65	1400.0
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.70	1272.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.05	13596.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.70	1986.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.05	10660.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.60	3512.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.50	2626.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.65	2125.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.95	518.5
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.95	2140.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.60	2241.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.50	3993.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.80	1694.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.90	2332.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.35	3263.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.85	2526.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.15	7278.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.30	5316.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.10	6514.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.20	6413.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-1.00	1846.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.25	5839.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.15	5250.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.80	2720.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.20	4446.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.45	4190.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.65	3289.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.55	3730.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.30	3556.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.70	3090.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.45	2793.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.75	1858.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.55	2424.0
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-1.00	474.5
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.10	8777.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.00	25237.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.40	4502.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.40	3020.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.00	28939.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.75	2909.0
ani99_cHIGH_stTrue_r0-kraken2_GTDBr202RefSeqV205-0.35	4890.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.25	3951.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.45	4123.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.30	2910.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.10	6145.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.50	2184.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.70	1636.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.40	2501.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.60	3451.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.05	11303.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.90	2416.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.05	14126.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.25	5781.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.70	3096.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.45	2324.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.55	2024.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.10	9063.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.15	7367.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.85	1545.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.50	3924.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.75	2925.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.95	2232.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.95	1243.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.65	1765.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.15	4614.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.30	5212.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.00	26284.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.85	2580.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.90	1391.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.60	1894.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.20	6414.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.25	3283.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.40	4441.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-1.00	1971.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.35	2689.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.65	3285.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.00	28619.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.20	3789.0
ani97_cLOW_stTrue_r4-kraken2_GTDBr202RefSeqV205-1.00	1068.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.55	3697.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.80	2740.0
ani99_cHIGH_stFalse_r5-kraken2_GTDBr202RefSeqV205-0.35	4803.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.95	942.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.35	2184.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.45	1335.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.00	16563.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.05	14559.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.90	1038.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.80	1398.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.25	3190.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.25	2713.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.30	1957.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.60	1062.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.65	1406.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.45	1834.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.15	6645.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-1.00	837.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.70	1313.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.85	1110.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.50	1252.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.85	1284.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.60	1500.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.95	1060.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.20	4531.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.40	1464.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.10	9796.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.35	1652.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.50	1718.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.75	1505.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.05	8573.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.15	3727.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.10	4764.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.30	2347.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.40	1995.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.20	3134.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-0.90	1141.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.55	1594.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.55	1141.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.75	1241.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.00	22136.0
ani99_cLOW_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.80	1187.0
ani95_cLOW_stFalse_r0-kraken2_GTDBr202RefSeqV205-1.00	890.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.85	713.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.45	4774.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.15	8379.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.80	768.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.65	3775.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.25	6610.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.50	1303.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.15	2972.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.25	2112.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-1.00	2162.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.20	2446.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.55	4229.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.35	5544.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.30	1860.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.40	5148.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.05	6803.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.30	6009.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.85	2813.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.95	646.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.05	15428.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.10	3827.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.75	3270.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.80	3025.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.70	3490.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.70	878.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.20	7331.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.60	3997.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.75	831.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.90	693.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-1.00	622.0
Huttenhower_HC1-kraken2_GTDBr202RefSeqV205-0.65	988.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.95	2418.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.90	2616.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.00	30664.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.35	1657.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.50	4527.0
ani97_cHIGH_stFalse_r3-kraken2_GTDBr202RefSeqV205-0.10	10161.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.40	1527.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.45	1402.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.00	18482.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.40	4004.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.05	12887.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.35	4303.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.75	914.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.10	10444.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.95	2768.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.20	7703.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.90	713.0
ani100_cLOW_stTrue_r6-kraken2_GTDBr202RefSeqV205-0.70	955.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.80	3444.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.20	5715.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.15	6635.0
ani99_cHIGH_stFalse_r1-kraken2_GTDBr202RefSeqV205-0.30	4647.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.75	3685.0
ani99_cHIGH_stTrue_r4-kraken2_GTDBr202RefSeqV205-0.90	3011.0
