Sample name	Shannon diversity
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.85	4.951327016432706
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-1.00	0.7816983580299233
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.75	0.14805651570694794
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.45	5.012830785142818
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.75	4.973055284444698
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.40	5.018252757189294
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.95	0.5090086988330832
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.65	4.9861161291179865
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.55	5.00207732886067
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.35	5.024234039636031
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.80	4.96823954857253
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.50	5.008118612774647
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.30	5.031636996967501
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.60	4.9949762049449635
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.20	5.059882465744961
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.90	4.925359602160425
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.25	5.043721220694965
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.85	0.24343869190297796
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.40	0.16652390881064216
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.35	0.2095875987207066
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.05	1.149862816586321
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.60	0.10184742951220552
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.15	5.092050870642214
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.70	4.977402574086111
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.25	0.3465068691469193
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.55	0.10226624998280139
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.50	0.11577430380375632
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.10	0.7043991921093573
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.15	0.5478982506786149
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.20	0.4148470272033014
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.10	5.152395951092876
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.90	0.33846500110392147
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.80	0.17109473765378685
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.30	0.2850704068991569
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.45	0.13539092706575676
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.05	5.282604963467224
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.00	1.42585092573558
RM2_S002__insert_270-kraken2_GTDBr202RefSeqV205-0.00	5.594997133119802
NA12878_NegControl_SL126488_0-kraken2_GTDBr202RefSeqV205-0.65	0.11072835136945725
