Sample name	Unweighted unifrac distance raw
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	0.7218468468468469
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	0.7742424242424243
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	0.7385643912737508
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	0.9356351236146633
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	0.7528276779773786
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	0.7970027247956403
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	0.8913733410271206
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	0.8511857707509881
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	0.8193907156673114
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	0.9602541216003361
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	0.5883352208380521
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	0.6637773722627737
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	0.5682634730538922
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	0.6239711934156379
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	0.691311612364244
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	0.6516587677725119
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	0.6441090555014606
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	0.6048913043478261
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	0.705952380952381
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	0.6773204903677759
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	0.8328391401037806
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	0.805603448275862
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	0.8865123301459487
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	0.8488605898123325
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	0.8208895949166005
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	0.5451653944020356
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	0.9115234375
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	0.9430475232587378
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	0.8644016837041492
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	0.9723679394900573
