Sample name	Weighted unifrac distance relative abundance
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.50	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.20	184.19444444444443
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.45	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.40	2.8500219593881257e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.10	14.93888888888889
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.80	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.25	147.27222222222224
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.20	24.831196581196583
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.85	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.75	2.8500219593881257e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.35	57.94444444444444
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.90	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.60	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.10	180.06944444444443
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.30	46.54292929292929
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.55	2.8500219593881257e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.55	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.80	2.8500219593881257e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.65	2.9053621916092544e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.30	126.02777777777777
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-1.00	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.05	11.26388888888889
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.75	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.40	1146.5833333333335
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.25	24.56623931623932
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.65	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.35	204.40555555555557
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.95	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.00	8.48611111111111
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.05	136.88333333333335
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.70	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.85	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.00	182.2222222222222
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.50	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.70	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.60	2.9053621916092544e+21
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.15	17.646825396825395
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.45	2.8500219593881257e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.15	180.31944444444443
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.90	2.8500219593881257e+21
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.20	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.10	35.27472527472528
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.15	35.17948717948718
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.30	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.25	42.10053981106613
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.55	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.60	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.20	35.72710622710623
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.30	44.873931623931625
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.35	0.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-1.00	2.8500219593881257e+21
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.40	0.16161616161616116
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.10	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.05	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.50	3.481822943912678e+21
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.95	2.8500219593881257e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.80	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.00	37.154487179487184
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.45	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.35	26.44358974358974
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.40	22.751282051282054
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.70	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.65	3.481822943912678e+21
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.25	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.00	0.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.05	35.36996336996337
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.75	3.481822943912678e+21
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.15	0.0
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.35	9.428205128205127
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.45	1.212873422846403e+22
RH_S001__insert_270-kraken2_refseqV205_100GB-0.90	4.911445609625168e+21
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.25	5.6641025641025635
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.70	1.212873422846403e+22
RH_S001__insert_270-kraken2_refseqV205_100GB-0.55	4.911445609625168e+21
RH_S001__insert_270-kraken2_refseqV205_100GB-0.95	4.911445609625168e+21
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.20	5.01985111662531
RH_S001__insert_270-kraken2_refseqV205_100GB-0.80	4.911445609625168e+21
RH_S001__insert_270-kraken2_refseqV205_100GB-0.65	4.911445609625168e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.95	3.481822943912678e+21
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-1.00	3.481822943912678e+21
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.40	19.55897435897436
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.15	5.156410256410256
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.85	3.481822943912678e+21
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.50	1.212873422846403e+22
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.55	1.212873422846403e+22
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.60	1.212873422846403e+22
RH_S001__insert_270-kraken2_refseqV205_100GB-0.20	15.132098765432099
RH_S001__insert_270-kraken2_refseqV205_100GB-1.00	4.911445609625168e+21
RH_S001__insert_270-kraken2_refseqV205_100GB-0.60	4.911445609625168e+21
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.65	1.212873422846403e+22
RH_S001__insert_270-kraken2_refseqV205_100GB-0.75	4.911445609625168e+21
RH_S001__insert_270-kraken2_refseqV205_100GB-0.70	4.911445609625168e+21
