Sample name	F1 score reads
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.00	0.793347302
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.05	0.821878291
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	0.848801106
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.15	0.863983073
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	0.87448856
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	0.872762757
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	0.892408107
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	0.898702246
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	0.902330046
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.45	0.903719442
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	0.902561208
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	0.900609783
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	0.896475783
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	0.890635495
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	0.881408255
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	0.872047486
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	0.85789407
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	0.839194922
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	0.806688608
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	0.747020909
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	0.625901892
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.00	0.85623889
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.05	0.89039619
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	0.939479861
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	0.953385309
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	0.963287505
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.25	0.966230425
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	0.966874118
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	0.965399086
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.40	0.962516
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.45	0.957533355
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	0.951575748
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.55	0.94158418
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	0.931975335
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	0.920083692
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	0.898252679
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	0.87367101
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.80	0.845097226
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	0.807949806
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	0.775852919
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.95	0.726965228
NA12878_NegControl_SL126487_0-kraken2_refseqV205-1.00	0.650233723
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.00	0.722428976
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.05	0.77030952
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.10	0.798038054
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.15	0.76018516
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.20	0.770195172
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.25	0.762921916
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.30	0.706049928
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.35	0.701408747
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.40	0.695850206
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.45	0.689372652
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.50	0.683359827
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.55	0.675088028
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.60	0.665675617
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.65	0.653739685
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.70	0.639796206
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.75	0.628795684
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.80	0.614585654
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.85	0.597157995
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.90	0.572129036
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.95	0.525986454
ani99_cLOW_stFalse_r8-kraken2_refseqV205-1.00	0.427488474
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00	0.701094738
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.05	0.71134944
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.10	0.72177315
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.15	0.718581381
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.20	0.715077533
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.25	0.711046523
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.30	0.704587062
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.35	0.699615644
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.40	0.69406426
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.45	0.687946837
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.50	0.682600797
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.55	0.67632046
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.60	0.670191557
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.65	0.661709156
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.70	0.652471269
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.75	0.644685718
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.80	0.633843319
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.85	0.621438979
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.90	0.604913979
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.95	0.577173111
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-1.00	0.52451145
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.00	0.85325154
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.05	0.864190307
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.10	0.871499387
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.15	0.869607403
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.20	0.865762912
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.25	0.858563664
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.30	0.851516539
