Sample name	Weighted unifrac distance raw
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.50	33.360969208649784
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.20	95.8647383744559
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.45	38.843421079295595
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.40	33.360969208649784
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.10	17.84158847718222
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.80	38.843421079295595
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.85	38.843421079295595
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.25	96.00723763496556
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.20	20.692946775326483
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.75	33.360969208649784
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.35	60.38007475406589
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.30	53.13131799593287
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.90	38.843421079295595
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.60	33.360969208649784
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.10	97.18042488774623
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.75	38.843421079295595
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.55	33.360969208649784
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.55	38.843421079295595
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-1.00	38.843421079295595
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.65	38.843421079295595
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.05	100.96600806878814
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.25	24.826175494792107
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.80	33.360969208649784
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.65	33.360969208649784
