Sample name	L1 distance
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	12260704.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	12287162.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	12326483.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	12560936.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	12251631.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	12368135.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	12263091.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	12762330.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	13088709.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	13591597.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	13007572.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	12364577.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	12855678.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	12459523.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	13221527.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	12275569.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	12713031.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	12270218.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	12586644.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	12304580.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	13509427.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	6869099.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	6989090.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	6739633.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	6781545.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	6736385.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	6750265.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	6892534.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	6752253.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	7134537.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.85	10138799.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.55	7670777.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.70	8763835.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.60	7978118.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.45	7194856.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.65	8322455.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.90	10560611.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.80	9668298.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.75	9153261.0
