Sample name	Weighted unifrac distance raw
ani99_cLOW_stFalse_r2-kraken2_minikraken-1.00	24.640190479446893
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.90	50.34094792378122
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.75	50.34094792378122
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.90	24.640190479446893
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.45	18.06818635674531
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.65	35.52364000256163
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.25	24.320363083977593
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.55	23.224817701671206
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.80	24.640190479446893
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.20	17.74260178838099
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.40	28.069934881518783
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.25	18.309914131033736
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.00	18.899416836050456
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.30	18.708263648206266
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.85	50.34094792378122
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.15	20.73439239106635
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.60	29.055425417661198
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.55	40.66409194847987
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.85	24.640190479446893
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.35	27.07165477653721
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.65	74.33297866326399
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.00	11.276983738591078
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.05	18.948035088227947
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.50	41.71010884034011
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.60	110.85479534315989
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.80	50.34094792378122
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.20	22.765016416993788
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.40	18.59206616520614
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.45	32.48464952319496
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.10	15.586474734039978
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.50	19.722628190942654
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.15	16.832448860367435
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.10	19.286420198939233
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.30	25.770807298265417
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.35	18.734745423387654
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.70	24.858497038577667
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.05	13.716301825019908
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.95	24.640190479446893
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.75	24.640190479446893
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.70	51.7678741600982
