Sample name	Precision reads
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	0.905520713
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	0.877474206
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	0.901268426
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	0.899969643
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	0.863365346
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	0.887316228
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	0.993496415
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	0.650408964
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	0.962884123
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	0.83304792
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.40	0.990951086
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	0.989111172
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	0.985606499
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	0.976082024
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	0.904080369
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	0.893294272
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	0.893056624
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.00	0.793408286
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.25	0.981815633
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	0.897032453
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	0.774109936
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	0.873366796
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	0.874881778
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	0.946807475
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.15	0.864230808
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.05	0.821971772
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.45	0.906071578
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	0.848956432
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	0.904409373
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	0.992446721
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.55	0.993094584
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.45	0.991786017
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	0.977267995
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.80	0.986457117
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	0.990000109
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	0.960971049
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	0.993461175
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	0.99215765
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.05	0.895178974
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.00	0.859260433
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.50	0.685561727
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.55	0.677839929
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.95	0.924184122
NA12878_NegControl_SL126487_0-kraken2_refseqV205-1.00	0.849345076
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.60	0.669069613
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.45	0.691167649
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.35	0.70240378
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.65	0.658223156
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.25	0.763407697
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.40	0.697213203
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.70	0.648179627
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.75	0.639599488
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.20	0.770530527
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.15	0.76038639
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.10	0.798143737
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.30	0.706740102
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.80	0.628239363
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.05	0.770359294
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.00	0.722463424
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.90	0.589393322
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.85	0.61300843
ani99_cLOW_stFalse_r8-kraken2_refseqV205-1.00	0.442984443
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.95	0.543606098
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00	0.701198906
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.80	0.651573562
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.45	0.69016399
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.30	0.705444462
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.50	0.685353666
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.40	0.695728364
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.15	0.718861949
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.70	0.662969229
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.10	0.721962225
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.60	0.674596162
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.20	0.715499748
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.55	0.679829798
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.05	0.711483758
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.65	0.667531552
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.75	0.658457789
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.25	0.711634845
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.35	0.700834131
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.50	0.829731307
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.20	0.8659504
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.30	0.851934618
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.15	0.869722905
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.35	0.846787951
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.45	0.83486978
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.55	0.823615049
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.25	0.858835847
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.85	0.642256852
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.10	0.871573571
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-1.00	0.548768506
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.95	0.601727284
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.40	0.841150994
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.05	0.864239757
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.90	0.62800053
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.00	0.853294786
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.60	0.81664251
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.70	0.804525691
ani95_cLOW_stTrue_r2-kraken2_refseqV205-1.00	0.616551033
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.55	0.602963518
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.30	0.635966077
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.10	0.662546299
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.45	0.614978845
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.25	0.644197192
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.95	0.708915283
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.80	0.791796974
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.65	0.591181891
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.90	0.759216824
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.60	0.596586235
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.65	0.809456067
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.05	0.664797779
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.20	0.650526355
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.00	0.666267411
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.85	0.780918685
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.35	0.629092891
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.40	0.6219083
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.50	0.609360519
ani95_cLOW_stTrue_r2-kraken2_refseqV205-0.75	0.799266144
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.70	0.588716914
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.15	0.657126336
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.75	0.58746281
ani95_cLOW_stTrue_r9-kraken2_refseqV205-1.00	0.504684508
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.90	0.578722084
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.95	0.559571937
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.80	0.592144867
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.40	0.738176936
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.25	0.758029222
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.45	0.730423827
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.65	0.632001752
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.55	0.715746017
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.70	0.620586729
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.50	0.665985423
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.60	0.645398256
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.05	0.694653401
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.35	0.67799412
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-1.00	0.317500197
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.95	0.453275519
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.05	0.768532916
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.85	0.584239671
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.10	0.772203673
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.50	0.723983195
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.55	0.656433073
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.15	0.770602994
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.30	0.749039396
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.20	0.765365848
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.40	0.680294733
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.35	0.744717029
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.00	0.764596214
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.85	0.568120746
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.20	0.696817528
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.90	0.528379945
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.30	0.683529468
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.60	0.707928462
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.25	0.689516122
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.75	0.609449042
ani95_cLOW_stTrue_r9-kraken2_refseqV205-0.80	0.586784845
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.15	0.703288487
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.10	0.706282962
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.45	0.67288127
ani99_cHIGH_stFalse_r0-kraken2_refseqV205-0.00	0.690453328
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.75	0.688172567
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.70	0.694974112
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.65	0.70006806
RM1_S002__insert_5000-kraken2_refseqV205-0.75	0.496930767
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.85	0.665200389
RM1_S002__insert_5000-kraken2_refseqV205-0.45	0.250684465
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.80	0.678872548
RM1_S002__insert_5000-kraken2_refseqV205-0.40	0.226831043
RM1_S002__insert_5000-kraken2_refseqV205-0.55	0.319703412
RM1_S002__insert_5000-kraken2_refseqV205-0.65	0.41132261
RM1_S002__insert_5000-kraken2_refseqV205-0.50	0.278643681
RM1_S002__insert_5000-kraken2_refseqV205-0.85	0.563121697
RM1_S002__insert_5000-kraken2_refseqV205-0.60	0.368324757
RM1_S002__insert_5000-kraken2_refseqV205-0.35	0.209131915
RM1_S002__insert_5000-kraken2_refseqV205-0.70	0.455715734
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.90	0.641796523
RM1_S002__insert_5000-kraken2_refseqV205-0.80	0.542456197
RM1_S002__insert_5000-kraken2_refseqV205-0.25	0.194575369
RM1_S002__insert_5000-kraken2_refseqV205-0.30	0.196171504
RM1_S002__insert_5000-kraken2_refseqV205-0.20	0.188776488
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-1.00	0.540901766
ani97_cHIGH_stFalse_r4-kraken2_refseqV205-0.95	0.604564693
RM1_S002__insert_5000-kraken2_refseqV205-0.15	0.183902019
RM1_S002__insert_5000-kraken2_refseqV205-0.90	0.574810624
RM1_S002__insert_5000-kraken2_refseqV205-1.00	0.572044076
RM1_S002__insert_5000-kraken2_refseqV205-0.95	0.590120358
NA12878_NegControl_SL126486_0-kraken2_refseqV205-0.15	0.962361655
