Sample name	Faith's phylogenetic diversity
ABRF_MGRG_10ng-MetaPhlAn-default	37.5
ani99_cLOW_stFalse_r0-MetaPhlAn-default	179.5
ani99_cLOW_stFalse_r2-MetaPhlAn-default	275.5
ani97_cHIGH_stFalse_r8-MetaPhlAn-default	735.5
ani97_cLOW_stTrue_r9-MetaPhlAn-default	291.5
ani100_cHIGH_stTrue_r1-MetaPhlAn-default	774.5
ani99_cLOW_stTrue_r8-MetaPhlAn-default	266.5
ani95_cLOW_stTrue_r7-MetaPhlAn-default	235.5
ani99_cLOW_stTrue_r9-MetaPhlAn-default	304.5
ani95_cLOW_stTrue_r6-MetaPhlAn-default	190.5
ani100_cHIGH_stFalse_r5-MetaPhlAn-default	845.5
RM2_S001__insert_270-MetaPhlAn-default	276.5
ani100_cHIGH_stTrue_r0-MetaPhlAn-default	825.5
ani99_cLOW_stFalse_r6-MetaPhlAn-default	330.5
ani95_cLOW_stTrue_r3-MetaPhlAn-default	215.5
ani100_cHIGH_stFalse_r4-MetaPhlAn-default	798.5
ani100_cHIGH_stTrue_r7-MetaPhlAn-default	579.5
ani99_cHIGH_stTrue_r9-MetaPhlAn-default	722.5
ani100_cHIGH_stFalse_r2-MetaPhlAn-default	706.5
ani99_cHIGH_stTrue_r8-MetaPhlAn-default	670.5
ABRF_MGRG_Normal-MetaPhlAn-default	37.5
ani97_cLOW_stTrue_r8-MetaPhlAn-default	321.5
ani99_cLOW_stFalse_r5-MetaPhlAn-default	308.5
ani100_cHIGH_stFalse_r3-MetaPhlAn-default	517.5
ani95_cLOW_stTrue_r0-MetaPhlAn-default	238.5
ani100_cHIGH_stTrue_r6-MetaPhlAn-default	753.5
UnAmbiguouslyMapped_ds.7-MetaPhlAn-default	1183.5
NA12878_NegControl_SL126486_0-MetaPhlAn-default	16.5
ani100_cHIGH_stTrue_r4-MetaPhlAn-default	714.5
ani100_cHIGH_stTrue_r5-MetaPhlAn-default	692.5
RH_S001__insert_270-MetaPhlAn-default	751.5
ani100_cHIGH_stFalse_r0-MetaPhlAn-default	699.5
ani100_cHIGH_stFalse_r6-MetaPhlAn-default	738.5
ani95_cLOW_stTrue_r2-MetaPhlAn-default	232.5
ani99_cLOW_stFalse_r4-MetaPhlAn-default	378.5
ani100_cHIGH_stFalse_r1-MetaPhlAn-default	819.5
ani95_cLOW_stTrue_r1-MetaPhlAn-default	180.5
RM1_S001__insert_5000-MetaPhlAn-default	272.5
ani99_cLOW_stFalse_r3-MetaPhlAn-default	312.5
ani99_cLOW_stFalse_r7-MetaPhlAn-default	260.5
NegControl_LM-MetaPhlAn-default	0
ani100_cLOW_stTrue_r3-MetaPhlAn-default	284.5
UnAmbiguouslyMapped_ds.cityparks-MetaPhlAn-default	164.5
UnAmbiguouslyMapped_ds.hous2-MetaPhlAn-default	45.5
ani95_cLOW_stFalse_r2-MetaPhlAn-default	218.5
ani100_cLOW_stTrue_r6-MetaPhlAn-default	193.5
ani100_cLOW_stTrue_r2-MetaPhlAn-default	189.5
ani95_cLOW_stFalse_r6-MetaPhlAn-default	204.5
ani97_cLOW_stFalse_r1-MetaPhlAn-default	217.5
BioPool-MetaPhlAn-default	47.5
ani95_cLOW_stFalse_r7-MetaPhlAn-default	166.5
ani97_cLOW_stFalse_r4-MetaPhlAn-default	221.5
UnAmbiguouslyMapped_ds.buccal-MetaPhlAn-default	28.5
UnAmbiguouslyMapped_ds.hous1-MetaPhlAn-default	55.5
ani100_cLOW_stTrue_r7-MetaPhlAn-default	227.5
ani97_cLOW_stFalse_r6-MetaPhlAn-default	288.5
Carma_eval_carma-MetaPhlAn-default	27.5
UnAmbiguouslyMapped_ds.gut-MetaPhlAn-default	75.5
ani97_cLOW_stFalse_r2-MetaPhlAn-default	311.5
ani95_cLOW_stFalse_r0-MetaPhlAn-default	257.5
ani97_cLOW_stFalse_r0-MetaPhlAn-default	278.5
ani95_cLOW_stFalse_r3-MetaPhlAn-default	231.5
ani99_cLOW_stFalse_r1-MetaPhlAn-default	276.5
ani100_cLOW_stTrue_r5-MetaPhlAn-default	295.5
RL_S001__insert_270-MetaPhlAn-default	108.5
ani100_cLOW_stFalse_r8-MetaPhlAn-default	225.5
ani95_cLOW_stFalse_r1-MetaPhlAn-default	213.5
ani95_cLOW_stTrue_r4-MetaPhlAn-default	306.5
ani97_cHIGH_stTrue_r8-MetaPhlAn-default	756.5
ani97_cHIGH_stTrue_r9-MetaPhlAn-default	784.5
ani97_cLOW_stFalse_r5-MetaPhlAn-default	305.5
ani100_cLOW_stFalse_r9-MetaPhlAn-default	343.5
ani100_cHIGH_stFalse_r7-MetaPhlAn-default	712.5
ani100_cLOW_stTrue_r4-MetaPhlAn-default	276.5
HMP_even_illum_SRR172902-MetaPhlAn-default	106.5
ani97_cLOW_stFalse_r3-MetaPhlAn-default	328.5
ani97_cHIGH_stFalse_r9-MetaPhlAn-default	822.5
ani95_cLOW_stTrue_r5-MetaPhlAn-default	276.5
NA12878_NegControl_SL126487_0-MetaPhlAn-default	33.5
Huttenhower_LC8-MetaPhlAn-default	76.5
ani97_cLOW_stFalse_r9-MetaPhlAn-default	230.5
Huttenhower_LC2-MetaPhlAn-default	118.5
ani95_cLOW_stFalse_r8-MetaPhlAn-default	79.5
ani95_cLOW_stFalse_r4-MetaPhlAn-default	263.5
ani100_cLOW_stTrue_r9-MetaPhlAn-default	260.5
ani97_cHIGH_stTrue_r5-MetaPhlAn-default	703.5
Huttenhower_LC7-MetaPhlAn-default	73.5
ani95_cLOW_stFalse_r5-MetaPhlAn-default	244.5
ani99_cHIGH_stFalse_r3-MetaPhlAn-default	692.5
BMI_bmi_reads-MetaPhlAn-default	53.5
HMP_even_454_SRR072233-MetaPhlAn-default	89.5
ani97_cLOW_stFalse_r8-MetaPhlAn-default	229.5
ani97_cHIGH_stTrue_r7-MetaPhlAn-default	631.5
Raiphy_eval_RAIphy-MetaPhlAn-default	0.0
ani99_cHIGH_stFalse_r2-MetaPhlAn-default	543.5
ani99_cHIGH_stFalse_r6-MetaPhlAn-default	555.5
Huttenhower_HC2-MetaPhlAn-default	355.5
ani97_cHIGH_stTrue_r6-MetaPhlAn-default	819.5
ani97_cHIGH_stTrue_r2-MetaPhlAn-default	679.5
Huttenhower_LC3-MetaPhlAn-default	72.5
ani97_cHIGH_stTrue_r3-MetaPhlAn-default	733.5
ani99_cHIGH_stFalse_r7-MetaPhlAn-default	753.5
ani97_cLOW_stFalse_r7-MetaPhlAn-default	277.5
ani100_cLOW_stTrue_r1-MetaPhlAn-default	243.5
Huttenhower_LC4-MetaPhlAn-default	47.5
RH_S005__insert_270-MetaPhlAn-default	751.5
ani100_cLOW_stTrue_r0-MetaPhlAn-default	316.5
ani99_cHIGH_stFalse_r5-MetaPhlAn-default	688.5
ani97_cHIGH_stTrue_r0-MetaPhlAn-default	751.5
JGI_SRR033548-MetaPhlAn-default	31.5
ani99_cHIGH_stFalse_r8-MetaPhlAn-default	670.5
ani99_cHIGH_stFalse_r9-MetaPhlAn-default	699.5
ani95_cLOW_stFalse_r9-MetaPhlAn-default	303.5
Huttenhower_LC1-MetaPhlAn-default	109.5
Huttenhower_LC6-MetaPhlAn-default	86.5
ani97_cHIGH_stTrue_r1-MetaPhlAn-default	784.5
UnAmbiguouslyMapped_ds.nycsm-MetaPhlAn-default	41.5
ani99_cHIGH_stFalse_r4-MetaPhlAn-default	600.5
JGI_SRR033549-MetaPhlAn-default	42.5
RM2_S002__insert_270-MetaPhlAn-default	277.5
ani97_cHIGH_stFalse_r6-MetaPhlAn-default	675.5
RH_S004__insert_270-MetaPhlAn-default	755.5
RH_S002__insert_270-MetaPhlAn-default	754.5
ani95_cLOW_stTrue_r9-MetaPhlAn-default	266.5
ani99_cHIGH_stTrue_r5-MetaPhlAn-default	670.5
RH_S003__insert_270-MetaPhlAn-default	750.5
ani99_cHIGH_stTrue_r7-MetaPhlAn-default	846.5
ani99_cLOW_stTrue_r6-MetaPhlAn-default	219.5
ani100_cHIGH_stFalse_r8-MetaPhlAn-default	882.5
ani97_cHIGH_stFalse_r4-MetaPhlAn-default	652.5
ani97_cHIGH_stFalse_r2-MetaPhlAn-default	585.5
ani100_cLOW_stFalse_r5-MetaPhlAn-default	284.5
ani99_cHIGH_stTrue_r4-MetaPhlAn-default	718.5
ani99_cHIGH_stTrue_r0-MetaPhlAn-default	485.5
ani100_cLOW_stFalse_r6-MetaPhlAn-default	261.5
ani99_cLOW_stTrue_r7-MetaPhlAn-default	304.5
ani99_cLOW_stTrue_r5-MetaPhlAn-default	260.5
ani97_cLOW_stTrue_r1-MetaPhlAn-default	250.5
ani97_cLOW_stTrue_r0-MetaPhlAn-default	295.5
ani99_cLOW_stTrue_r4-MetaPhlAn-default	261.5
ani97_cHIGH_stFalse_r7-MetaPhlAn-default	735.5
ani100_cLOW_stFalse_r7-MetaPhlAn-default	251.5
Huttenhower_LC5-MetaPhlAn-default	91.5
ani99_cHIGH_stFalse_r0-MetaPhlAn-default	845.5
ABRF_MGRG_5ng-MetaPhlAn-default	25.5
