Sample name	Chao1 richness
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	679.0576923
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	397.7692308
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	755.4745763
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	225.25
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	135
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	269
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	148
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	141
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	1547.239264
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	125
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	300.75
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	2137.846535
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	121
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	124
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	708.8
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	3005.101818
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	193
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	411.8846154
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	553
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	4533.039813
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	880.5052632
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	127
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	1279.666667
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	131.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	124
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	119
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	613.15
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	129
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	354.6666667
