Sample name	Number of taxa
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	6154.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	3748.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	2247.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	1618.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	1278.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	1116.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	981.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	883.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	821.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	758.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	707.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	658.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	615.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	582.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	548.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	527.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	485.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	441.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	416.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	379.0
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	341.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	5221.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	2571.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	1675.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	1295.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	1058.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	931.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	828.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	763.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	698.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.45	649.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.50	615.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.55	576.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.60	539.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.65	504.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.70	475.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.75	454.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.80	416.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.85	381.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.90	354.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.95	331.0
ani95_cLOW_stTrue_r8-kraken2_standard_0521-1.00	298.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.00	6278.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.05	4022.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.10	2364.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.15	1575.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.20	1194.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.25	970.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.30	813.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.35	717.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.40	643.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.45	592.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.50	544.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.55	501.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.60	461.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.65	437.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.70	407.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.75	389.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.80	373.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.85	346.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.90	324.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.95	298.0
ani99_cLOW_stFalse_r4-kraken2_standard_0521-1.00	268.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.00	6317.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.05	4392.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.10	2521.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.15	1527.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.20	1058.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.25	843.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.30	691.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.35	590.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.40	514.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.45	473.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.50	427.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.55	375.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.60	330.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.65	290.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.70	259.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.75	224.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.80	206.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.85	178.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.90	161.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.95	149.0
ani100_cLOW_stFalse_r0-kraken2_standard_0521-1.00	131.0
Huttenhower_HC2-kraken2_standard_0521-0.00	2975.0
Huttenhower_HC2-kraken2_standard_0521-0.05	2469.0
Huttenhower_HC2-kraken2_standard_0521-0.10	1533.0
Huttenhower_HC2-kraken2_standard_0521-0.15	1019.0
Huttenhower_HC2-kraken2_standard_0521-0.20	690.0
Huttenhower_HC2-kraken2_standard_0521-0.25	493.0
Huttenhower_HC2-kraken2_standard_0521-0.30	349.0
Huttenhower_HC2-kraken2_standard_0521-0.35	275.0
Huttenhower_HC2-kraken2_standard_0521-0.40	242.0
Huttenhower_HC2-kraken2_standard_0521-0.45	208.0
