Sample name	Number of taxa
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.00	12226.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.05	6081.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.10	4099.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.15	3377.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.20	2938.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.25	2665.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.30	2430.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.35	2266.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.40	2101.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.45	1972.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.50	1879.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.55	1784.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.60	1691.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.65	1619.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.70	1529.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.75	1466.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.80	1389.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.85	1323.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.90	1251.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.95	1161.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-1.00	1050.0
NegControl_MH2-kraken2_refseqV208_nt-0.00	8692.0
NegControl_MH2-kraken2_refseqV208_nt-0.05	6184.0
NegControl_MH2-kraken2_refseqV208_nt-0.10	33.0
NegControl_MH2-kraken2_refseqV208_nt-0.15	1.0
NegControl_MH2-kraken2_refseqV208_nt-0.20	0
NegControl_MH2-kraken2_refseqV208_nt-0.25	0
NegControl_MH2-kraken2_refseqV208_nt-0.30	0
NegControl_MH2-kraken2_refseqV208_nt-0.35	0
NegControl_MH2-kraken2_refseqV208_nt-0.40	0
NegControl_MH2-kraken2_refseqV208_nt-0.45	0
NegControl_MH2-kraken2_refseqV208_nt-0.50	0
NegControl_MH2-kraken2_refseqV208_nt-0.55	0
NegControl_MH2-kraken2_refseqV208_nt-0.60	0
NegControl_MH2-kraken2_refseqV208_nt-0.65	0
NegControl_MH2-kraken2_refseqV208_nt-0.70	0
NegControl_MH2-kraken2_refseqV208_nt-0.75	0
NegControl_MH2-kraken2_refseqV208_nt-0.80	0
NegControl_MH2-kraken2_refseqV208_nt-0.85	0
NegControl_MH2-kraken2_refseqV208_nt-0.90	0
NegControl_MH2-kraken2_refseqV208_nt-0.95	0
NegControl_MH2-kraken2_refseqV208_nt-1.00	0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.00	9939.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.05	7597.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.10	1746.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.15	1167.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.20	792.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.25	671.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.30	595.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.35	492.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.40	447.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.45	407.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.50	375.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.55	335.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.60	305.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.65	287.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.70	265.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.75	246.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.80	227.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.85	208.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.90	190.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.95	171.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-1.00	150.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.00	25265.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.05	8350.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.10	4275.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.15	2326.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.20	1366.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.25	984.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.30	733.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.35	586.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.40	496.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.45	426.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.50	382.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.55	328.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.60	281.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.65	248.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.70	217.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.75	188.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.80	164.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.85	143.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.90	128.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.95	109.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-1.00	91.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.00	13047.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.05	7168.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.10	4580.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.15	3314.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.20	2649.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.25	2302.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.30	1989.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.35	1796.0
