Sample name	Proportion classified
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.30	0.00041185708402041656
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.40	1.2857141020408426e-06
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.15	0.10003319999525714
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.35	2.6428567653061765e-05
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.25	0.003861285162673548
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.20	0.019856925734724896
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.10	0.33851445164079264
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.05	0.7272301818242597
ani95_cLOW_stTrue_r5-kraken2_refseqV205_100GB-0.00	0.9598489343072951
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.05	0.7281606366173248
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.00	0.9603969172562621
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.20	0.020028577151022044
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.25	0.003939429696979913
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.30	0.000399428685551053
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.10	0.3396629541894155
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.15	0.10061831446237555
ani100_cLOW_stTrue_r9-kraken2_refseqV205_100GB-0.35	2.335714953061415e-05
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.30	0.004229846319881797
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.35	0.0006595500963978214
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.20	0.04361968299556561
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.25	0.014253983309885214
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.10	0.31299261288583785
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.15	0.15940811237198108
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.05	0.5805124201431852
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.00	0.8069998154178225
NA12878_NegControl_SL126488_0-kraken2_refseqV205_100GB-0.40	0.00014007049449477033
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.20	0.01857478836782691
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.10	0.32423633203376173
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.30	0.00041078577296939616
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.15	0.0945602992228999
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.25	0.003748643392663342
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.05	0.7081055297293614
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.00	0.9508614929802133
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.35	2.7785718255102607e-05
ani100_cLOW_stFalse_r6-kraken2_refseqV205_100GB-0.40	1.2857144693877813e-06
RH_S001__insert_270-kraken2_refseqV205_100GB-0.20	0.004046624984884082
RH_S001__insert_270-kraken2_refseqV205_100GB-0.15	0.028385519505285627
RH_S001__insert_270-kraken2_refseqV205_100GB-0.25	0.0006261103366797194
RH_S001__insert_270-kraken2_refseqV205_100GB-0.10	0.14276446958107056
RH_S001__insert_270-kraken2_refseqV205_100GB-0.05	0.48076943613861767
RH_S001__insert_270-kraken2_refseqV205_100GB-0.00	0.9104977065104543
RH_S001__insert_270-kraken2_refseqV205_100GB-0.35	2.5344398989776864e-06
RH_S001__insert_270-kraken2_refseqV205_100GB-0.40	1.6128253902585277e-07
RH_S001__insert_270-kraken2_refseqV205_100GB-0.30	5.0631197072758784e-05
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.15	0.09448091507415499
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.05	0.6963648290907387
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.10	0.3216024540567923
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.20	0.01857335448952079
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.00	0.9306042956279578
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.40	2.0714282755102462e-06
ani100_cHIGH_stFalse_r4-kraken2_refseqV205_100GB-0.35	2.5357139234694396e-05
