Sample name	Faith's phylogenetic diversity
ani99_cLOW_stFalse_r2-kraken2_minikraken-1.00	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.75	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.90	0.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.45	254.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.40	262.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.90	0.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.65	26.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.20	568.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.50	162.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.25	429.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.15	635.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.60	55.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.25	482.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.05	1703.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.00	4792.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.30	437.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.55	135.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.85	0.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.60	55.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.20	497.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.80	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.55	132.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.80	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.65	13.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.85	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.45	218.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.35	308.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.10	841.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.40	305.5
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.30	365.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.35	356.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.10	1064.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.50	208.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.70	11.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.00	5546.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.15	730.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.95	0.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.75	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.70	12.5
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.05	2273.0
RL_S001__insert_270-kraken2_minikraken-0.60	19.5
RL_S001__insert_270-kraken2_minikraken-0.15	320.0
RL_S001__insert_270-kraken2_minikraken-0.45	45.5
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.70	13.5
RL_S001__insert_270-kraken2_minikraken-0.40	47.5
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.10	2277.0
RL_S001__insert_270-kraken2_minikraken-0.30	105.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.85	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.75	0.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.95	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-1.00	0.0
RL_S001__insert_270-kraken2_minikraken-0.20	163.0
RL_S001__insert_270-kraken2_minikraken-0.35	59.5
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.05	3470.0
RL_S001__insert_270-kraken2_minikraken-0.55	25.5
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.50	509.0
RL_S001__insert_270-kraken2_minikraken-0.05	4131.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.55	279.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.40	877.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.90	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.95	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.15	1885.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.25	1461.0
RL_S001__insert_270-kraken2_minikraken-0.50	30.5
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.35	1063.0
RL_S001__insert_270-kraken2_minikraken-0.10	1151.0
RL_S001__insert_270-kraken2_minikraken-0.00	7600.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.00	6364.0
ani99_cLOW_stFalse_r9-kraken2_minikraken-1.00	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.65	24.5
RL_S001__insert_270-kraken2_minikraken-0.25	137.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.45	707.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.20	1642.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.80	0.0
RL_S001__insert_270-kraken2_minikraken-0.75	0.0
RL_S001__insert_270-kraken2_minikraken-0.80	0.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.60	92.0
ani97_cHIGH_stTrue_r4-kraken2_minikraken-0.30	1229.0
RL_S001__insert_270-kraken2_minikraken-0.65	0.0
RL_S001__insert_270-kraken2_minikraken-0.70	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.15	981.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.85	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.05	2239.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.55	82.5
RL_S001__insert_270-kraken2_minikraken-0.90	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.60	26.5
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.00	5326.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.10	1318.0
RL_S001__insert_270-kraken2_minikraken-0.95	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.70	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.40	319.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.45	237.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.00	5312.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.75	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.40	365.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.10	1257.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.65	12.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.30	561.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.65	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.95	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.50	149.5
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.35	409.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.35	447.0
RL_S001__insert_270-kraken2_minikraken-1.00	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.25	686.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.15	946.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.20	807.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.60	28.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.70	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.30	550.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.25	691.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.20	784.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.90	0.0
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.80	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.45	209.5
RL_S001__insert_270-kraken2_minikraken-0.85	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.05	2215.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.55	80.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-0.50	175.5
ani95_cLOW_stTrue_r3-kraken2_minikraken-1.00	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.90	0.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.60	47.5
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.55	158.5
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.60	45.5
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.70	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.50	398.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.90	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.10	2114.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.25	1291.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.65	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.40	765.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.15	1615.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.55	160.5
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.75	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.25	1243.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.00	6034.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.20	1466.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-1.00	0.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.50	370.5
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.75	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.95	0.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.15	1696.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.40	701.5
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.10	2158.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.00	6302.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.30	1079.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.95	0.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.35	886.5
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.80	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.35	926.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.45	550.5
ani95_cLOW_stTrue_r8-kraken2_minikraken-0.85	0.0
ani95_cLOW_stTrue_r8-kraken2_minikraken-1.00	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.20	1376.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.30	1086.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.05	3544.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.80	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.85	0.0
ani99_cHIGH_stFalse_r1-kraken2_minikraken-0.45	584.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.05	3775.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.70	44.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.25	1116.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.85	25.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.10	2476.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.65	61.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.80	25.5
ani100_cHIGH_stTrue_r0-kraken2_minikraken-1.00	0.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.15	1869.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.25	1388.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.20	1290.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.85	0.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.15	1666.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.10	2513.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.90	25.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.00	6589.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.75	0.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.60	147.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.95	25.5
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.40	898.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.75	25.5
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.35	1034.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.30	1189.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.90	0.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-1.00	0.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.40	584.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.00	6516.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.70	0.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.50	591.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.20	1567.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.45	741.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.35	739.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.80	0.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.05	4601.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.95	0.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.55	367.0
ani97_cHIGH_stFalse_r5-kraken2_minikraken-0.65	18.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.30	922.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.50	359.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.45	444.0
ani100_cHIGH_stTrue_r0-kraken2_minikraken-0.05	4338.0
Huttenhower_LC4-kraken2_minikraken-0.05	914.0
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.85	25.5
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.30	227.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.65	38.0
UnAmbiguouslyMapped_ds.soil-kraken2_minikraken-0.35	222.5
Huttenhower_LC4-kraken2_minikraken-0.95	11.5
Huttenhower_LC4-kraken2_minikraken-0.85	21.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-1.00	25.5
Huttenhower_LC4-kraken2_minikraken-0.55	105.5
Huttenhower_LC4-kraken2_minikraken-1.00	11.5
Huttenhower_LC4-kraken2_minikraken-0.20	223.0
Huttenhower_LC4-kraken2_minikraken-0.90	21.5
Huttenhower_LC4-kraken2_minikraken-0.50	111.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.90	25.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.95	25.5
ani100_cHIGH_stFalse_r7-kraken2_minikraken-0.75	38.0
Huttenhower_LC4-kraken2_minikraken-0.80	27.5
