Sample name	McIntosh's evenness
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.80	0.2743342341330558
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.40	0.3484159688760446
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.30	0.28922010582722313
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.10	0.286897586777899
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.80	0.3597693943385468
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.70	0.3546643307155638
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.95	0.36945979221556635
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.20	0.2878935133550567
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.55	0.2881924088263873
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.00	0.28646787271974755
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.65	0.2848509439804972
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.05	0.2866961610886406
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.15	0.3432900675153901
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.40	0.2895933354652847
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.60	0.35168126029562463
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.60	0.2868509144159605
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.75	0.2790266580637004
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.50	0.34966848974169995
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.45	0.2893871652598597
ani95_cLOW_stFalse_r2-kraken2_refseqV93-1.00	0.3662845827059419
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.05	0.34109624831191904
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.90	0.25793268640367056
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.35	0.2895581327730605
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.70	0.2820557731540412
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.85	0.2676334669138696
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.25	0.34583063852385754
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.65	0.353055414476381
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.90	0.3665777895077532
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.25	0.2885681008409601
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.00	0.3394240133843568
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.30	0.3469472353141057
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.55	0.3506395857537719
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.85	0.36316331028691506
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.15	0.28717306848901686
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.75	0.3564989122906141
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.20	0.3445576592284409
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.35	0.34773721008174246
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.45	0.34909349487461727
ani99_cLOW_stFalse_r1-kraken2_refseqV93-0.50	0.2890914372371486
ani95_cLOW_stFalse_r2-kraken2_refseqV93-0.10	0.342344037176585
ani97_cHIGH_stTrue_r0-kraken2_refseqV93-0.90	0.09166610401590537
