Sample name	Faith's phylogenetic diversity
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.65	1334
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.90	915
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.60	1450
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.35	475.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.60	374.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.30	518.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.50	391.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.55	382.5
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.30	2773
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.80	362.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.25	567.5
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.20	3609
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.95	354.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.90	361.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.10	1114
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.15	5190
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.40	438.5
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.10	7448
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.85	970
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.75	1157
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.50	1701
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.75	364.5
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.35	2343
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.65	368.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.85	361.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-1.00	350.5
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.70	1238
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.70	366.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.20	665
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.80	1081
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.00	30198
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.45	409.5
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.05	2296
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.25	3123
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.40	2071
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.45	1839
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.00	6139
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.05	23497
ani99_cLOW_stFalse_r3-kraken2_refseqV205-0.15	825
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.55	1550
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.15	862
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.10	1156
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.80	387
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.60	398
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.50	415
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.75	389
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.90	358.5
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.65	392
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.45	426
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.35	493
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.25	633
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.40	462
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.30	567
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.55	405
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.70	389
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.95	357.5
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.85	384
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.20	707
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.05	2162
NA12878_NegControl_SL126487_0-kraken2_refseqV205-1.00	720
ani99_cLOW_stFalse_r8-kraken2_refseqV205-0.00	5825
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.70	1056.5
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.40	1253
NA12878_NegControl_SL126487_0-kraken2_refseqV205-0.95	830
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.60	1078.5
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.80	1032.5
ani99_cLOW_stFalse_r8-kraken2_refseqV205-1.00	357.5
ani97_cHIGH_stTrue_r5-kraken2_refseqV205-0.00	10787
