Sample name	L1 distance
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.25	18989350.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.10	9017544.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.70	14005822.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.45	15945339.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.50	13185904.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.75	13999910.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.55	14488045.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.75	14000943.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.90	13999998.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.10	18987003.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.80	14000117.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.15	19045224.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.30	18678280.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.95	13999998.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.40	17055284.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.85	13999998.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.40	11633941.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-1.00	13999998.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.05	11277952.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.15	9229419.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.60	14153468.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.25	9638532.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.30	9902744.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.65	14035249.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.50	15140819.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.45	12531274.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.35	10706523.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.20	19068643.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.65	13980645.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.55	13683417.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.60	13909296.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.35	18022090.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.05	18922674.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.20	9450631.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.00	10884448.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.70	13997111.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.80	14000102.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.85	13999996.0
ani100_cLOW_stFalse_r6-kraken2_refseqV205_500GB-0.00	18924516.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.90	13999996.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.75	16954923.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-1.00	13999996.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.85	16983471.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-1.00	16984305.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.95	16984285.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.80	16976606.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.70	13988405.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.50	13935456.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.45	12260115.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.20	4672539.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.55	13057606.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.60	16257922.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.65	16658665.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.50	11965119.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.65	13929517.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.35	7468583.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.30	5386497.0
ani100_cLOW_stTrue_r9-kraken2_refseqV205_500GB-0.95	13999996.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.30	6152775.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.70	16891965.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.20	2663869.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.80	13999845.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.90	16984179.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.45	10726109.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.55	15531768.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.60	13699987.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.25	3788601.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.40	9110440.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.40	10207415.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.75	13998221.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.25	5226687.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.35	8041032.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.15	1851465.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.10	3859203.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.15	4178244.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.10	1752625.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.05	3725968.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.00	3814385.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.05	3202769.0
NA12878_NegControl_SL126488_0-kraken2_refseqV205_500GB-0.00	4353703.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-1.00	14000002.0
ani95_cLOW_stTrue_r5-kraken2_refseqV205_500GB-0.95	14000002.0
