Sample name	Simpson's evenness
ani99_cLOW_stFalse_r2-kraken2_minikraken-1.00	nan
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.75	nan
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.90	nan
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.45	0.08805256545583064
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.40	0.055752574484639564
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.90	nan
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.65	0.5349872773536896
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.20	0.026358027482141798
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.50	0.08601844423824022
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.25	0.027418295387866304
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.15	0.018282366265027494
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.60	0.45207823960880206
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.25	0.032845227654349364
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.05	0.006434350116171267
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.00	0.002324212275220753
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.30	0.03840394003529492
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.85	nan
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.55	0.2103154395087929
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.60	0.3113327791632031
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.20	0.02319209997726142
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.80	nan
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.55	0.11877837004753841
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.80	nan
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.65	0.7352941176470587
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.85	nan
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.45	0.0629939239287752
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.35	0.043939349136476014
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.10	0.013400178846128232
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.40	0.0639403139733944
ani99_cLOW_stFalse_r9-kraken2_minikraken-0.30	0.034262958030041125
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.35	0.05031143990187871
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.10	0.01297996811531242
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.50	0.12116347065552861
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.70	1.0
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.00	0.0027217095016226914
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.15	0.01935572712142726
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.95	nan
ani99_cLOW_stFalse_r2-kraken2_minikraken-0.75	nan
