Sample name	Bray-Curtis dissimilarity relative abundance
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	0.5114470919890546
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	0.5096368077286761
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	0.5116165244180968
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	0.503120532020334
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	0.5104860968539086
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	0.5082576504085827
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	0.5029614599718678
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	0.5051868878660168
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	0.5064570202626528
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	0.5081167112395868
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	0.5655120181240232
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	0.5224405713708834
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	0.5173375638444587
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	0.5119815931586291
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	0.5523091592041423
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	0.5138623427646162
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	0.5863793548132658
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	0.5346945214324772
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	0.5287979642547141
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	0.5430861882203055
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	0.23973519093646897
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	0.23426675147474946
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	0.2351071511646286
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	0.23417617006115576
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	0.2360377331062562
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	0.23430134933027663
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	0.6132745924916162
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	0.2359742380859449
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	0.2396273702474721
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	0.24860318824152977
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.55	0.258332678939762
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.75	0.31284355650202894
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.60	0.26782082352472586
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.90	0.3808310071617969
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.50	0.25065159417957206
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.65	0.2817468930948326
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.70	0.2976263210776682
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.85	0.3578752855964024
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.45	0.2450481458802577
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.80	0.3347657484051252
ani95_cLOW_stTrue_r8-kraken2_standard_0521-1.00	0.4372911029122831
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.35	0.5210373929972145
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.95	0.40777120052386373
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.30	0.5204332453182968
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.20	0.5183823641267818
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.15	0.5176227665567479
