Sample name	Unweighted unifrac distance raw
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.35	0.7291853178155775
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.90	0.5718329794762915
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.80	0.6129238643634037
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.40	0.714353163361662
ani100_cLOW_stTrue_r8-kraken2_chocophlan-1.00	0.5649520488230165
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.30	0.7464375523889355
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.60	0.6608744394618834
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.75	0.6235220908525202
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.50	0.6852237252861603
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.40	0.7244740892765521
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.15	0.8126934984520123
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.80	0.6243465272591486
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.10	0.8596287703016241
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.65	0.6502890173410405
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.65	0.6583278472679395
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.75	0.6395431834403997
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.50	0.698320787492762
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.60	0.6670942912123156
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.95	0.5800502933780386
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.25	0.7678434382194935
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.85	0.6178489702517163
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.90	0.6001596169193935
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.70	0.6313223644119439
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.55	0.6754291845493562
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.55	0.6833435021354485
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.35	0.7405275779376499
