Sample name	Number of taxa
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.00	7226.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.05	3781.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.10	1895.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.15	1105.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.20	799.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.25	656.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.30	559.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.35	497.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.40	448.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.45	397.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.50	377.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.55	345.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.60	318.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.65	299.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.70	278.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.75	261.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.80	240.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.85	228.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.90	211.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-0.95	191.0
ani100_cLOW_stTrue_r8-kraken2_chocophlan-1.00	180.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.00	5665.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.05	2282.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.10	1287.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.15	903.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.20	742.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.25	659.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.30	577.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.35	522.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.40	481.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.45	452.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.50	425.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.55	401.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.60	371.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.65	350.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.70	328.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.75	314.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.80	298.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.85	279.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.90	262.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-0.95	240.0
ani99_cLOW_stTrue_r0-kraken2_chocophlan-1.00	217.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.00	2359.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.05	1129.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.10	627.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.15	413.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.20	303.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.25	236.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.30	194.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.35	169.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.40	148.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.45	134.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.50	122.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.55	113.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.60	104.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.65	98.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.70	87.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.75	75.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.80	69.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.85	63.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.90	53.0
ABRF_MGRG_5ng-kraken2_chocophlan-0.95	43.0
ABRF_MGRG_5ng-kraken2_chocophlan-1.00	37.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.00	5517.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.05	2427.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.10	1274.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.15	818.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.20	634.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.25	520.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.30	455.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.35	397.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.40	356.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.45	327.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.50	304.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.55	288.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.60	271.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.65	250.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.70	238.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.75	220.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.80	205.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.85	193.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.90	186.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-0.95	171.0
ani100_cLOW_stTrue_r3-kraken2_chocophlan-1.00	160.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.00	4175.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.05	1783.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.10	1075.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.15	760.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.20	595.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.25	521.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.30	454.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.35	411.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.40	371.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.45	343.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.50	324.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.55	304.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.60	278.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.65	263.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.70	252.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.75	239.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.80	226.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.85	205.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.90	190.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-0.95	177.0
ani97_cLOW_stTrue_r4-kraken2_chocophlan-1.00	169.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.00	7542.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.05	4926.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.10	2316.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.15	1349.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.20	933.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.25	738.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.30	626.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.35	536.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.40	482.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.45	426.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.50	380.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.55	350.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.60	325.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.65	296.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.70	268.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.75	244.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.80	220.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.85	207.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.90	195.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-0.95	178.0
ani100_cLOW_stFalse_r6-kraken2_chocophlan-1.00	157.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.00	6696.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.05	3454.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.10	2254.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.15	1680.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.20	1410.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.25	1279.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.30	1160.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.35	1075.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.40	999.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.45	937.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.50	887.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.55	838.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.60	803.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.65	769.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.70	745.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.75	715.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.80	681.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.85	659.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.90	645.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-0.95	618.0
ani99_cHIGH_stTrue_r4-kraken2_chocophlan-1.00	592.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.00	4829.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.05	1653.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.10	957.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.15	659.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.20	481.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.25	407.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.30	350.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.35	311.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.40	282.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.45	262.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.50	252.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.55	236.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.60	222.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.65	210.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.70	199.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.75	188.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.80	176.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.85	159.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.90	151.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-0.95	133.0
ani97_cLOW_stFalse_r9-kraken2_chocophlan-1.00	125.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.00	5324.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.05	2001.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.10	1025.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.15	691.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.20	555.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.25	472.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.30	415.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.35	373.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.40	328.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.45	292.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.50	271.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.55	254.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.60	242.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.65	229.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.70	224.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.75	214.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.80	202.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.85	187.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.90	180.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-0.95	173.0
ani97_cLOW_stFalse_r2-kraken2_chocophlan-1.00	162.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.00	3019.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.05	1204.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.10	710.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.15	477.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.20	377.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.25	321.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.30	271.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.35	240.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.40	212.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.45	178.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.50	168.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.55	152.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.60	140.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.65	132.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.70	125.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.75	120.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.80	117.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.85	105.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.90	99.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-0.95	95.0
ani95_cLOW_stFalse_r7-kraken2_chocophlan-1.00	89.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.00	1172.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.05	908.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.10	368.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.15	256.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.20	195.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.25	175.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.30	158.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.35	142.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.40	130.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.45	114.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.50	106.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.55	96.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.60	91.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.65	86.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.70	74.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.75	69.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.80	64.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.85	53.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.90	49.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-0.95	42.0
UnAmbiguouslyMapped_ds.gut-kraken2_chocophlan-1.00	33.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.00	7737.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.05	6869.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.10	4756.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.15	3118.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.20	2406.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.25	2022.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.30	1728.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.35	1515.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.40	1362.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.45	1226.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.50	1145.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.55	1065.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.60	991.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.65	919.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.70	846.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.75	787.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.80	731.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.85	688.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.90	646.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-0.95	611.0
ani100_cHIGH_stFalse_r1-kraken2_chocophlan-1.00	568.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.00	7581.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.05	5389.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.10	3456.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.15	2538.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.20	2086.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.25	1836.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.30	1615.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.35	1435.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.40	1319.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.45	1221.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.50	1139.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.55	1064.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.60	1000.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.65	951.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.70	891.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.75	839.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.80	794.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.85	753.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.90	711.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-0.95	674.0
ani100_cHIGH_stTrue_r6-kraken2_chocophlan-1.00	634.0
Huttenhower_LC2-kraken2_chocophlan-0.00	3278.0
Huttenhower_LC2-kraken2_chocophlan-0.05	2517.0
Huttenhower_LC2-kraken2_chocophlan-0.10	1187.0
Huttenhower_LC2-kraken2_chocophlan-0.15	646.0
Huttenhower_LC2-kraken2_chocophlan-0.20	403.0
Huttenhower_LC2-kraken2_chocophlan-0.25	281.0
Huttenhower_LC2-kraken2_chocophlan-0.30	199.0
