Sample name	Weighted unifrac distance relative abundance
NegControl_MH2-kraken2_refseqV208_nt-0.30	0
NegControl_MH2-kraken2_refseqV208_nt-0.20	0
NegControl_MH2-kraken2_refseqV208_nt-0.35	0
NegControl_MH2-kraken2_refseqV208_nt-0.25	0
NegControl_MH2-kraken2_refseqV208_nt-0.40	0
NegControl_MH2-kraken2_refseqV208_nt-0.45	0
NegControl_MH2-kraken2_refseqV208_nt-0.60	0
NegControl_MH2-kraken2_refseqV208_nt-0.50	0
NegControl_MH2-kraken2_refseqV208_nt-0.55	0
NegControl_MH2-kraken2_refseqV208_nt-0.65	0
NegControl_MH2-kraken2_refseqV208_nt-0.70	0
NegControl_MH2-kraken2_refseqV208_nt-0.75	0
NegControl_MH2-kraken2_refseqV208_nt-0.80	0
NegControl_MH2-kraken2_refseqV208_nt-0.85	0
NegControl_MH2-kraken2_refseqV208_nt-0.90	0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.50	326.79999999999995
NegControl_MH2-kraken2_refseqV208_nt-0.10	38.650943396226424
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.85	87.53333333333333
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.95	94.46666666666667
NegControl_MH2-kraken2_refseqV208_nt-0.15	38.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.90	81.76666666666668
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.15	273.2
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.20	300.2
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.25	325.2
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.10	253.5
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.35	336.69999999999993
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.60	315.29999999999995
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.05	253.5
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.55	326.79999999999995
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.65	142.8
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.75	136.05
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-1.00	112.76666666666668
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.30	336.69999999999993
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.80	151.70000000000002
NegControl_MH2-kraken2_refseqV208_nt-0.00	25.5
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.45	326.79999999999995
NegControl_MH2-kraken2_refseqV208_nt-0.05	0.0
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.70	135.05
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.00	227.50000000000003
ani97_cHIGH_stTrue_r6-kraken2_refseqV208_nt-0.40	336.69999999999993
NegControl_MH2-kraken2_refseqV208_nt-0.95	0
NegControl_MH2-kraken2_refseqV208_nt-1.00	0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-1.00	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.85	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.80	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.40	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.20	0.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.25	195.23243243243246
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.30	200.63243243243244
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.20	160.26576576576576
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.25	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.45	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.90	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.95	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.10	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.35	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.30	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.15	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.55	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.70	0.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.15	155.93243243243242
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.65	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.60	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.75	0.0
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.05	0.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.55	344.4324324324324
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.45	335.43243243243245
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.00	0.5531914893617011
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.35	247.93243243243245
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.65	357.26576576576576
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.80	532.9324324324324
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.70	355.59909909909913
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.40	335.09909909909913
NA12878_NegControl_SL126488_0-kraken2_refseqV208_nt-0.50	0.0
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.50	344.0990990990991
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.60	344.76576576576576
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.10	171.73243243243246
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.05	151.53243243243242
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.00	98.8490990990991
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.75	359.43243243243245
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.85	382.47727272727275
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-1.00	470.9772727272727
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.85	545.9324324324324
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.90	546.9324324324324
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.90	394.97727272727275
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.30	196.29545454545456
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.25	14.321428571428573
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.95	385.2954545454545
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.75	393.06818181818187
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.80	395.8863636363636
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.15	13.299369747899158
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.60	371.25
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.40	190.04545454545456
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.65	357.75
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.10	14.321428571428573
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.70	368.25
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.55	185.1590909090909
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.20	177.86363636363635
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.35	190.04545454545456
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.50	190.54545454545456
RM1_S002__insert_5000-kraken2_refseqV208_nt-0.95	277.93243243243245
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.45	190.04545454545456
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.15	177.86363636363635
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.05	16.125
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.30	16.0
ani100_cHIGH_stTrue_r8-kraken2_refseqV208_nt-0.05	109.08333333333333
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.70	21.553571428571427
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.35	16.78125
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.45	17.258928571428573
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.40	15.492647058823529
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.50	16.665178571428573
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.20	14.321428571428573
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.55	17.535714285714285
RM1_S002__insert_5000-kraken2_refseqV208_nt-1.00	139.30743243243245
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.60	18.723214285714285
ani99_cHIGH_stFalse_r5-kraken2_refseqV208_nt-0.00	17.831043956043956
