Sample name	Weighted unifrac distance raw
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	14.005125289200143
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	13.150499738594945
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	13.152218675824574
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	13.51446863809111
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	18.487702998668265
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	14.768095739058914
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	17.319076798666437
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	16.416813744369648
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	15.481726543206374
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	19.63637350470507
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	12.774302158123016
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	16.039968414439873
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	13.08245869096714
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	18.572524505720125
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	14.407799813643152
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	12.724794273508023
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	12.691788213967618
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	12.898452049600198
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	12.737854505735275
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	13.056991258786482
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	10.87766592150675
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	5.818041745804504
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	8.178877524280292
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	7.4095932803668845
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	22.346797704610033
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	6.620169192345944
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	8.771576031002414
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	15.14288825185659
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	12.938940121060712
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	17.54091873367309
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.75	22.044099386753295
