Sample name	Weighted unifrac distance relative abundance
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.45	14.169580419580424
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.30	14.068181818181818
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.40	14.212962962962965
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.05	16.795454545454547
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.35	13.975524475524477
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.25	14.643939393939393
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.10	16.036833855799372
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.15	15.384740259740262
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.20	14.664141414141413
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.00	17.73989898989899
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.90	18.752525252525253
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.95	20.39393939393939
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.65	13.550395256916996
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.85	16.642344497607656
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.50	13.697272727272727
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.55	14.117272727272727
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.80	14.090909090909095
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.75	14.333333333333336
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.70	14.1875
ani95_cLOW_stFalse_r9-kraken2_standard_0521-0.60	13.706439393939394
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.30	13.666666666666664
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.15	17.11111111111111
ani95_cLOW_stFalse_r9-kraken2_standard_0521-1.00	23.498663101604276
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.40	13.666666666666664
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.35	13.666666666666664
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.10	18.26111111111111
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.20	18.605555555555554
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.25	17.694444444444443
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.05	20.02777777777778
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.00	23.577777777777776
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.75	25.833333333333332
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.50	14.333333333333334
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.55	16.222222222222225
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.45	13.777777777777779
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.65	25.15277777777778
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.90	29.270833333333336
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.60	25.29861111111111
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.85	29.729166666666668
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.70	25.84722222222222
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.80	27.583333333333332
ani95_cLOW_stTrue_r8-kraken2_standard_0521-1.00	54.365079365079374
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.35	23.824524312896408
ani95_cLOW_stTrue_r8-kraken2_standard_0521-0.95	35.68055555555556
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.20	25.54983388704319
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.30	25.002214839424138
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.25	25.002214839424138
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.15	25.006976744186048
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.10	24.481976744186046
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.05	23.854345165238676
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.00	22.295865633074936
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.60	24.01820020222447
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.85	23.757751937984494
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.80	21.908372093023257
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.40	25.097251585623678
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.50	25.051797040169134
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.45	25.051797040169134
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.70	23.071705426356587
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.65	24.01820020222447
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.75	23.55087209302325
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.55	24.431243680485338
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.95	23.328488372093023
ani99_cLOW_stFalse_r4-kraken2_standard_0521-1.00	22.813488372093023
ani99_cLOW_stFalse_r4-kraken2_standard_0521-0.90	22.794418604651163
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.15	9.087962962962964
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.30	9.322100789313904
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.25	9.34669095324833
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.20	9.237962962962962
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.10	9.23595146871009
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.05	9.324074074074074
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.00	9.232592592592592
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.50	9.272280092592592
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.45	9.346560846560847
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.80	9.004357298474945
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.40	9.354497354497354
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.65	9.138047138047138
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.55	9.215669515669516
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.70	9.0702045328911
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.60	9.138047138047138
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.35	9.245818399044206
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.75	9.0702045328911
Huttenhower_HC2-kraken2_standard_0521-0.20	125.1
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.85	8.835239651416122
ani100_cLOW_stFalse_r0-kraken2_standard_0521-1.00	8.022170057381324
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.90	8.621578099838969
Huttenhower_HC2-kraken2_standard_0521-0.25	124.70000000000002
ani100_cLOW_stFalse_r0-kraken2_standard_0521-0.95	8.39973544973545
Huttenhower_HC2-kraken2_standard_0521-0.05	119.5
Huttenhower_HC2-kraken2_standard_0521-0.00	159.21666666666667
Huttenhower_HC2-kraken2_standard_0521-0.10	119.5
Huttenhower_HC2-kraken2_standard_0521-0.15	118.80000000000001
Huttenhower_HC2-kraken2_standard_0521-0.65	94.35000000000001
Huttenhower_HC2-kraken2_standard_0521-0.70	99.25
Huttenhower_HC2-kraken2_standard_0521-0.50	94.25000000000001
Huttenhower_HC2-kraken2_standard_0521-0.40	91.95
Huttenhower_HC2-kraken2_standard_0521-0.30	121.67500000000001
Huttenhower_HC2-kraken2_standard_0521-0.55	96.55000000000001
Huttenhower_HC2-kraken2_standard_0521-0.35	91.95
Huttenhower_HC2-kraken2_standard_0521-0.75	99.25
Huttenhower_HC2-kraken2_standard_0521-0.45	91.95
Huttenhower_HC2-kraken2_standard_0521-0.60	96.85
Huttenhower_HC2-kraken2_standard_0521-0.85	99.65
Huttenhower_HC2-kraken2_standard_0521-0.90	100.05000000000001
Huttenhower_HC2-kraken2_standard_0521-1.00	106.75
Huttenhower_HC2-kraken2_standard_0521-0.95	104.05000000000001
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.20	256.3205128205128
Huttenhower_HC2-kraken2_standard_0521-0.80	99.25
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.10	181.72115384615384
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.15	181.95192307692307
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.05	175.47115384615384
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.00	163.20192307692307
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.45	203.71153846153845
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.50	203.71153846153845
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.70	206.66346153846152
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.35	272.65384615384613
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.30	264.3205128205128
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.40	271.96153846153845
ani100_cLOW_stTrue_r5-kraken2_standard_0521-0.60	209.71153846153845
